,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,primary_label,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,0.6814081572411497,4765.625,3.5588066092568784,163.21824045997317,1.8005655941899952,vigswa,,,,,,,,,,
1,,,,,,vigswa,0.8885594604775424,3156.25,1.1737205525455023,8.97339517813873,2.054166160841732,,,,,
2,0.03788380097903421,5000.0,4.396578616705395,88.34691702155588,2.2340907760937654,vigswa,0.7471155231738507,2437.5,1.6473154588877783,3.954374790222772,1.4475823628840792,,,,,
3,0.03736807120466523,5109.375,4.421700792629609,76.87258004480043,2.2295329089669056,vigswa,0.3896167739600711,890.625,1.7981204600088418,21.298095107137804,1.4303815227679653,,,,,
4,,15.625,3.0252666113501245,1.7246968680890309,11.252198358669489,vigswa,0.4992087728084931,109.375,1.1244815881910082,1.996840091644799,7.74428246569659,0.9738229939121128,4000.0,1.855358527667728,114.60439707763949,1.1478578303883744
5,0.27927024368079145,796.875,5.748225273203123,31.912099921421014,2.8774369651258698,vigswa,0.4502141765177808,3765.625,0.8489919051137569,7.275560462190358,1.9122820604548827,0.3496600569456701,3328.125,2.244166640836511,15.376573600930724,1.8997726686905567
6,0.6634143742940166,4625.0,3.9221026247050936,127.75352455948804,2.04060303679152,vigswa,,,,,,0.5214674322596284,31.25,3.28419692508508,2.089721927855392,2.451772602466725
7,0.7288644578722827,46.875,6.710713630609987,3.6881922309136215,7.679470569735638,vigswa,0.2308406670088743,4671.875,0.976267290376603,59.80555396905095,2.3133922387530212,0.7825636358941908,3531.25,2.2058863724458595,124.17426179395285,1.7570372018078992
8,0.9671537958916452,3890.625,5.498357156960496,30.444918283438287,2.782285011422004,vigswa,,,,,,,,,,
9,0.039602132358444564,4609.375,4.295303684171053,86.42251591397499,2.1788393177213647,vigswa,0.10630516104286868,4140.625,0.8559161215844764,11.189501789748702,3.2072182922703694,,,,,
10,0.041894609931311014,5031.25,4.3255247583661935,93.93538637074957,2.217005230470039,vigswa,,,,,,,,,,
11,1.0,2937.5,5.327711826915581,12.578895019961381,2.736291433517788,vigswa,0.5263252541798922,3562.5,1.9521000035066232,6.3334598824893655,3.0583935977670618,,,,,
12,0.06429470771351907,2984.375,4.4000707271155886,66.26017883098359,2.2535075765330963,vigswa,,,,,,0.3039712053759015,1781.25,1.846259254059189,7.183610848600495,1.8324690444345968
13,,,,,,vigswa,,,,,,,,,,
14,,,,,,vigswa,,,,,,,,,,
15,0.13334857457749116,3125.0,4.6759917096583665,48.46239072361095,2.4725491419842425,vigswa,0.4709701632644005,3390.625,1.4073167020889077,13.23176787758095,3.5635089371667004,0.17654005239182424,4015.625,1.6298219853005826,21.858986648085136,2.9497081280108253
16,0.915102059856586,3890.625,4.776171333436586,47.11539518206212,2.4394134868928576,vigswa,0.6320863727843249,3640.625,1.6231876786887651,5.436058498663812,3.690999774706504,,,,,
17,0.3348756380702368,4171.875,0.34800875555270205,21.04869525359288,0.2162947177440947,vigswa,,,,,,,,,,
18,0.5874699087763708,4890.625,3.5017562494366152,145.44393554911483,2.023606736721828,vigswa,0.4444082351037221,515.625,0.3858390951930188,5.399648068145975,0.6497531674021817,0.6648337973112519,1093.75,0.6415214857385902,29.83594383854536,0.6194106130657663
19,0.6199388619079996,4640.625,4.442597520870049,115.7708473454843,2.3273194876101404,vigswa,,,,,,1.0,3250.0,0.8796429427067389,4.328294668031788,1.3354289761627238
20,0.7885541446590061,78.125,13.010718429632947,4.729343114280121,6.8369823442670885,vigswa,,,,,,0.04755893443277337,4906.25,2.2238173589741823,101.8435717513205,1.4042066996434426
21,0.7721993582354696,62.5,9.642407862153076,4.389803260667128,9.833060035914503,vigswa,,,,,,0.4376360487240035,234.375,0.9182120431042402,1.7782078629524758,2.8561798968821828
22,0.484672973704488,218.75,4.972496355203786,15.524122725541735,2.5049853141654976,vigswa,0.6662206516413756,484.375,1.3304224986770774,2.9959912286890926,2.7643800825668814,0.05970214754126446,4828.125,3.654593026474588,99.9683236053388,1.9937739316434324
23,0.023983899698381217,4093.75,6.214498015299026,7.172012836506269,3.1084564594692594,vigswa,,,,,,,,,,
24,0.4492753857047375,3109.375,4.112263053619638,98.05263574264127,2.0931961270386323,vigswa,,,,,,0.15602082457841182,2375.0,2.3494677528702224,24.88213052118257,2.105100205094277
25,0.7933721192484252,46.875,5.21286014860937,4.839617946826271,9.207753441525792,vigswa,,,,,,,,,,
26,1.0,31.25,8.475630519737607,3.242375746184274,9.710132497154307,vigswa,0.6158846576695889,828.125,0.5136971335449148,2.60338468631074,2.4507515484338294,0.4807743264913392,703.125,0.9851683752091906,5.777834481349004,2.500133063361495
27,0.8032805541942072,4359.375,3.694940769548429,132.16792012350396,1.8530897672925009,vigswa,,,,,,0.38707434403022,3265.625,1.0337571661925908,9.789115436042096,3.179946642224524
28,0.6657426516752611,4343.75,4.1094805742581375,89.75120562152695,2.138461108120281,vigswa,,,,,,0.5031356226949906,2015.625,2.323626348793017,6.037864932624045,1.5655619422220404
29,0.615294579174932,1046.875,4.70748479254354,2.599391497669373,2.358237498466735,vigswa,,,,,,0.03911111645131205,4312.5,4.368595879432649,81.17483856399278,2.257217574193945
30,0.10754516685908178,2843.75,5.2262034281899865,29.13312700486503,2.6187877452343047,vigswa,0.08390082141113919,4093.75,0.8937394903520226,49.12131901407992,2.187302521144378,,,,,
31,0.19611878978510933,2843.75,4.924051277109836,17.41550843843902,2.4665162484238587,vigswa,0.14423098298075376,3984.375,1.3193733413816602,49.07866394402944,2.2924411991964275,,,,,
32,0.976001306573854,4000.0,3.5692545869308043,125.006805442649,1.7882541571050017,vigswa,0.6781184246499377,2703.125,0.9111887040947252,3.1067326513251032,2.464262530725821,,,,,
33,0.844227277072932,4062.5,4.767515569802604,77.03530999851839,2.7555928671804595,vigswa,0.7291702400373729,3765.625,0.6126921939131762,3.6923564091996175,3.99105689534459,0.7402926907160536,3656.25,0.6520391579958482,3.85048847010566,3.7256282320192575
34,0.6307493685441217,3687.5,5.179526646691059,46.03919005628384,2.821001824563203,vigswa,,,,,,0.7880053483456377,3875.0,0.7993285117451103,4.717100135292128,4.624400565411023
35,0.6252993761735459,78.125,11.761442227343535,5.3375945296699525,8.341043925943335,vigswa,0.40351078454186,250.0,0.6358829387377207,1.6764762448084485,2.007854551974744,0.6166095835122036,3687.5,0.7500801864129293,44.34122312116042,0.4523183033831157
