,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,0.5444962717703778,31.25,3.356103696199901,2.195371712733587,5.0546504627910585,0.15678581183646745,484.375,1.9760018380371536,26.090642577913236,3.7964112561956056,thbeup1,,,,,
1,0.6807632440949795,1312.5,13.641297090632222,6.2649427517520575,6.829377948680617,0.21202534963409025,390.625,1.117993766086414,20.30522173850405,1.2448909786384674,thbeup1,,,,,
2,0.04685054442770131,4656.25,3.1319427913582087,86.03057948636692,1.9889680368136056,0.4121970339691736,62.5,1.085798112101287,1.7012503471232172,4.781334021300577,thbeup1,0.6395537039571366,484.375,1.1552211012362268,2.7743383993078474,1.1921346259098056
3,0.7897419371346772,3546.875,7.942094731734117,4.756060178489008,4.030501983194911,,,,,,thbeup1,0.7730808945326144,3093.75,4.921020410034802,4.4068567868725665,4.239152563697804
4,0.4522794023746789,203.125,7.765986844227923,7.302993565226988,4.964999180013192,,,,,,thbeup1,0.43814876772568734,62.5,2.1592713170285043,1.7798305717905234,4.677139324009236
5,0.6507359000170125,3812.5,5.032327122763209,2.8631628617104066,3.9443376252770217,,,,,,thbeup1,0.42820689241610255,421.875,2.189119012240317,34.97768639518877,2.571506898689254
6,0.21005508786252725,3171.875,4.672192169442214,29.115954348975354,2.7667128792467013,0.8524993967123413,3921.875,2.6054394406711,6.779633287667169,3.268483480577177,thbeup1,0.5255065370293655,3765.625,3.728271337742108,16.860084752095105,2.7620850911666803
7,0.2262646954907811,3421.875,6.119589127883415,43.94267626390169,3.0981967147774547,,,,,,thbeup1,0.6666459146211072,187.5,1.852418533584254,5.999626486433443,1.2795704824139786
8,0.9007525001021988,187.5,7.9772933909343315,10.075820560011463,4.165339435815467,,,,,,thbeup1,,,,,
9,0.1934337533754648,3468.75,6.4994326514225484,38.43453669147999,3.274886331951244,0.6067900801741004,187.5,1.3419133097480682,7.629512503978287,0.9189258214959872,thbeup1,,,,,
10,0.3863519813785232,3421.875,4.35822900027592,55.406355057381184,2.2469064094726865,,,,,,thbeup1,0.538513093034221,187.5,3.3926680829213045,6.500726141343076,2.1893650237773
11,0.4816514502423954,3640.625,7.746752325858612,9.646019077970124,3.873695021203587,,,,,,thbeup1,1.0,3859.375,1.8581799896654665,3.087388056074275,4.005106666599701
12,0.06396212037378601,4421.875,4.834813902289088,30.981652165167194,2.41831377499072,0.4455207144582918,3546.875,2.6988789923348255,7.213975533986144,3.3070682787802435,thbeup1,0.5845171175655979,1296.875,3.8214321323819016,2.4068380245674352,2.662720235469152
13,0.9470399827896588,3687.5,5.929179846609405,18.882169090472587,3.347869255482513,,,,,,thbeup1,1.0,31.25,5.3736275977758705,3.6156700263746213,3.2037694570511435
14,0.3095270725359441,3843.75,6.034685030728731,10.137978943952731,3.549565258416952,,,,,,thbeup1,0.6385996047175451,3250.0,3.6256460466669687,5.53402825815087,3.2398567297266694
15,0.6624040693642891,46.875,7.659535287678818,2.9621210128835007,5.403111858834492,,,,,,thbeup1,,,,,
16,,,,,,0.4708325405581061,2953.125,1.592806292423404,7.559043793468986,1.8170474927813056,thbeup1,0.7476001884965329,3734.375,2.0074165291154613,7.923936187141436,2.582047978239816
17,0.2827271888953342,3515.625,6.551490026625041,26.48922377350155,3.3816342126634216,,,,,,thbeup1,,,,,
18,0.9752141121762958,3937.5,6.2794624081358625,40.34553884503757,3.3615452648063724,,,,,,thbeup1,0.43465219896260665,3765.625,2.549566685485724,7.075290631112638,5.147070523481774
19,0.7462700492860386,46.875,9.570375506871613,3.941198101312583,5.238719116032146,,,,,,thbeup1,0.4093933221558187,125.0,3.806286877270437,1.693174218161868,6.665180809792496
20,0.9579008953615076,3875.0,5.801204756537447,23.75347429801804,3.1196578257534484,0.6317407471409103,62.5,1.6939347285793351,8.146434819243813,1.603895745743694,thbeup1,0.5209577351746654,3937.5,2.028873038847866,2.087498480670831,4.130873676409607
21,0.41386352631601386,62.5,2.2960195997574324,5.118261931635808,4.46862163061246,0.4145512203451521,359.375,1.7800488306493136,8.540456780775521,4.2614067853735955,thbeup1,0.9451178828460484,1125.0,2.2906954611925068,36.4417428429326,2.37658205329156
22,,,,,,,,,,,thbeup1,,,,,
23,0.3391994999480398,3328.125,5.859310102657349,16.646476507107735,3.099258045547652,,,,,,thbeup1,0.6003556133721101,78.125,5.572386198946644,5.004449122570076,3.042685178209336
24,0.1479078552743115,2984.375,6.211118827804446,22.29805792437697,3.1702972459278884,0.7645111356125992,3906.25,3.1198908562152146,12.739455888091273,2.9240179124247088,thbeup1,,,,,
25,0.2931568090289501,3531.25,6.5691529411404055,21.22111409093895,3.329967822769049,0.5874447071199186,234.375,1.8411107568538685,21.815257628063094,1.1454332378989562,thbeup1,0.6355800416187299,3109.375,4.536566776678514,5.4881736139915915,4.30694479904896
26,0.9613718964901008,125.0,6.1000966680098925,25.88788755170775,3.1664210279537843,0.6864182898570708,3140.625,1.7007080275825253,3.188961497608404,3.1350944605929243,thbeup1,0.6549730983618222,3531.25,5.110171604209904,5.796649451112528,3.4507147867440007
27,0.5457971456620729,328.125,6.400838744258946,30.823232100571516,3.3826517765982045,1.0,3187.5,1.1827623924440909,20.541797525392155,1.0114158509986386,thbeup1,,,,,
28,0.6137455119930525,3562.5,8.765261354535486,5.1779333628455495,4.497458870668936,1.0,93.75,1.8112834370452269,34.1897404350126,1.1102812760020069,thbeup1,1.0,3796.875,4.4727750758669576,8.014255669064568,4.515264084687637
29,1.0,3437.5,6.10588134284721,36.24330152777833,3.065383186555307,0.6833028431732762,3578.125,2.0168746067202443,3.157590709117528,4.779139763132379,thbeup1,,,,,
30,0.9495127654796992,3828.125,0.9052491374533428,39.61397408677229,0.8552649260146616,1.0,3000.0,0.4505274306347845,4.852895138205071,0.9304744105015836,thbeup1,0.6608445215139322,3359.375,0.5825967840623242,5.8970004227195725,0.9896218617753101
31,,,,,,0.31547577525514914,2937.5,1.5115357937805598,11.686949432625141,1.5577618807613507,thbeup1,,,,,
32,0.2215199497646213,3468.75,7.740405368687655,17.983762070417868,4.085401886482478,0.3497767100275344,718.75,0.9005746338997243,53.82766280408399,0.7194110288246397,thbeup1,,,,,
33,0.13599321359239147,3343.75,5.7409532476067575,23.14796632924211,2.967993286143302,0.7435657229995644,3203.125,2.197503608927525,3.899634681046564,4.004791297881956,thbeup1,0.5188213808810108,1375.0,3.7484680627558173,6.2346909875023755,2.5604068290480466
34,,,,,,1.0,3984.375,3.1498980562625363,3.6296273997578234,4.621681121161514,thbeup1,0.4374329781423175,2234.375,5.07451300300051,7.110263923383544,3.5429330486591764
35,0.1889481757590158,2640.625,6.668160223058398,16.028568842892295,3.336464155322348,1.0,3250.0,2.0287046059931733,3.6123638239040186,3.794092839053168,thbeup1,0.4797164284594119,3500.0,4.42534232016755,7.688115133360412,4.07956376949377
36,0.7185210392628506,3562.5,8.280362736576977,14.210653576113202,4.2213701803511245,,,,,,thbeup1,0.4264855318680492,125.0,1.4985017973476948,1.7436351749890395,1.342492203107421
37,0.3440973520735735,2468.75,8.279723109703129,10.672315506165175,4.495952306074812,,,,,,thbeup1,1.0,31.25,2.8369925818761206,4.292409369735871,2.1275008379044955
38,0.06422627081865295,4250.0,6.35864503974157,19.23541924579047,3.250407183968288,,,,,,thbeup1,0.8580673509911084,3171.875,3.787720473741408,7.045595266367173,3.8222464325448064
39,,,,,,,,,,,thbeup1,0.7127425221641095,3718.75,4.521517956900984,3.481197452312444,2.9940040098057943
40,0.2555364456177464,3296.875,10.044401664429996,12.089241907171786,5.123750529016142,0.3846017199158398,3875.0,1.0594036130909146,1.6249639174539825,2.2883670829308658,thbeup1,,,,,
41,0.2816289047912275,3125.0,7.72278173111864,12.528343720990648,3.962376963378828,1.0,3859.375,2.3978175146750007,3.898159443731629,2.292469073049169,thbeup1,,,,,
42,0.5145206437390835,4078.125,7.370238448161897,22.65801801485489,3.8666010455518034,,,,,,thbeup1,0.7739617218601187,3875.0,1.098490039770076,4.4240294530166295,4.065803031489482
43,0.35638985970994763,3281.25,6.609984187263103,9.32241371662667,3.712873190465072,,,,,,thbeup1,0.5671359965065218,2937.5,4.360306187310512,6.930583221954608,4.708090969676761
44,0.7945985644232194,3750.0,5.367036073258786,63.29069689067731,2.7989054687369324,0.4830059358445988,3937.5,1.7389185745839746,5.8027745539032765,4.524948553667384,thbeup1,1.0,3187.5,3.402554208694645,6.6243937081544875,3.2247168849029646
45,0.20908276946383364,2421.875,5.7815054213146615,15.172257648079238,3.1062293078475762,,,,,,thbeup1,0.3876516733575086,2921.875,2.9443663757234786,9.798344731172904,4.229743631037937
46,0.6647530277544031,2953.125,9.225382973564273,2.9828755597751235,4.7390211925062316,0.5067238493444108,2828.125,2.288066871046788,6.081786025967093,3.982736991443345,thbeup1,0.6193828596841582,3265.625,4.153386174917333,5.254624104264906,5.420203587297351
47,0.7808677804129249,3890.625,5.1301379830662235,4.563454894421113,3.0986778460146462,,,,,,thbeup1,0.5221003735134577,78.125,3.3013143668327145,6.277468810879017,2.1865170101805846
48,,,,,,0.4128494129148449,375.0,1.5190741589279393,8.5157029729323,1.5504657280569472,thbeup1,,15.625,2.3565461327093944,1.7321786298419541,6.091080020771567
49,0.8949458886064457,3843.75,6.342500827658802,19.03780797790569,3.193918970717814,1.0,3250.0,1.9718381552956448,3.3649596702620097,2.7032870496084174,thbeup1,,,,,
50,0.7475152076889024,437.5,5.0047817274884725,3.960634582568666,2.5887230083145547,0.1173598918844544,4000.0,2.232766988952786,28.324115083978572,2.736548164910723,thbeup1,,,,,
51,0.489548447410456,31.25,20.669877494784792,1.9590497764713504,11.22550699946556,,,,,,thbeup1,0.3004692158437242,3265.625,3.216683191470761,21.442944813489426,1.7206373089226965
52,0.3364403111600313,3312.5,7.055151386786282,19.59130462359238,3.750122695057572,0.4916958717847774,3125.0,3.0256088882599883,1.9673261429358035,5.087676792278038,thbeup1,0.5262464595037017,109.375,5.598415372603723,6.332406501611023,3.149287682463311
53,1.0,3562.5,7.089872678132119,12.966580363449767,3.8964192252483034,0.5900453989977799,3671.875,2.0344932907556017,2.4392944915248904,6.223965883309429,thbeup1,0.6620822865898428,109.375,2.527919287208547,5.9186006552205885,1.6438282821298136
54,0.7591871334948885,187.5,0.5422929772982984,4.152602037062558,0.3143063704083013,,,,,,thbeup1,,,,,
55,0.4706321011168615,93.75,5.9661668107734505,1.8890454107810504,4.950896069580116,0.6222919813529081,3984.375,2.340658061065392,5.295095420965055,2.3561536409719146,thbeup1,,,,,
56,,15.625,3.9636563576298354,1.046606491960417,13.909170360846884,,,,,,thbeup1,,,,,
57,,,,,,,,,,,thbeup1,0.15794629248404268,1687.5,1.6979355133098293,58.19106259213451,1.2548334191953043
58,0.7607440044147787,1187.5,12.193423888792296,4.1796235766380505,6.687905688100338,0.3840656099631313,1718.75,1.4929697469171512,3.247099094240028,1.7898948845149014,thbeup1,0.7311184534990178,3203.125,4.649924940969815,3.719109819968054,3.1874521351541296
59,,,,,,,,,,,thbeup1,0.1683098303618049,3906.25,1.1683603945614311,22.84504577980698,0.763631412169192
60,1.0,31.25,6.302747320152375,3.5536609735161115,8.73523575180544,0.2817444083823332,1546.875,1.3752791905084398,11.138096373161916,2.1422882847320195,thbeup1,0.6936578279431179,656.25,1.9741095109578264,3.264323659017208,3.459202804887953
61,0.7698605497940834,3046.875,14.503191848280444,4.345191574522545,7.315818724557557,0.13195538307337373,2968.75,1.1467156481961958,1.1520145168811382,5.602678240898531,thbeup1,0.5109252237825267,2671.875,1.2217746772950746,6.134031329937187,1.9379434610809203
62,,,,,,0.6727181858999425,265.625,2.800088916837673,3.0554707194768764,2.0295130046751817,thbeup1,,,,,
