,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height
0,0.2671343242311335,3062.5,5.887914092232766,25.92562406482833,2.9453601795580213,yegvir,,,,,,,,,,
1,0.5601531424554791,31.25,7.846338247225188,2.2735185732201826,11.397023368685481,yegvir,0.391887605813296,3640.625,2.7128129292557874,16.444328541229794,1.6791953152034318,,,,,
2,0.08553050846000576,3062.5,6.874202618939026,40.46061715814147,3.442376547834217,yegvir,,,,,,0.10484473584591768,4250.0,0.4438598246801809,23.459617388101837,0.9866316333713092
3,0.5460734131258427,3375.0,4.2245250457592265,81.51097791999909,2.120164932320935,yegvir,,,,,,,,,,
4,0.5290297473102421,31.25,5.8413921248250205,2.123276351932846,14.70214173422065,yegvir,0.7415323214346051,906.25,0.2891467457461517,3.868955706765441,0.394976154784716,0.6278316795020953,343.75,0.2326137749562521,2.6869562639349627,0.6300319369211647
5,0.6052552978209065,3328.125,4.298979346300242,101.33131560522429,2.1869329342916597,yegvir,0.4808204282878827,250.0,2.068294634543401,7.704463384044668,1.534539902095878,0.7415343277218638,3765.625,0.9827243527041908,3.868985738747909,3.3150448087695743
6,0.8272780417955348,31.25,5.773672981369146,5.789651821896424,4.6154708442371435,yegvir,0.3950507454348429,3406.25,3.9092213732953836,57.85609245052845,2.092772491458933,,,,,
7,0.199894826363646,3250.0,4.943882340285903,44.99408476061413,2.5673901264977577,yegvir,,,,,,,,,,
8,0.44516352034919227,31.25,3.892908648050701,1.8023328253927369,8.543512296894148,yegvir,0.7746177489751269,3890.625,3.8675990139310628,17.747626451554797,2.2225635700218893,,,,,
9,0.5173870205791595,93.75,11.400362249047115,6.216161039846357,6.5594729068576685,yegvir,0.581303303713228,3281.25,1.2300894088600396,19.106909777288227,1.4638123161736458,0.7554952855771351,2609.375,0.5602903051473773,4.089900689074341,1.5912573639184977
10,0.5161582333732726,93.75,11.415100366174615,6.20037418620462,6.628541896115697,yegvir,0.2949140212904345,3281.25,1.2908961088626016,18.437467759311204,1.5206806797391883,0.753520752011742,2609.375,0.5934316487382347,4.057136688633676,1.5981705641120247
11,0.5476106603642508,3625.0,6.7794671143959695,6.631455998533284,3.390350796315587,yegvir,,,,,,0.8810782678599738,2921.875,3.649210467517236,8.408891983027416,3.186085192838761
12,0.7001882757833053,3046.875,5.415042353184212,10.006279800558076,2.802209017104856,yegvir,0.5531667908431288,93.75,3.536954899989686,6.713914584953735,1.9177222014979456,0.5689140130544355,2515.625,3.0139948280062283,6.959168450954138,3.2881359982114686
13,,,,,,yegvir,0.7016581618864601,1453.125,3.223089891182496,3.351859753640824,2.3604197130716957,1.0,3187.5,1.8696437623176336,4.9861320357057375,2.9914017700390967
14,0.5602911963133512,31.25,6.402955924325892,2.274232382012149,8.656658064132769,yegvir,0.514655851323675,3171.875,3.246319874808228,103.01968229423305,1.9470580929058532,0.7332524219810355,468.75,0.9930287709783836,3.748862529236927,1.2215315023154465
15,,,,,,yegvir,0.7750354156727765,3828.125,2.9569493497267003,35.561152987367784,3.0121693944710235,0.624933743749363,2890.625,1.3325121246662046,5.33239118867442,2.6249791389097648
16,0.9290198442393856,3906.25,4.800718206458619,42.26533413251045,2.4246424550307215,yegvir,0.7749061029457085,3406.25,3.4417388373106386,8.885180923042126,2.6795142814801487,,,,,
17,0.01989179644938821,5437.5,4.6461671298980365,154.06462210292327,2.3509382538977843,yegvir,,,,,,1.0,3609.375,0.9431334680159208,3.284761839722279,2.837561547603876
18,,,,,,yegvir,,,,,,,,,,
19,0.9137569702430886,3656.25,5.696243036068138,11.595139952975273,3.018388409582817,yegvir,1.0,78.125,4.924678218626823,11.466986451081441,2.7545599657174136,,,,,
20,0.07567338929541499,1765.625,4.616449536991996,43.27474675808507,2.321336140622998,yegvir,0.6229512974319198,1250.0,1.9132686705009163,5.304354547245467,1.6152018172181064,0.5629100332570862,2453.125,1.894490232238544,6.863575529667855,3.1873227063024308
21,0.6298437918014337,187.5,5.512269687024777,16.209372873144858,3.0158450387166416,yegvir,,,,,,0.2084708980098361,2546.875,3.014976786743836,18.950661399922094,2.157677990929093
22,,,,,,yegvir,,,,,,0.7789123295338026,46.875,2.2579142913887567,4.523092571789941,1.7634583185636534
23,,,,,,yegvir,0.8539111091071775,125.0,3.8489679737511056,13.690294914123836,2.7071617140162214,,,,,
24,0.6600507480583172,1937.5,8.116051225411649,2.941615533166541,4.823110518027847,yegvir,0.6458381035553821,46.875,3.4140387684077687,2.8235674420056505,3.4297749778983637,,,,,
25,0.07722941959968478,3265.625,4.5850475961931885,47.68249111378472,2.3877622597718164,yegvir,0.5391597374489963,2906.25,2.429120530395457,6.509847866576053,3.414468999698522,,,,,
26,0.6715507200037181,3468.75,4.418025137005481,94.38291355167813,2.366085962095485,yegvir,0.624488633710347,3187.5,1.2437759206826229,5.326070472277763,3.6605967286971963,0.4475903371217813,3750.0,1.1339181352921694,5.4307522145233795,3.7826319734687672
27,0.17299846152520604,3328.125,5.370221696915852,48.36750373375412,2.7900635665436573,yegvir,0.17558393322098664,1703.125,2.935536083012476,20.620655861813628,2.644448796477912,0.6715409309862803,421.875,2.5608504343487857,3.0445193765017633,2.2342153274982826
28,,,,,,yegvir,,,,,,0.061055316970033184,4312.5,1.544724208724476,58.57640071246311,0.8281021961768301
29,0.2022617093601341,3859.375,4.2678299122220045,16.296071221017485,2.17541603462878,yegvir,,,,,,,,,,
30,0.7088304579701884,46.875,11.857926026430366,3.4344251566587767,7.547851962814173,yegvir,0.5326165485243565,3328.125,4.131416190693978,14.976995821951533,2.6075161458066765,0.8522454762914,1640.625,2.060702330928057,13.535964583692744,1.625438331026949
31,0.5210650710815479,3515.625,4.203405537896888,58.46305689841958,2.1370845351584857,yegvir,,4296.875,1.7054318236937624,18.805976965768426,2.92465489096306,,,,,
32,0.6660377985796646,3390.625,4.619202635334048,107.79663041773182,2.328585741429348,yegvir,0.7569008398174666,3593.75,0.6668886878164462,4.113547736031421,4.0576646575396165,0.6665968654074719,2859.375,0.6478414943472529,2.999371920189532,2.8405712499901314
33,0.7047600469074693,46.875,5.231424849723195,3.387075460232821,4.952864893133042,yegvir,0.6834098906069919,3375.0,3.324818488939337,116.870359819324,1.806303538059682,,,,,
34,0.3207292795104274,2937.5,5.809315246982173,10.305169630975513,3.2336424976611,yegvir,0.5629732772807496,3250.0,2.5124476496036703,6.864568787312408,3.8731118374481732,,,,,
35,0.11446836034809972,2968.75,5.467838473993722,35.007218954012764,2.7443737064121057,yegvir,0.5673748402571055,3500.0,1.9139780324362496,2.311469819726369,3.6603213102834284,0.7552006138992557,2828.125,1.5523323117818784,4.08497756439823,4.1645293275478705
36,0.8996134542581438,4109.375,4.139429924097886,99.61494268081483,2.0714535275981607,yegvir,,,,,,,,,,
37,0.8596986233899444,3828.125,4.8384461040514415,57.02011051705267,2.425010325397386,yegvir,,,,,,0.7364489953612722,3718.75,1.6086206620130912,3.7943319600347816,3.972153601748968
38,0.9381004096487008,3859.375,4.170255983991488,96.93117459983401,2.086177678036076,yegvir,0.641326582551621,3265.625,1.8646692290557456,19.516361289884145,3.08140058055781,,,,,
39,1.0,31.25,7.867739740458603,3.1374705667564986,12.765274828884015,yegvir,0.11366465480397958,3343.75,0.37831411109033575,44.001404447404525,0.27223434408791203,1.0,1296.875,0.16990575570839958,3.8152963304035405,0.16918233300356406
40,0.9191373292517879,2750.0,11.680175359236348,12.366645706197033,5.988116272368655,yegvir,0.7502481230787115,2656.25,2.193270021745329,4.003973913337831,7.726295804190098,,,,,
41,0.7550520477235022,46.875,5.88764446359088,4.082499938073366,8.460136224434589,yegvir,0.6398361180943748,3515.625,3.0668396643552414,77.74238730394659,1.6627885083501297,,,,,
42,,,,,,yegvir,,,,,,,,,,
43,0.2973518521837332,3531.25,4.766450755112487,27.04056085403394,2.536266849277924,yegvir,0.2995082725630175,2218.75,3.2951618948797865,11.420548861113698,2.9167085955827488,,,,,
44,0.07836250291482072,4359.375,3.239891556783837,41.23096132718217,2.0572200109721166,yegvir,0.7055682007740441,3078.125,2.109909644183096,3.396372275783193,2.528439748535328,0.9058159750213772,3421.875,1.869199424321072,10.61751183629042,2.4689273738349518
45,0.4544291875425024,3437.5,4.611094620489999,60.48710679985442,2.334190955821501,yegvir,0.39167652853648427,4031.25,2.015670766917356,4.93158679671285,3.2432620590762085,,,,,
46,0.4544291875425024,3437.5,4.611094620489999,60.48710679985442,2.334190955821501,yegvir,0.39167652853648427,4031.25,2.015670766917356,4.93158679671285,3.2432620590762085,,,,,
47,0.32438904263283663,2906.25,7.648877776067357,10.360992407936664,3.968356165443561,yegvir,,,,,,,,,,
48,,,,,,yegvir,0.7365257479228873,3140.625,3.1633637607553573,3.7954372851102103,3.2935067744649884,,,,,
49,1.0,31.25,4.194482784097969,3.423803924628573,11.403176274927116,yegvir,0.35185375639596395,2656.25,3.5701641188369484,10.800031735239713,1.9658590399115716,,,,,
50,,,,,,yegvir,0.9713455419527632,3968.75,2.1250173487587336,34.89858361137064,2.4098645218056585,0.2614684090268209,1906.25,1.8837894787375904,14.894420407263908,1.6290970087224022
51,0.9379997199617348,2953.125,5.347749138305486,16.12895940764824,2.6851198166887915,yegvir,0.6815601563596367,3609.375,2.516375194902136,12.561242193415609,2.612247266826018,,,,,
52,,,,,,yegvir,0.6196645226221914,46.875,3.776809447012418,5.258515492135611,2.8196777350078523,0.702161255176657,3093.75,3.578771504723228,3.3575215360014,3.1870199060193376
53,0.5123993619333216,78.125,14.582000221500804,2.0508586780463807,8.935681460102256,yegvir,0.5924791001773688,3140.625,3.993529578935832,2.4538618766184466,2.566969551618391,0.3657156051464133,3781.25,3.101497672297453,9.45947913693351,2.7804138136861747
54,0.5647683305455242,3328.125,4.5521653884299305,91.90507678390327,2.2859606659928606,yegvir,0.3904855438369662,1140.625,1.4873864272964925,11.484551234544682,1.9829680613854817,0.7634024624367501,2484.375,1.2584814238598616,4.22658667667946,2.188445260301586
55,0.96287921409358,4031.25,4.003352328901934,134.69542408409174,2.0289016381341884,yegvir,,,,,,0.7046504420821759,609.375,0.8760624521622847,3.385818509598828,1.1275348194345065
56,0.3931284821220088,4140.625,5.4279374252356245,19.773542910630624,2.767139719496708,yegvir,0.6112388846827668,2750.0,2.3758290530033963,2.572273719258135,3.394171563201861,,,,,
57,0.8977079313134542,3781.25,4.310727585319161,107.53521892012337,2.171014535537442,yegvir,0.17698177076609226,2968.75,1.1695337699459691,21.870718485488453,3.1597186552841383,,,,,
58,0.3504582531091158,3031.25,4.202777381575678,90.83326865811344,2.1529563307312265,yegvir,,,,,,,,,,
59,,,,,,yegvir,0.44428915631776,3218.75,1.7085765351682674,84.57635933207555,2.142324896997189,,,,,
60,0.19159876285719324,2953.125,5.279682880330329,17.318132824092714,2.7820473376400106,yegvir,0.7228703355114359,46.875,2.0698186882630583,3.6084191919528914,2.5482579307368707,0.529719351492637,4000.0,1.9764405951549089,6.379169565070952,3.5626159507389468
61,,,,,,yegvir,0.9534924273422732,3890.625,1.8955792936103693,86.00749880966829,1.125468372652539,,,,,
