,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,0.1651948157316202,3078.125,2.2879093273996682,29.947106787447552,1.8212667425049205,oaktit,,,,,,,,,,
1,1.0,2937.5,1.692387150617295,4.3481397747356985,1.4026223953269819,oaktit,,,,,,,,,,
2,0.6485945383339512,750.0,2.65388234051927,2.8457155880813545,2.2283512834389057,oaktit,0.7794542556180921,453.125,4.488231813698767,4.534206737031166,2.465443947857505,0.9281333393789456,3890.625,4.449476815467995,55.658631769348354,2.2925794734590847
3,0.4836468769437358,2562.5,2.727784768380768,1.9366591492292289,6.585841715263836,oaktit,0.332776325096556,2625.0,9.254310448070493,10.491234444001094,4.648124365740495,,,,,
4,0.638881724721178,93.75,0.2636811755178675,5.538351661808823,0.14650094016741666,oaktit,0.29324099315648344,3531.25,7.496975150345457,21.22364179975869,3.795663300628121,0.4900664361876491,2546.875,4.903830343262073,7.8441590902456255,3.1424383523406934
5,,,,,,oaktit,,,,,,,,,,
6,0.4088862135360024,2343.75,2.5338643521903017,8.458608333109026,2.4935508061493104,oaktit,0.7884598095802919,3156.25,5.865578235097058,9.454468184187052,2.9626734641590526,0.3570668536050444,3781.25,2.785216308903105,10.887601672507145,3.5797582949743774
7,0.22250627399064216,4000.0,1.6975008726579577,9.003288085588679,2.97365665729195,oaktit,0.47672537101648704,3453.125,4.527485956901524,61.15335662682824,2.426740932918673,0.2573324685341102,2171.875,2.148612126409564,14.811472878433248,2.3322379605124084
8,,,,,,oaktit,0.1260075537411408,1515.625,4.6370502259916755,27.46019156427775,2.674126006789855,0.20020162134259895,2984.375,3.8883313790934544,15.003781353175613,2.889617388732372
9,,,,,,oaktit,0.566196734390466,3609.375,6.8552686654544575,23.051924207968028,3.4731681315416902,0.7605772654183971,3828.125,2.414022641773606,4.176712799423683,5.2957890404000505
10,0.710365963912856,3953.125,1.8123120490725624,3.452632893252656,5.845285320842973,oaktit,0.8973102808000823,3859.375,7.100752849615357,19.476146352161837,3.598473299577102,0.2440386527313103,2921.875,3.8328531163370383,15.873827469296346,2.6233005101248055
11,0.4555660727417976,3593.75,2.3326335860127183,33.061863155092,1.769736913137645,oaktit,,,,,,0.32034794712014625,2531.25,3.0664022256843184,11.770728810575974,2.058484159246871
12,,,,,,oaktit,0.25557871600381143,3593.75,6.853839108611858,30.896483610102905,3.4822290496278017,0.7680362996499305,1062.5,0.9361744110265549,8.622038693906362,0.9331737464764244
13,,,,,,oaktit,0.3751407557623743,2578.125,11.678539973354368,9.602162495524,5.867983983604074,0.20187950424089,4031.25,1.9782158110916104,11.276492769979427,1.3609349515442684
14,0.4702540867939472,1734.375,2.2974727488474445,7.550789728214737,1.4851992217893786,oaktit,0.6360661811046879,3640.625,7.414851004728438,10.991009332800216,3.730669979808774,0.15812657962497634,2625.0,4.904373405427725,19.00523239333603,3.335717350435768
15,,,,,,oaktit,,,,,,0.5893492896263801,1437.5,3.4863835569376302,12.175797761194374,2.7179688115167338
16,,,,,,oaktit,0.6708653483619724,3578.125,4.568188393869819,72.91848451859299,2.304675081408933,0.4542889043764671,2953.125,1.6312905031499008,7.329885780368044,2.306683093733607
17,,,,,,oaktit,,,,,,1.0,3187.5,1.7554668934388171,17.576217230683653,1.498135740102548
18,,,,,,oaktit,0.2476755714414541,2328.125,5.186214084758149,14.621351616982595,2.731632146125057,0.5336653172808272,2843.75,3.571803804710921,6.4331479325259675,3.4506734330054085
19,0.5648227534170447,2328.125,0.3135806104857221,6.893742776204933,0.6211027718307317,oaktit,0.35273465407933224,3312.5,12.213951985368318,9.269768631697133,6.135302234399902,,,,,
20,0.3009959980928335,1359.375,2.933292646512194,14.306069740253193,3.4046347421959413,oaktit,0.12595415892046016,2781.25,4.753084110700822,29.746723544713895,2.6920404721285562,,,,,
21,,,,,,oaktit,,,,,,0.3449542748318122,2359.375,3.703923206159202,10.686276898002347,2.3061741807826186
22,,,,,,oaktit,0.703000681596506,3593.75,4.643976186630917,77.44125516393584,2.3803027623083324,,,,,
23,,,,,,oaktit,,,,,,,,,,
24,,,,,,oaktit,0.2373600896758227,3046.875,6.199895901034986,15.734817752848954,3.1811581521622934,0.8755254033601485,3703.125,2.170540568737936,16.067535497115927,3.1719958565912725
25,0.6151728411601215,2375.0,0.4771439270273636,5.197138388125495,2.4787135171561863,oaktit,0.08077512578775248,2734.375,4.177938931315541,42.42705032696381,2.1457254681633025,0.8238226186760368,3828.125,2.5564204619058684,45.408780286552364,2.9463129644987025
26,0.6047527906956227,3000.0,2.595839411419401,5.060124278979572,2.3950221421514883,oaktit,0.3226410504881123,3234.375,6.459709582329848,11.810576955932872,3.2547551283039247,,,,,
27,0.6377397703113056,3750.0,1.6286422096882585,13.80223273279739,1.6397726525679543,oaktit,0.2668749673909119,2671.875,8.309128607619988,12.276214287718801,4.238367087406272,,,,,
28,,,,,,oaktit,,,,,,0.3667019912456183,328.125,2.504076619386848,23.685531602259626,2.3765658060906487
29,0.5504200140479265,3718.75,0.7680918014632929,15.570088123865506,1.243411444796092,oaktit,0.5324025433207802,203.125,5.294471647037074,14.970141304258899,2.743191336552038,,,,,
30,0.3749628744090422,2890.625,2.117936669429296,9.59942978479421,2.764430143135116,oaktit,1.0,3562.5,7.360173612231247,12.795180274265304,3.777650572254755,0.5611371214272438,109.375,3.8034081025642017,6.835848157758117,2.2087228109033683
31,,,,,,oaktit,0.7787768307739283,156.25,11.827754458855162,9.040644372815066,5.978093896334918,0.3254829799344966,3796.875,1.0989710263782155,11.860338230194854,0.7002437479504503
32,0.13624393032380122,2859.375,2.482529944142556,27.785622402626963,1.7972794478210563,oaktit,0.16021419026245198,3906.25,5.141039520570131,22.62481668502821,2.6101770821362127,,,,,
33,0.5054052998038182,2281.25,1.4231790558742383,6.065572475422897,3.3644998022098185,oaktit,0.5046457561873601,2906.25,4.3167409127718495,135.25673967041192,2.218823132560165,,,,,
34,0.8085715427669324,4000.0,0.5911351170221195,5.223883713289723,3.1419795675916826,oaktit,0.7803024032874856,3796.875,6.377085444916105,22.758555736696373,3.2192594592430748,0.7061617985542533,2843.75,1.1890778281110084,3.403233463449567,2.4875429001213027
35,0.7223711694064863,1000.0,1.426266769080857,3.60193139113904,2.3738945405753733,oaktit,0.7758637052019148,46.875,10.612340933089238,4.461571031594223,8.338145784998506,0.4583952640509752,3515.625,1.5904857292053447,7.385459791061492,1.5683557021113324
36,0.34496120760345683,93.75,2.0365164473866457,1.5266271427091702,11.831477894231913,oaktit,0.6498454893149179,46.875,12.05084758503036,5.711764203999465,7.355519065341814,,,,,
37,,,,,,oaktit,0.7507238226279342,3328.125,13.017539013616044,8.023229580477848,6.566990204768499,0.6714148020426354,3843.75,1.3956135788844946,3.0433507236980115,1.31423795145883
