,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label
0,0.3240629150778737,3468.75,9.105584232608043,10.355993414396636,4.571733244349167,0.2734529075978478,4156.25,0.7399394806138,17.89285255690535,2.7801268347834505,0.5979918870779977,3234.375,0.710442346667346,7.462535962755709,2.8507376142543017,fiespa
1,0.3156476275913972,4593.75,8.810048459068787,24.84100397017386,4.442887054146131,0.6753898742786635,3203.125,1.3321087178752813,3.0806186275854373,0.8449996424521684,0.6064985025497054,4515.625,0.830577340598647,2.5412863902158733,5.983036872426586,fiespa
2,0.6841486152445384,4640.625,8.016043388657861,12.664183831572814,4.360210056490265,1.0,2609.375,6.999727792933617,3.9621267274720817,3.9637658367224025,0.4462509916777717,2125.0,2.5858855214064445,1.8058723085208608,2.740809910288549,fiespa
3,0.5084957463321061,3453.125,4.80703225933621,118.00508249352856,2.4141138865878093,0.4480616683284632,3312.5,0.6552003737952417,1.811796613167843,3.639291610005967,0.5235522347915179,4265.625,0.4503372417279961,6.296597904467603,2.7428619770543206,fiespa
4,0.90775626992268,3468.75,8.790557324394847,21.68169043384924,4.7482341810826645,0.5128191313975078,468.75,1.3998891646142242,2.0526257586193,1.1986306202999388,0.2774260894629356,3390.625,0.9069159479527809,1.3839414700936743,8.11053829736398,fiespa
5,0.7150499959930229,3781.25,6.990570387431354,38.60326318763856,3.502556216380589,0.4506887279828754,4046.875,0.6227281640188052,7.281845838174063,3.9018965203077594,0.7748762322720596,2828.125,0.5525029496058856,4.442000993908779,1.0362817125641075,fiespa
6,0.3901410243853477,109.375,9.93338039571684,3.2794466917278378,6.111489233611872,0.7531279838210337,218.75,5.446643083854115,4.050681869406635,5.1914066032620285,0.5060423108283862,453.125,2.881578167396527,14.171254245964413,4.171483260996887,fiespa
7,0.07764091601737444,8062.5,5.937944205982591,45.53541102305786,3.0235685680047544,0.7336332701385668,3562.5,2.79589675800991,3.7542226107600243,1.8439093496345325,0.6915078093479949,4796.875,2.4942335455929485,3.2415731428613412,1.7150413343893838,fiespa
8,0.7255761396424409,4000.0,6.904751817776831,21.8639880372732,3.4556278556536486,0.8943879638526896,3546.875,1.8749673457188136,9.46861774926083,4.13883302165618,0.6222602026534698,3890.625,0.18189966479207784,2.6473249761465354,5.260954635508408,fiespa
9,0.3323655654022002,3218.75,8.254450421455655,19.4717338206672,4.1389468158752365,,,,,,,,,,,fiespa
10,0.3335801113637921,4125.0,6.745235532178179,34.512775492142424,3.3750767729846114,,,,,,,,,,,fiespa
11,0.979951918158146,3750.0,5.663412240366153,49.880083685228726,2.833278022222633,0.5848685082267704,4109.375,0.8129417977164533,2.4088753077452907,4.646070444477863,1.0,3546.875,0.6571007441351142,3.354266528656183,3.267809732867944,fiespa
12,0.5290912142190295,4046.875,4.62268194108557,59.45949798656631,2.3132326149572924,0.35136694026788784,5296.875,2.1460801200290343,9.250222309787944,2.1344136984362394,0.4098292811053745,4546.875,1.6225148736132664,6.777699861985525,2.4052443902574554,fiespa
13,0.16636979027838586,7750.0,4.678239601155756,87.56880346788046,2.403591469162138,0.26861662645600803,7171.875,1.6265578215185523,12.305447902636333,3.8234822628445566,0.6445720256294675,7046.875,0.9226918897310536,2.8135095493566946,3.339397109967305,fiespa
14,0.06078370131949117,7031.25,4.7166204028001815,59.62417824166124,2.4563785727053986,0.3170092379752195,6328.125,1.5208419317246544,11.713189174452909,2.603796594668514,1.0,6640.625,1.3470839119612332,3.8615050826929287,3.0305005482305383,fiespa
15,0.3054923331838112,4125.0,6.440136793029128,25.91764045243284,3.2313886593989505,0.3144841063998504,3421.875,1.5686345788052458,14.587553831148426,3.1966413566749963,0.6440610304409857,4296.875,0.546919854666224,2.8094704022965966,4.110868666748402,fiespa
16,0.9484354997780792,3937.5,5.331505432479892,58.17956126964774,2.6678860394377346,0.4173930500389833,4234.375,1.1584906822072305,5.149269160281619,2.9033927624175715,0.7617887267076742,3296.875,0.7659845475783951,4.197954136170665,3.12963922729797,fiespa
17,0.6400291838444283,6421.875,5.757977524292589,44.44804768030177,2.964492112005828,0.6390166863681241,5343.75,2.9647328458699604,5.5404222978560265,2.2045433845735003,0.6169248625446764,5640.625,1.9718260443282165,5.220907870151848,2.9528600838087096,fiespa
18,0.1719660119426295,7296.875,5.049375138932336,55.55327518369074,2.5670485044317606,0.5069459663248095,7718.75,1.6002090733703882,6.0845258229371115,2.952824103407625,0.6537513370208938,7140.625,1.4847136514623238,2.8880977947930546,3.9678016329669434,fiespa
19,0.1002041836589972,7343.75,5.0095688671399285,34.45226065404563,2.5897144466150563,0.6501892812044465,8359.375,2.027046800079818,5.717377691816522,3.012884749005141,0.5101008333376338,7656.25,1.864692974716022,6.123709130674173,3.1304404315449803,fiespa
20,0.2357087259936371,8031.25,7.276377238882882,15.700820365378265,3.66282530834203,0.3038795126090721,4468.75,3.17211165864315,15.801862176515158,1.9834040636350383,0.6376422639267378,7343.75,1.4042642946276935,5.519407482984263,2.091071143843984,fiespa
21,0.8358653911194185,578.125,2.781759795404292,36.555361729745776,3.0768747012090256,0.28579479701229604,5765.625,1.6199085292397473,15.401736019261932,1.1749566394248014,0.3218516736773445,8156.25,1.4449141837103694,11.796829232597249,1.0332724186003859,fiespa
22,0.1826597676418892,4734.375,5.837761246400727,47.715747317957145,2.9540020588588147,0.6361931883398425,5203.125,2.18845684927378,5.497423181477586,4.369148383191463,0.31475961558381604,4078.125,1.2446406083847446,29.18683786718109,1.736733726093325,fiespa
23,0.29068352308825673,3718.75,6.630600811681738,12.688271445751042,3.3573974802768003,1.0,4171.875,3.413816519931525,7.197098804757958,4.588610942148528,0.6548815934162258,2390.625,1.1825308299481152,5.79511252325662,1.0681600595323837,fiespa
24,0.20714966330227225,5609.375,4.660789362794413,47.92833936133826,2.487177828474909,1.0,2421.875,2.2886751936297416,4.595983225027652,1.5305516514389743,0.4552824860192966,6453.125,2.0793166403610805,7.343255719407067,3.08987950785982,fiespa
25,0.4282227064099041,3453.125,14.479631536399047,5.246798069163418,7.250564344652053,0.5320607007504314,3671.875,1.7769817411139281,6.411087944122414,2.8855999279094258,0.7683243147993213,3171.875,0.503363643871346,4.3163787306112615,1.9479369935368944,fiespa
26,1.0,3453.125,12.296450683516884,4.783095298905437,6.338689645394632,0.596078868820177,78.125,4.206063551450637,2.4757308365597908,4.517818886825575,0.5865387252335208,203.125,0.8813659203407105,2.418606193687172,2.025371257915792,fiespa
27,0.8494083641580052,3796.875,5.242568185897109,13.280950092729313,3.0684604964892954,0.32244833810608176,2875.0,2.5184398471148643,14.759022171162002,2.540059897044558,0.6230981691599917,1062.5,2.3292812026993652,2.653210778444034,1.6837957551145506,fiespa
28,0.548955498904861,6531.25,3.4945739825587694,181.80024321525585,1.8653952151910869,0.8842654066937171,3843.75,2.1659611990010834,8.640458927898718,1.6392248176853137,0.6799698374132567,4968.75,1.1261573610413993,37.4964656550066,2.6042211086114992,fiespa
29,0.04938101383326154,8187.5,4.829246440948337,72.58428561187753,2.4152371923197347,0.8121236683758698,4640.625,1.3306592106349102,10.64530046286643,0.9812817340152242,1.0,8406.25,0.8300242255392569,4.691428010845924,4.118057185554369,fiespa
30,0.2527385698223648,4156.25,7.848210375808415,16.058636931317892,3.9943008469644816,0.3987025766674185,218.75,3.6009224288627784,9.978422935435333,2.203102057053878,0.5322194402344155,4000.0,2.154986074298708,2.1377545071584905,5.631080511868388,fiespa
31,0.2652556965189113,4187.5,5.805104376930068,12.249159275355511,3.654660219727994,0.2716828341112749,3703.125,2.9741079174636424,13.730281899641286,4.129746094940936,0.3139912134306114,8765.625,2.337190889870089,10.203950936263935,1.307501589638843,fiespa
32,0.031051528789937662,7796.875,4.053996151754278,105.26875580144964,2.432920372208163,0.1903953753717597,3312.5,0.8376419731342791,60.52336969110095,1.4018262177289569,0.9411193374923976,6656.25,0.6334466032697201,16.983504556710557,2.6358574594616453,fiespa
33,0.20666310624417167,1453.125,5.1826058354106745,18.907478169818575,2.9849092111180826,0.08613660713250049,6828.125,3.4112293112894445,53.61851714647298,2.995155749056055,0.305869097970734,5984.375,1.4568810797643224,17.287805462800232,3.4868354860022635,fiespa
34,0.08286887339267612,7109.375,4.47982970728997,101.40316613615343,2.3160913194904342,0.6715980632037457,6593.75,0.6378925357076897,6.0900980655325165,3.546223981598688,0.5381035274544403,7343.75,0.6245126005789823,6.4949619196411845,3.9654065582432967,fiespa
35,0.7992972443180313,3859.375,11.115275674217171,4.982492624987117,5.557662861867168,0.5444537184105607,3718.75,5.1142850576870735,6.585499917884848,6.79932755221601,0.7375334545853398,3015.625,0.3422792045936292,3.810009380129344,0.1744800703492427,fiespa
36,1.0,62.5,5.6260409470033474,11.198996017816286,3.2441041604883782,0.1443682568683229,9968.75,4.732163280087776,25.71199605040169,2.497630765166553,0.3043779111590603,4140.625,4.267006508941492,48.877113802771156,2.3078383935417106,fiespa
37,0.7273619741743422,78.125,16.142463034175428,3.6678669344512635,8.873606559607733,0.4219793877303851,4046.875,2.3669854709576077,27.68067376901237,1.4661278649492546,0.6174943335777429,2375.0,1.7687652039605617,5.2286807113391935,1.19914486978999,fiespa
38,0.6569184540018174,78.125,14.768033628738506,5.8295178604872975,7.635766755363663,0.6748635401568029,4000.0,0.2714787031802052,24.60505353308622,0.1644740474081854,0.5955786641620255,4343.75,0.12769773451861754,9.890675010288136,0.22157765946091013,fiespa
39,0.3945116883628721,3984.375,6.259248260248006,37.98586951713778,3.1863247039611338,0.5757825650551689,3890.625,1.0459533370348062,2.3572817089190323,5.791415475809326,0.7202149690938945,2656.25,0.9367557320977338,3.5741726308995965,0.8404483776261038,fiespa
40,0.7779625431286964,3359.375,9.213807791863713,4.503744611791404,4.851769083605661,0.5360871059035088,2843.75,4.952567780091538,6.466731229453642,4.41887973857445,0.6923349461379209,2546.875,2.1231809808155284,3.2502878940819926,2.9624619169226225,fiespa
41,0.6410410455095408,1359.375,9.633892029386203,11.14333533113273,5.007423215055702,0.7159239409357684,3984.375,2.7971119436026757,21.12110404433397,1.8227287512079908,0.7237885303185878,1000.0,2.4317007197416936,3.6204144641546567,2.658395394124021,fiespa
42,0.7266305887258089,78.125,9.341158337111057,7.31610749965726,6.2919324020286185,0.5285516804529138,593.75,5.9863270635050325,2.121123267467972,4.66364459092021,0.4469895025452043,671.875,5.043146515629493,1.808283937832016,4.293312944292558,fiespa
43,0.4200706202619517,3171.875,3.588472602404745,18.967826746368075,1.886637036138924,0.892753704481654,6609.375,1.7304120270013632,37.2973255688421,2.387179041751398,0.7345265200863924,3921.875,1.5601774681292009,15.067418415209346,2.3479877557693727,fiespa
44,0.6346446929236194,171.875,7.690047444122759,21.89649320826078,4.239249944552375,0.16651911863505198,2453.125,1.2476165252974332,22.795963800494967,0.7539518567041713,0.12459637656949862,7281.25,0.6548285794995012,29.70058531184975,0.38315883098987824,fiespa
45,0.5865322123013761,3093.75,7.445978927809267,12.092840479376092,3.803010559410224,0.2637328075116369,156.25,4.7849787522893985,8.14921547668285,2.9288851932067472,0.2071174300258326,4781.25,2.4194862140586406,46.66517010356967,1.8745752879016242,fiespa
46,0.5298535419305374,3843.75,7.42271885277538,23.39696452286105,3.7627766207996474,0.08081944613110026,5953.125,2.5776603594721736,46.78079820010311,2.0409117035129274,0.4795828330884134,3921.875,1.4488096756497115,1.9215353827286208,5.520920072000238,fiespa
47,0.14676489976875884,7203.125,5.570797437962227,35.16029754503711,2.9935811575177302,0.8501102488164771,31.25,5.3081926133947,6.671570218137294,4.0069652253833485,0.7227497047503125,6968.75,1.3860907647897287,3.6068491797255433,3.8904528262755487,fiespa
48,0.5043962785753845,7703.125,3.88524789790778,157.3838061098262,2.191350833950424,0.3114185735021535,3484.375,3.3748984182659467,13.070349640091765,2.158791173504897,0.7190826259901775,1468.75,1.1514431621155141,3.5597655841857403,1.1110364410802864,fiespa
49,0.5864858744672647,93.75,12.511126532863026,4.8365941488053785,7.745361026790758,0.09111842574284756,7125.0,1.3826593380855283,81.41874815812139,0.8018817986595623,0.6779429541612798,312.5,0.8092463292208971,3.105039970157275,3.330079175675132,fiespa
50,0.4522939199262456,4281.25,0.7877185905505225,10.954780708645842,0.4276617707254799,0.6383051959849493,4390.625,0.3698424989929325,2.7647618624855568,0.5565643528620963,0.0987643001854579,312.5,0.3519682678744072,1.1095876474997404,0.7526377890281817,fiespa
51,0.564351099260427,31.25,8.74013657949694,2.2954264278008383,13.043121221773053,0.4914433599836604,265.625,2.7851942566913617,1.9663493135550656,2.1572708501586497,0.5131902004870108,125.0,2.7107557793552863,2.054190365519373,3.999440050993694,fiespa
52,0.5466145404029483,3875.0,11.299331354780426,6.616886220096832,5.652856982922112,0.6239402010605253,3578.125,1.4946495392584915,5.3183031146647295,3.4084842022059147,0.2237246388699633,781.25,1.4390239210900342,30.91686430065591,1.552639300641208,fiespa
53,0.21687062670869586,781.25,7.93868101964648,28.092420933643822,3.9794298420144094,0.15351370484603954,6187.5,2.6241514021594563,30.71520489917805,2.7563175679946665,0.6386654362240471,1921.875,1.337134312986516,5.535036502182251,3.154929961089552,fiespa
54,0.8584310362980632,3796.875,8.349462118756843,14.12739026762148,4.175052041122303,0.6214940983151652,4046.875,1.4988781935332387,2.6419667316909,4.000675495597808,0.7434854159719385,3859.375,1.4589493984946609,3.898413822313529,7.4130280736592535,fiespa
55,,,,,,,,,,,,,,,,fiespa
56,0.7313194584261076,3187.5,12.084980811623328,7.443784310855875,6.042561103286626,0.09739825955109482,2296.875,0.9809957903587349,46.532150468834104,1.640195169934615,0.5578938606953858,3437.5,0.5376701469982428,2.261900279360276,2.9465440963678597,fiespa
57,0.8576312114338249,437.5,4.5683218722542716,49.16808010026928,2.4348151874597743,0.6213566169556912,3406.25,2.4271829325239067,5.282014923699221,1.844644110215739,0.4837454166421086,3656.25,1.5094170209033295,7.7481152302468095,2.296879361241541,fiespa
58,0.5014269516109646,3859.375,11.272835871968189,8.022896570371389,5.637679868260175,0.7711253979640691,3640.625,2.4796184299882937,4.369204757122901,4.6030838911484455,0.6854923206994228,4359.375,0.7975675479827571,3.179572601291852,0.7698158172975939,fiespa
59,0.6994256302413436,3906.25,8.533334828466472,16.634818211595043,4.272769821364221,0.4391214306186013,2265.625,2.3411158572196387,8.91458556798591,2.2163216297649138,0.3431522649364939,5281.25,1.4310514692006908,13.701805638607937,1.0312363001272136,fiespa
60,0.9016317272321436,4375.0,7.056280098133635,30.49763826879257,3.6377406048067646,0.7241068887327262,4156.25,3.1170994250502986,3.6245921306503415,5.246895475139287,0.6722493141845736,4484.375,1.9553288254108685,3.0510996415218865,5.076112969512757,fiespa
