primary_label,filename,mean,variance,skewness,kurtosis,mode,gmean,hmean
naswar,XC113377.ogg,7165.9423828125,264.95933532714844,0.4784159653873395,-1.087239583333333,7149.0234375,7165.926547046149,7165.9107218798335,
naswar,XC130836.ogg,,
naswar,XC135068.ogg,5526.08642578125,90915.31632150091,1.2553341079382367,-0.20917760446502198,5361.767578125,5518.39366081759,5511.035171535622,
naswar,XC137547.ogg,7169.0185546875,6005.744934082031,-0.8485278686996948,-1.1258050727184257,7052.1240234375,7168.657467385504,7168.29433394882,
naswar,XC137616.ogg,6679.599609375,2700.9292244911194,-1.302641798205298,-0.007303505314152137,6589.16015625,6679.436880052541,6679.273161435555,
naswar,XC139052.ogg,6511.775207519531,231394.5765271783,2.0547313014263833,2.612226100877045,6223.095703125,6496.559189431522,6482.678582806588,
naswar,XC140015.ogg,6235.734757133152,293315.35146641644,-1.7574300283744302,1.4296476891593155,6503.02734375,6210.621287256698,6182.680955776142,
naswar,XC144176.ogg,6580.878155048077,327465.6486786328,1.3715465053705185,0.6066583779650747,6190.7958984375,6557.968049570789,6536.681017936679,
naswar,XC158385.ogg,6126.1962890625,138438.04755518513,-1.34903219323108,-0.10325644159019243,6276.9287109375,6114.6107842620695,6102.377173173798,
naswar,XC161657.ogg,4276.7333984375,5241026.049425017,-1.01500200228898,-0.3078732473098498,75.3662109375,2172.2787629537124,288.21281794099764,
naswar,XC169398.ogg,6649.0224609375,58694.7855591774,1.0229799011642229,-0.7168610885481361,6481.494140625,6644.88376643088,6640.844153802215,
naswar,XC16993.ogg,,
naswar,XC177067.ogg,7299.755859375,115.91970920562744,0.0,-1.5,7288.9892578125,7299.750566056726,7299.745272738452,
naswar,XC177068.ogg,5418.536931818182,296895.6668485295,-0.3520369551526361,-1.5291739384678018,4532.7392578125,5392.949594405629,5366.799710340737,
naswar,XC178241.ogg,,
naswar,XC179967.ogg,5884.5458984375,15675.288677215576,-1.2407899636938189,0.473860007884749,5964.697265625,5883.227643431051,5881.8857355093405,
naswar,XC185149.ogg,6470.428466796875,678232.8785955906,-0.03613907664130172,-1.0119827678938966,7568.9208984375,6418.681321815436,6366.299297894564,
naswar,XC185595.ogg,,
naswar,XC194722.ogg,7553.84765625,14732.784936302587,-0.9691988193627262,-0.11974330675592837,7665.8203125,7552.911579798298,7551.965804603065,
naswar,XC216788.ogg,,
naswar,XC216792.ogg,,
naswar,XC216796.ogg,,
naswar,XC216797.ogg,,
naswar,XC216798.ogg,,
naswar,XC216799.ogg,,
naswar,XC216870.ogg,,
naswar,XC216904.ogg,5307.9345703125,115.91970920562744,0.0,-1.5,5297.16796875,5307.927290653044,5307.920010993597,
naswar,XC216912.ogg,429.3182373046875,25185.626819729805,0.5161383911966129,-1.7296275364685385,312.2314453125,405.75058311909095,385.7424520793823,
naswar,XC216921.ogg,96.8994140625,510.04672050476074,1.281844557491957,0.3966942148760326,86.1328125,94.99404310472408,93.35170723974416,
naswar,XC216931.ogg,,
naswar,XC216936.ogg,,
naswar,XC224202.ogg,5749.365234375,115.91970920562744,0.0,-1.5,5738.5986328125,5749.358513642074,5749.351792909148,
naswar,XC225281.ogg,5386.53076171875,1701.4437317848206,0.007997918935576092,-1.234438617774597,5340.234375,5386.388620960117,5386.246483727437,
naswar,XC225283.ogg,7053.5595703125,726.4301776885986,-0.32580538690031285,-0.6234559917221754,7030.5908203125,7053.511470213626,7053.463331001042,
naswar,XC225286.ogg,5383.867444490132,32798.49877482967,-0.7668377376003327,-1.0456487521745814,5501.7333984375,5380.931120703483,5377.945006997254,
naswar,XC225291.ogg,4744.482421875,783099.7955280802,0.1389538235892919,-1.4653666221339985,3832.91015625,4665.498657475139,4588.10654556973,
naswar,XC225292.ogg,5609.8480224609375,366653.8302179264,2.0980243939475836,2.740696643516401,5469.43359375,5582.39955423747,5558.412048319176,
naswar,XC225295.ogg,6117.855963908451,160052.65156483988,0.34464285366847097,1.453817717859442,5932.3974609375,6105.043776640552,6092.259167504664,
naswar,XC225327.ogg,5839.5355224609375,2455.5658400058746,-0.17253505246959977,1.3753829449667299,5835.498046875,5839.338197701502,5839.140648412439,
naswar,XC225328.ogg,2617.6300048828125,4320.0791627168655,0.5794096445101931,-1.5107550815978348,2562.451171875,2616.9143224057193,2616.2051951207022,
naswar,XC225329.ogg,5410.21728515625,1761.979579925537,0.0,-0.9658356417359188,5404.833984375,5410.06461777862,5409.911945798356,
naswar,XC225330.ogg,5721.306818181818,31464.5169776949,-1.4611154824385166,2.061801139335457,5803.1982421875,5718.555130814938,5715.714723242719,
naswar,XC225331.ogg,6136.962890625,67360.56908484428,1.1756559889304994,-0.5109262377611903,5975.4638671875,6131.811069499891,6126.824066476543,
naswar,XC225332.ogg,5534.033203125,649.1503715515137,0.0,-1.5,5501.7333984375,5533.984327070153,5533.935451015308,
naswar,XC225334.ogg,6931.89697265625,4702.47620344162,-1.6853337199774596,1.0210851609862743,6955.224609375,6931.6114041692745,6931.322908553625,
naswar,XC225335.ogg,5237.95166015625,10540.413558483124,-0.6084426230330974,-0.7270263804802837,5286.4013671875,5236.983458339275,5236.0075165869475,
naswar,XC225337.ogg,8850.779813878677,36898.26626111479,0.9776404919695095,0.5443677197107544,8839.3798828125,8848.843598304755,8846.93259083572,
naswar,XC225339.ogg,5520.8740234375,225.3994345664978,0.1207363221040738,-1.1565306122448977,5501.7333984375,5520.855881872467,5520.837744011145,
naswar,XC225340.ogg,6455.801114169034,141024.2298651825,0.07544001940032723,-1.6106736644659916,5975.4638671875,6445.1422648665,6434.5180787048985,
naswar,XC225341.ogg,5462.255859375,22372.503876686096,-1.2970916899943195,-0.2452666514537305,5544.7998046875,5460.393430031496,5458.4887865669425,
naswar,XC225342.ogg,6655.55419921875,5351.6265749931335,-0.6456671000681328,-1.480653208043895,6556.8603515625,6655.21769973013,6654.879752626367,
naswar,XC225343.ogg,6756.858132102273,1769572.5404234093,-2.2465201239720116,3.1861187849256574,3262.2802734375,6570.025717094385,6302.890836964856,
naswar,XC225345.ogg,6475.341796875,591892.6591873169,-1.1008589388195686,0.621816581868619,6599.9267578125,6427.008020779006,6373.38129521896,
naswar,XC236562.ogg,4217.431640625,4041800.1008033752,0.28865582255775435,-1.916625742761883,2605.517578125,3821.077856245523,3488.796753555844,
naswar,XC237895.ogg,,
naswar,XC243404.ogg,,
naswar,XC243414.ogg,6850.250244140625,257117.64299869537,-0.5967004545956073,-0.904900570787941,7310.5224609375,6832.076308520057,6813.338904509367,
naswar,XC243419.ogg,5798.173828125,17169.974031119513,-0.2532596120262556,0.20898583339463794,5889.3310546875,5796.736214660364,5795.292019291718,
naswar,XC245886.ogg,31.22314453125,88.8717770576477,0.18843003091685614,-1.5261499684940139,21.533203125,29.939532427212693,28.710937500000007,
naswar,XC245887.ogg,29.9072265625,51.51987075805664,0.2099223256647563,-0.62109375,32.2998046875,29.132978726630487,28.36080411585366,
naswar,XC247834.ogg,,
naswar,XC247868.ogg,5382.136824324324,169337.98276894802,0.006491336912325923,2.782602066206393,5340.234375,5366.600955532899,5350.6844483538025,
naswar,XC247983.ogg,214.96076912715517,2463.151062357015,0.22952799199132448,-0.9420477524466238,139.9658203125,209.40877091028057,203.91415768527156,
naswar,XC277380.ogg,7.177734375,38.63990306854248,-0.7071067811865475,-1.5,10.7666015625,0.0,0.0,
naswar,XC277382.ogg,4.486083984375,30.736286531795155,0.3380617018914066,-1.885714285714286,0.0,0.0,0.0,
naswar,XC289673.ogg,281.21084081064356,1426663.939572325,5.525324293974986,28.604835936005845,32.2998046875,65.85817040958871,47.19820789670036,
naswar,XC289679.ogg,38.3291015625,58.73265266418457,0.1392342200628903,-0.29211391966759015,32.2998046875,37.57311397773976,36.78793244589977,
naswar,XC296959.ogg,7079.937744140625,122568.40707226233,0.3185971945935887,-1.171476569582598,6675.29296875,7072.071292169305,7064.279065017677,
naswar,XC306684.ogg,6579.969154916159,1608.739378975659,0.8411487166056683,-0.2881041493571197,6556.8603515625,6579.850289223548,6579.731821021242,
naswar,XC308806.ogg,,
naswar,XC308807.ogg,39.83642578125,155.84760904312134,-0.28850488354620585,-1.2393962161054577,43.06640625,37.845817455767495,35.6903919198895,
naswar,XC308808.ogg,74.69329833984375,269.9963226914406,-0.24106161379586316,-0.8624844390538944,75.3662109375,72.86288347837073,70.89815041646251,
naswar,XC31019.ogg,41.630859375,113.71171474456787,0.7251434867190428,-0.6448769912338577,32.2998046875,40.45342609789017,39.39000571646342,
naswar,XC312897.ogg,22.430419921875,95.21976113319397,0.7703300589811287,0.01406427221172013,21.533203125,20.45806767875552,18.604687499999997,
naswar,XC31317.ogg,,
naswar,XC31318.ogg,,
naswar,XC31319.ogg,23.92578125,20.607948303222656,1.3363062095621219,-0.2142857142857144,21.533203125,23.563512441694847,23.255859375000007,
naswar,XC31320.ogg,26.26679519127155,52.998073946410926,0.8981959719102559,0.09571130293427954,21.533203125,25.349199752401343,24.488740808823533,
naswar,XC314188.ogg,6352.294921875,465465.3641055612,-0.2992945309895588,-1.0208410203614788,6718.359375,6316.679973289076,6280.161257887151,
naswar,XC314411.ogg,190.2996826171875,4389.418681080525,3.21965604582377,8.386053067310703,172.265625,183.5769012690548,179.61126520518647,
naswar,XC316057.ogg,5338.798828125,94753.8743019104,-0.8888087924684366,-0.6413479846048911,5587.8662109375,5330.21727566758,5321.338082691784,
naswar,XC318777.ogg,6180.890625,205399.29193854332,-0.7771070372153092,-0.7995325636309873,6276.9287109375,6164.269896808329,6146.992052370636,
naswar,XC320178.ogg,5334.178161621094,15591.971630904269,1.7702040809051613,4.059387152341403,5329.4677734375,5332.783827604035,5331.424666033363,
naswar,XC322487.ogg,5093.735865542763,3746.7148115760406,-0.9603547749354406,0.5086284646560908,5081.8359375,5093.384763483487,5093.0309542195355,
naswar,XC327697.ogg,5611.552734375,6782.50215793478,0.9691765197342257,-0.608896886859831,5555.56640625,5610.973878412244,5610.400362446273,
naswar,XC328848.ogg,156.11572265625,57.95985460281372,0.0,-2.0,150.732421875,156.02287951829933,155.9300915948276,
naswar,XC330448.ogg,5695.868682861328,479185.7855833105,0.8066741531878685,-1.3110181084486074,5178.7353515625,5657.43109842022,5621.5045997524585,
naswar,XC335335.ogg,6486.187274639423,18411.679156878694,-0.041166232021403855,-1.6291951686281838,6599.9267578125,6484.803326582879,6483.4186700966275,
naswar,XC340669.ogg,5181.990370639535,139575.80242046088,0.2802438405627665,-1.003702951653712,4812.6708984375,5168.963960805159,5156.084988949957,
naswar,XC354377.ogg,5195.654296875,93529.41870689392,0.1737306243800975,-1.0108866948996398,4909.5703125,5187.012147379844,5178.415282460026,
naswar,XC355824.ogg,,
naswar,XC368082.ogg,,
naswar,XC378262.ogg,5700.146484375,92195.65795018122,0.9529932017297342,-0.5679511172932323,5415.6005859375,5692.863886498645,5685.808959522207,
naswar,XC380124.ogg,,
naswar,XC380128.ogg,,
naswar,XC385652.ogg,6150.421142578125,322.91918992996216,0.36952650878097026,-0.9506903353057199,6136.962890625,6150.398187590442,6150.375247974381,
naswar,XC386859.ogg,7671.6650390625,39210.474813685694,0.25630894895817885,-0.8883284443580286,7579.6875,7669.192024559294,7666.728833027842,
naswar,XC389292.ogg,6730.998429008152,74606.47466154437,-0.263891666467591,0.13565394058191727,6793.7255859375,6725.64925804524,6720.249353661934,
naswar,XC399563.ogg,6307.8826904296875,80268.84927711588,2.028836588041343,5.217087577254926,6029.296875,6301.984994586003,6296.392332297716,
naswar,XC399564.ogg,6698.482572115385,89274.52373963136,0.7091743908289796,-1.1418049038557319,6406.1279296875,6692.448650317045,6686.535483691011,
naswar,XC411564.ogg,6691.981201171875,242204.7757773023,-2.587870399134218,4.865587725998773,6912.158203125,6672.272992406451,6649.722400596692,
naswar,XC413807.ogg,,
naswar,XC417437.ogg,,
naswar,XC428181.ogg,,
naswar,XC428339.ogg,,
naswar,XC428340.ogg,,
naswar,XC428341.ogg,,
naswar,XC450706.ogg,5646.331361282703,172219.97732869902,-0.10479604378815646,4.164740247537205,5437.1337890625,5630.893259102486,5614.8610672944815,
naswar,XC450708.ogg,4978.2073974609375,23625.570733262146,-0.46174208952766876,-1.4041981964309829,4758.837890625,4975.911050035275,4973.59334998098,
naswar,XC450710.ogg,5208.21533203125,70321.19042262799,-0.10592718477823394,0.14246406675472123,5264.8681640625,5201.579619715114,5194.893386580453,
naswar,XC460670.ogg,6915.38818359375,6132.152616977692,-0.9113174981507356,-0.9905548216732067,6955.224609375,6914.986510960108,6914.582210243437,
naswar,XC466715.ogg,6705.8701171875,5937.793904542923,0.4841992821874495,-1.119521563747724,6653.759765625,6705.446603133248,6705.024613398047,
naswar,XC466903.ogg,6633.359888980263,2123.838882697256,-0.1791637098203111,-1.5864181821571535,6675.29296875,6633.208101262527,6633.056191650102,
naswar,XC466911.ogg,6230.329513549805,1924554.4133428482,-1.0477784036724267,-0.8122430233906526,6922.9248046875,6046.090543835206,5831.892862601174,
naswar,XC467298.ogg,5495.0042724609375,8244.789317250252,1.7889641329536408,1.8860852824857135,5426.3671875,5494.359607612666,5493.726532142828,
naswar,XC470856.ogg,,
naswar,XC487427.ogg,6688.6435546875,488961.6981983185,-0.42015333848064257,-1.7537782646688638,7159.7900390625,6652.399232331419,6615.252242244281,
naswar,XC512262.ogg,6677.984619140625,117026.55546126828,-1.5736627622642125,0.6479006828329061,6793.7255859375,6669.010330502864,6659.535986921689,
naswar,XC524512.ogg,5129.6875,71382.29622560389,1.2469482458327394,-0.2990549704674681,5017.236328125,5123.37541963955,5117.320836310171,
naswar,XC53904.ogg,5569.024658203125,87030.86167573929,1.686130806852094,1.3066774910801282,5415.6005859375,5562.539084416374,5556.392133394795,
naswar,XC539751.ogg,6503.02734375,28864.007592201233,0.19132437904792254,-1.9025166932791406,6330.76171875,6501.060497725642,6499.1003259948275,
naswar,XC549165.ogg,,
naswar,XC555127.ogg,4892.747497558594,2905.2377119660378,-0.0009646262282942123,-1.5425497768463299,4823.4375,4892.4691440248325,4892.190790019618,
naswar,XC557108.ogg,18.662109375,140.20764827728271,0.21293972599570576,-0.34326368652737305,21.533203125,0.0,0.0,
naswar,XC557531.ogg,7558.51318359375,6711.218198825573,-0.3037249167569547,-0.7128286517158551,7515.087890625,7558.083061145552,7557.651973733192,
naswar,XC566867.ogg,57.421875,259.4393491744995,0.7311550531718292,-0.9255319148936172,43.06640625,55.496184604580385,53.79031708465503,
naswar,XC570338.ogg,4548.88916015625,2793.6649918556213,0.5461428777209385,-0.056848883455863586,4554.2724609375,4548.595078122175,4548.302166959193,
naswar,XC599658.ogg,6857.0257778825435,90645.46081147912,-3.4771621415458434,16.46309301489768,6998.291015625,6849.72881781482,6841.466654394702,
naswar,XC70106.ogg,5927.503551136364,2732.0167828689923,-1.205811950511912,0.5623069848582518,5943.1640625,5927.278495947817,5927.051845498102,
naswar,XC78063.ogg,7115.52734375,1762620.634317398,-0.5461418297954518,-1.5016038760514225,8128.7841796875,6984.520738009594,6845.242485624935,
