primary_label,filename,mean,variance,skewness,kurtosis,mode,gmean,hmean
gocfly1,XC120808.ogg,4933.2568359375,81.14379644393921,-0.3436215967445456,-1.153061224489796,4931.103515625,4933.250254135347,4933.2436698655365,
gocfly1,XC121295.ogg,,
gocfly1,XC124645.ogg,17.4957275390625,28.97992730140686,-0.5163977794943223,-1.7333333333333334,21.533203125,16.604369482541546,15.660511363636363,
gocfly1,XC128170.ogg,4229.12109375,81.14379644393921,0.3436215967445456,-1.153061224489796,4220.5078125,4229.113422313842,4229.105754217542,
gocfly1,XC128547.ogg,527.5634765625,3983.4227345206523,-1.1284363547413474,-0.669438145628622,559.86328125,523.755926893809,519.6079244446892,
gocfly1,XC128549.ogg,4904.601111778846,41742.98451497005,-0.3188387655166598,-0.485871739131142,4963.4033203125,4900.633036346809,4896.624855915544,
gocfly1,XC128550.ogg,492.3273259943182,3757.9062093387947,0.8446317643260529,-0.22902488731834802,484.4970703125,489.0403284053031,485.9323045003132,
gocfly1,XC130021.ogg,431.64284446022725,1037557.6735626567,4.212593320647005,16.181234324232257,139.9658203125,213.7003216134704,174.23359859740782,
gocfly1,XC130027.ogg,2914.16015625,6551978.676535866,-0.3367957367805316,-1.8847371041964212,0.0,0.0,0.0,
gocfly1,XC130620.ogg,4268.723462975543,2929047.299510405,-1.713600008884301,0.9511443916337523,5028.0029296875,3500.5920051479234,2251.1241335815275,
gocfly1,XC130719.ogg,5117.36572265625,1108.9652180671692,-0.010924570077765108,-1.9050128082166835,5146.435546875,5117.268199346127,5117.170673157084,
gocfly1,XC131484.ogg,5020.362115675403,159800.6788684476,-5.061171217345527,24.46970885434813,5071.0693359375,4998.953730554948,4968.881420034979,
gocfly1,XC131485.ogg,5046.171569824219,1896.736241877079,0.28460490721229514,-1.262665104933563,5006.4697265625,5045.9956495942815,5045.8200058344255,
gocfly1,XC131805.ogg,4871.397816051136,14730.233593420548,0.18137246402037271,-1.9483765865461433,4758.837890625,4870.027087678357,4868.660652286293,
gocfly1,XC151166.ogg,5070.0439453125,28352.856874465942,-2.2481883525561943,3.887532694572857,5146.435546875,5067.241978026065,5064.2939520283235,
gocfly1,XC16159.ogg,4947.25341796875,278400.5016088486,-1.1537390557978815,-0.6674067135697364,4155.908203125,4924.464663385816,4900.01347928808,
