primary_label,filename,mean,variance,skewness,kurtosis,mode,gmean,hmean
norfli,XC104536.ogg,3142.897661994485,4086.1191147972,-0.576627451046632,0.18973893041950918,3186.9140625,3142.248608021686,3141.594082441629,
norfli,XC104537.ogg,2734.716796875,1912.6752018928528,-1.0094120699207574,-0.40358126721763066,2734.716796875,2734.3905752918768,2734.0609304087147,
norfli,XC122615.ogg,16.9189453125,33.119916915893555,-0.28867513459481287,-1.9166666666666667,21.533203125,15.99910843528794,15.0732421875,
norfli,XC124485.ogg,29.06982421875,52.80786752700806,0.3656751497879556,-0.7055324211778702,32.2998046875,28.26553865854025,27.489195478723406,
norfli,XC126884.ogg,12.3046875,1059.8373413085938,2.041241452319315,2.166666666666667,0.0,0.0,0.0,
norfli,XC126886.ogg,81.0328433388158,658.6941370838566,1.124221435981637,0.9996881883287783,75.3662109375,77.49029563632439,74.29172088368803,
norfli,XC128229.ogg,107.666015625,77.27980613708496,0.0,-1.0,107.666015625,107.39583528826988,107.124980370603,
norfli,XC135422.ogg,3688.4110300164475,1054697.8651544617,-0.004631041942956155,-1.3058960892566587,4823.4375,3540.033375611539,3382.0253418622992,
norfli,XC136134.ogg,,
norfli,XC138070.ogg,4298.02734375,5844.28533911705,-1.9716361675937875,3.945261935660132,4295.8740234375,4297.35903980115,4296.6746331419545,
norfli,XC139906.ogg,16.14990234375,127.51168012619019,0.0,-0.9421487603305785,10.7666015625,0.0,0.0,
norfli,XC140014.ogg,4303.41064453125,104.3277382850647,-0.19753086419753085,-0.741655235482396,4306.640625,4303.399731881636,4303.3888159551325,
norfli,XC140272.ogg,27.5146484375,61.17984652519226,0.8367210142534068,-0.5027700831024933,21.533203125,26.622785975099546,25.839843750000004,
norfli,XC140990.ogg,3628.7434895833335,3730594.7932830225,-0.0024666081088381966,-1.7933558667617209,1141.259765625,3072.273586263183,2565.179753110701,
norfli,XC141866.ogg,,
norfli,XC153539.ogg,2737.22900390625,23000.69701267501,-2.9128284321014557,8.1083138463786,2745.4833984375,2732.5786785977816,2727.336085154007,
norfli,XC153622.ogg,32.774801815257355,461.7197021410275,0.8581316574682296,-0.38398881353245296,21.533203125,0.0,0.0,
norfli,XC155351.ogg,,
norfli,XC161010.ogg,,
norfli,XC161011.ogg,,
norfli,XC161012.ogg,,
norfli,XC161015.ogg,,
norfli,XC161016.ogg,,
norfli,XC163638.ogg,2237.1864720394738,22173.88121705306,1.821943445564781,1.4212460837907281,2153.3203125,2232.8262414573483,2228.784655937652,
norfli,XC165347.ogg,2986.53564453125,48047.20417541616,-0.07923732461607873,-1.3592948366922382,2831.6162109375,2978.886446089548,2971.1996067409705,
norfli,XC166107.ogg,3496.140874818314,4434.346085370974,0.14011422255019798,-1.0137052691664277,3423.779296875,3495.522372647755,3494.9048538914953,
norfli,XC166473.ogg,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,
norfli,XC167132.ogg,8.809037642045455,42.15262152931907,0.023717082451262684,-0.2525000000000004,10.7666015625,0.0,0.0,
norfli,XC167773.ogg,4951.0986328125,1832.6354026794434,-0.2472226448597732,-1.825237697779068,4909.5703125,4950.939785554014,4950.780732322179,
norfli,XC169116.ogg,36.9140625,264.95933532714844,-0.4784159653873395,-1.0872395833333333,43.06640625,32.73150402366063,27.573004001524392,
norfli,XC170551.ogg,2678.452620967742,45024.844740351975,-0.5658960337852479,-1.363120931261187,2777.783203125,2669.7861849664323,2660.8619918759186,
norfli,XC170903.ogg,2773.7282492897725,1943.2992399024051,0.5612337159478435,-0.5154983230480035,2745.4833984375,2773.384452185855,2773.0426139460114,
norfli,XC172426.ogg,169.09897748161765,455676.96748410957,3.7495945729831544,12.060608037336376,0.0,0.0,0.0,
norfli,XC172438.ogg,3417.4172141335225,194.9558745731007,0.6737259768759967,1.0492091650393212,3413.0126953125,3417.3900348616075,3417.362903310898,
norfli,XC173769.ogg,807.8663793103449,6190.378953670633,-0.8911361224800229,-1.1708404247598951,850.5615234375,803.8590651824976,799.6241165154801,
norfli,XC173771.ogg,3441.7236328125,16120.567560195923,-0.24480307448934935,-1.2909071019966927,3283.8134765625,3439.75995245839,3437.785112905738,
norfli,XC173967.ogg,20.09765625,29.845994094322467,-1.8636699101214593,5.336096938775508,21.533203125,0.0,0.0,
norfli,XC181448.ogg,2942.87109375,463.67883682250977,-0.38669902096139314,-1.04296875,2950.048828125,2942.8009400948795,2942.730660365109,
norfli,XC181940.ogg,,
norfli,XC184200.ogg,3597.659912109375,186585.2790929769,-1.1400343563369135,-0.6716294496311166,3843.6767578125,3570.471560546774,3540.7799980253785,
norfli,XC184521.ogg,2862.12158203125,1026.230366790996,0.8555855103995089,1.2644231299875281,2863.916015625,2861.9532772238426,2861.785968384684,
norfli,XC187101.ogg,2661.65771484375,2357.2463943408084,1.144659285268418,0.276810323359884,2616.2841796875,2661.2518727736633,2660.851328589581,
norfli,XC190360.ogg,4058.594689002404,683754.5448055634,-0.052541220922930634,-1.6370353831502211,4640.4052734375,3975.635063838162,3892.7896747620835,
norfli,XC192980.ogg,,
norfli,XC196023.ogg,156.298828125,175016.3741404693,6.246772636735709,37.035333186937,86.1328125,98.68352014030538,92.91279019593044,
norfli,XC198382.ogg,42.3486328125,1017.8854465484619,0.11817936872146637,-1.2384117334286966,10.7666015625,0.0,0.0,
norfli,XC199950.ogg,418.701171875,7083.982229232788,-0.3963161048557945,-1.1772700413223143,290.6982421875,410.5940503591146,401.99983664389543,
norfli,XC210947.ogg,3280.224609375,134660.06219387054,0.3373576939089612,-1.5618966612434946,2906.982421875,3261.4325695156776,3243.119553917568,
norfli,XC236401.ogg,,
norfli,XC248138.ogg,18.94921875,60.664647817611694,-0.2933091979326177,0.022049576047709962,21.533203125,0.0,0.0,
norfli,XC253572.ogg,4547.0947265625,1561.0520839691162,-1.6206298791043883,0.9152043917263017,4554.2724609375,4546.950440285337,4546.804906057779,
norfli,XC254591.ogg,1372.1750359786183,1204717.1788894772,0.3163722941706616,-1.894003292131045,452.197265625,943.7758363034235,683.448430418002,
norfli,XC254716.ogg,,
norfli,XC254718.ogg,,
norfli,XC254719.ogg,,
norfli,XC267748.ogg,3798.81591796875,1178.5170435905457,-1.0513280892320203,-0.021349099704381036,3736.0107421875,3798.685895904655,3798.555113242008,
