primary_label,filename,mean,variance,skewness,kurtosis,mode,gmean,hmean
olsfly,XC113836.ogg,3136.669921875,1383588.6691510677,-2.474798831649605,4.124787821405775,3531.4453125,0.0,0.0,
olsfly,XC114208.ogg,2890.234375,140606.81904063505,-0.4376087434978007,-1.7806708817351764,2433.251953125,2866.272116355249,2841.5844386608824,
olsfly,XC124855.ogg,2679.6875,141720.55742319892,0.44830551054678597,-1.788439015772521,3133.0810546875,2655.5800583771593,2632.6098739921827,
olsfly,XC124856.ogg,2318.9870526713707,1489.0073614735754,0.9323114162659023,-0.04870162003919143,2293.2861328125,2318.6794234013373,2318.3748384107694,
olsfly,XC124857.ogg,2851.86767578125,171884.62734949298,0.27964747062692824,-1.7114875960616764,2476.318359375,2823.015864398008,2795.0896865487116,
olsfly,XC124858.ogg,2802.777099609375,62356.676906347275,0.47589610951226125,-1.518397004369615,2691.650390625,2792.309787153462,2782.1408835649745,
olsfly,XC124859.ogg,3011.0595703125,7144.572499772193,-1.9042263878891335,5.274772817662569,3036.181640625,3009.8444330324396,3008.5809657700815,
olsfly,XC131569.ogg,3478.150634765625,103.4125826860729,-0.09901224955599566,-0.14206280836400698,3477.6123046875,3478.136509245379,3478.1223809126827,
olsfly,XC132926.ogg,3020.03173828125,5234.026870001917,-0.37571004752196224,-1.0545688937702342,3057.71484375,3019.172121855456,3018.3071930960386,
olsfly,XC132931.ogg,3317.18994140625,2805.256962776184,1.7236525076861275,2.0645536639509467,3283.8134765625,3316.795215189458,3316.407340374961,
olsfly,XC132932.ogg,2751.816693474265,207163.86266490992,1.6817819514249308,0.8554184966042797,2530.1513671875,2721.545460938606,2695.987492686143,
olsfly,XC136024.ogg,2863.27001953125,1185605.068552494,-2.0473517381047612,2.7240876291755196,2917.7490234375,1904.68499319372,296.8160626852949,
olsfly,XC146296.ogg,3563.7451171875,20633.708238601685,-0.9414857190783946,-1.098293565627236,3639.111328125,3561.2030862585448,3558.6015293443375,
olsfly,XC156193.ogg,,
olsfly,XC169000.ogg,2831.2384354440787,2603.90820471864,1.2069505588464182,0.1755760512452711,2810.0830078125,2830.7929564278656,2830.3537388779514,
olsfly,XC186030.ogg,,
