primary_label,filename,mean,variance,skewness,kurtosis,mode,gmean,hmean
gryhaw2,XC126909.ogg,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,
gryhaw2,XC129293.ogg,5.38330078125,32.1999192237854,0.0,-2.0,0.0,0.0,0.0,
gryhaw2,XC169993.ogg,1776.4892578125,1324.7966766357422,-0.5454928963790454,-1.535,1798.0224609375,1776.160664407743,1775.8298012873372,
gryhaw2,XC174580.ogg,,
gryhaw2,XC174667.ogg,3423.18115234375,247160.8976230902,-1.7580383249106064,1.1417186224992149,2347.119140625,3381.8157215401534,3332.3685982316542,
gryhaw2,XC180491.ogg,3367.605723505435,705.3742305092189,-0.21396177890790538,0.6085249784670617,3369.9462890625,3367.5031471690854,3367.4004435982974,
gryhaw2,XC180496.ogg,3384.3833229758525,2129.38133902832,0.4922472776356399,-0.8114877314641133,3391.4794921875,3384.0771968045237,3383.7723930273196,
gryhaw2,XC182830.ogg,31.103515625,70.83982229232788,0.17816579452322398,-1.146694214876033,32.2998046875,30.07924794020979,29.06982421875,
gryhaw2,XC183745.ogg,3237.158203125,203688.4926665913,-1.737212454713262,1.1105959173879416,3391.4794921875,3202.6605026413267,3161.9142722188694,
gryhaw2,XC188948.ogg,3191.8079723011365,20067.658749493687,1.1614086692153724,2.8766205805014593,3143.84765625,3188.8939953126437,3186.0589162415413,
gryhaw2,XC196770.ogg,,
gryhaw2,XC199519.ogg,1988.83056640625,6011.535507791183,0.3643584971786543,-0.7037327060420306,1905.6884765625,1987.4145685727387,1986.0102203567708,
gryhaw2,XC199522.ogg,3091.80908203125,620337.5050074914,0.012892517368196153,-1.2712474755954075,2196.38671875,2993.892055009697,2896.0046250713485,
gryhaw2,XC211230.ogg,,
gryhaw2,XC216381.ogg,,
gryhaw2,XC233202.ogg,,
gryhaw2,XC253892.ogg,,
gryhaw2,XC255325.ogg,2051.03759765625,2194.746494293213,0.1905536746959145,-1.3326720888712555,2110.25390625,2050.537270537211,2050.038310855499,
gryhaw2,XC255326.ogg,1725.140850360577,331.4114763186528,-0.26754587085249787,-0.5948138912907974,1722.65625,1725.0520165661321,1724.9630141015402,
gryhaw2,XC255330.ogg,3368.6004638671875,330300.9506429617,-1.716277954984134,1.4135698540615165,3606.8115234375,3307.803181426149,3231.7765705146107,
gryhaw2,XC255839.ogg,4559.312146775266,731724.7737683599,0.6748838598011212,-0.29588514373456754,4683.4716796875,4484.726681198147,4414.045518967708,
gryhaw2,XC272337.ogg,1829.1259765625,1143.0971324443817,0.596452075842282,-1.5031422336837927,1808.7890625,1828.8501079137172,1828.576163945356,
gryhaw2,XC272338.ogg,2211.4599609375,34.77591276168823,0.40824829046386296,-1.8333333333333333,2207.1533203125,2211.4536748812666,2211.4473929201117,
