,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height
0,0.2898976220016771,3312.5,3.8187545374327057,57.738153356947116,2.0061656607626697,0.3558674876269419,1312.5,2.255443601249395,37.259414078605104,1.8389134462274752,rebsap,,,,,,,,,,,,,,,
1,0.12380662205508085,2031.25,6.4220759802489455,27.39121363401668,3.2380389131182525,0.8090704332636572,3859.375,1.736742064337894,31.42520093959823,2.492895507630465,rebsap,0.7820805178869414,2187.5,1.4959575927087612,4.58885084666818,4.33054337777057,,,,,,,,,,
2,0.18094446442636936,2296.875,7.097737367545025,18.313776476090425,3.5601233647248063,0.3213589406567189,281.25,1.9137160686449544,13.26179705175704,1.6294479570796048,rebsap,0.6793847050753745,1921.875,1.5439365061649744,3.1190027919132604,3.2819841905000873,0.1694402215570845,4125.0,2.4506161107404503,12.04007256256426,1.7781423153367863,,,,,
3,0.4535705622398432,1734.375,9.332091153205157,10.980374748099806,4.675044705242046,0.61156594517335,1921.875,1.8553809019436027,2.5744395672163165,3.776270974645018,rebsap,0.6867053229231157,3406.25,1.388775318856951,9.57564944285275,1.4595792074456175,0.5687688333134593,2687.5,5.179867764631452,6.9568255538002015,3.4963197780556743,0.6677934295817298,2093.75,0.4646485029776779,3.0101752615576918,1.2695335660909175
4,0.3516481331892475,265.625,7.364688480362936,10.796606531624642,3.8490609972459504,,,,,,rebsap,0.7024652085851595,2171.875,1.9525313573171192,3.3609514882101337,2.405936645440704,0.4811559296358159,3250.0,4.387747638030425,11.564168008682287,3.1041061312152127,0.42226826777145093,390.625,1.615511853081455,1.7309071740660469,4.965215434044356
5,0.7652922777679769,62.5,11.165248506944454,4.260618229729307,9.136403884813973,0.4409940032177212,234.375,0.8541319776778579,1.788889574988726,2.5290808287868307,rebsap,0.7379056803896555,468.75,0.3609368318174045,3.8154203474791046,2.498011338834857,0.7215248476169417,515.625,1.7290006792191268,3.590984658568185,2.4242957885981458,1.0,3437.5,0.24398363802281786,19.10943886471605,0.33858501767684096
6,0.603880974287434,31.25,8.235448147783082,2.5244937382170214,13.591311670038307,0.4023384628103882,781.25,0.3207391300202185,6.692751249828169,0.6836822878732647,rebsap,0.6664957104539038,1171.875,0.26861792134446844,2.9984621827833564,0.5261180121292374,0.9661908953406492,3906.25,0.5571411364499732,59.155662953850005,0.4773913370146013,0.7085623665251208,1390.625,0.22429340570085604,3.431265852926288,0.5176801179443734
7,0.3958970559249346,2359.375,6.340781632806728,8.276735031734432,3.253867561736066,0.3659117124458848,1203.125,3.319123506060077,9.462404712037738,2.3170570576198037,rebsap,,,,,,0.21935763476963774,2750.0,3.669646397361814,14.090959560917465,3.6467729759461402,0.7225806860948997,2875.0,2.133118394789872,3.604651694662039,4.343482831109614
8,0.9494933046721836,3203.125,7.571144708933195,19.799355184682867,3.803130018804352,,,,,,rebsap,0.6120176155817456,2140.625,1.1487987326279234,5.1548732115733165,1.525873635861904,,,,,,0.5015960343855889,2593.75,0.717601309507641,2.006404581406656,2.6307348149495167
9,0.3180955596686026,3625.0,6.199695951443572,30.796103908333922,3.1116082984292537,,,,,,rebsap,0.5088480946198799,3218.75,1.361609040716325,2.0360299716766117,3.935658106096914,0.2710937485286703,1812.5,4.779427822862145,15.091103935239973,2.868750694492542,0.5567474094713675,2093.75,1.1521609614679629,2.256049984518711,2.0592014622140713
