,primary_label,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height
0,rewbla,,,,,,,,,,,,,,,
1,rewbla,0.6699251376147163,4593.75,3.961080216963925,124.21424553119186,2.023532235482576,0.20982475541357226,2937.5,1.0451943865169593,18.983130771011304,1.5606090892961495,,,,,
2,rewbla,0.43972616816683596,3937.5,12.147460173323447,5.354524572715237,6.189998082386464,0.721401153643735,156.25,4.474479998239269,14.35756124734596,2.492639725775877,,,,,
3,rewbla,0.6022894786461552,2687.5,7.752163225712187,5.028783229550498,4.093337180023017,0.635282421118176,3312.5,3.9824095757534934,5.4836950994567815,3.7423641175794615,1.0,1656.25,1.9326268239167887,3.9974226544185867,1.3545571431438006
4,rewbla,0.6126900550957315,93.75,8.32037462807896,2.5819114979016877,5.9016212470286105,0.5434656548715302,296.875,4.657212437029905,2.1904157062238063,5.0211371362976704,0.5328581369691383,484.375,3.995944008506087,2.1406773383826128,4.729964724620394
5,rewbla,,,,,,0.377255939706124,2984.375,2.607522954512148,8.028980633938888,1.7611168924417695,0.56988346712886,46.875,2.117331800024806,2.324951318017792,4.712603791256536
6,rewbla,0.5046285885106261,343.75,3.3153363711224215,30.28031019170301,3.761640795757639,0.2689502230889528,2875.0,2.165664929219092,13.678959102147136,1.5603024326303856,0.3641719341474055,62.5,1.9201623448018943,3.1455044333693576,3.5815261385440778
7,rewbla,0.6160286546031605,2578.125,6.40306604239415,5.20872201526646,3.6816097432790564,0.5859697568137348,62.5,3.979979734619808,7.245847493924132,5.568544506057682,0.4012512391751287,2890.625,2.96097161667114,8.350747971672972,2.8141543781426503
8,rewbla,0.7910449331433579,3546.875,9.164426161195037,4.785717882046242,4.585177852279044,0.40218992675465226,3234.375,3.0274858505670394,8.363860402780375,3.1538861092818102,,,,,
9,rewbla,0.3119584864542173,2296.875,8.710290927092746,11.627205397494777,4.439239639172891,0.7583642971912349,62.5,4.229188820213378,4.138461280249707,3.140943898344096,0.6991366063723949,3218.75,2.2050137084072983,3.3237676007794903,2.0157283142839018
