,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,0.9650638885522808,3203.125,6.100904726436652,28.6236778668534,3.7685427225522887,0.6309914499896271,2359.375,1.2740863704762424,2.7099643083388973,2.0302044059426576,wbwwre1,,,,,
1,0.2077849751102422,625.0,3.9357804378810073,40.39307384311857,3.642173688117188,0.34020747357846925,250.0,1.8180026267789824,10.60939571105086,4.559332655592256,wbwwre1,0.6556348813904187,2359.375,3.2083964524126114,5.807789151454301,1.9865145366323167
2,0.6094436502246982,31.25,8.661999765069982,2.560449985195038,5.99626932320584,,,,,,wbwwre1,0.6958348781588779,3609.375,3.9271308236018494,19.726127583865605,2.4561470803898247
3,,,,,,,,,,,wbwwre1,0.5734543044991873,31.25,3.60839853614316,2.344414702921541,3.5425514400196727
4,0.6508901106973393,2468.75,8.568385750911885,5.7288551865286745,4.3636076277683244,0.2657792960367653,2875.0,1.5910645397289311,1.3619882885379295,5.165508990546061,wbwwre1,0.2457621246717099,2781.25,4.753991933863796,14.584258308709481,4.571645860260004
5,0.7432145349186134,3078.125,9.503129792449425,7.788602829860762,4.767345066363029,0.6858074036589745,1906.25,3.156173696174384,3.1827611842088004,2.0003295701357566,wbwwre1,0.28131921127991155,2218.75,3.669497507985704,12.522945014334198,2.1666978603273384
6,0.1633098344606112,3234.375,6.050961748320446,44.221865541047954,3.1681479721753747,0.647172032591466,2562.5,1.6660444354423385,2.8342424421307726,2.084332039448766,wbwwre1,,,,,
7,,,,,,0.5670654143794376,500.0,2.912253621566377,4.619635544093175,2.235542557821955,wbwwre1,0.3334928484614179,1750.0,5.054617032314919,4.501076984807625,3.691286564726747
8,0.07572867336031441,4015.625,5.3709864832140495,50.85086883618354,2.713077117663231,0.31677358704421565,2218.75,1.0003445165145648,10.245505541444883,1.8741211445908117,wbwwre1,0.7147122598322402,3484.375,1.48585507569579,7.010465990665864,4.362284504701629
9,0.3164965827453388,2484.375,4.920488307404823,10.24135333238857,2.5081144325462996,,,,,,wbwwre1,,,,,
10,,,,,,,,,,,wbwwre1,,,,,
11,1.0,2937.5,1.4870643447908116,8.062269624803065,0.7562969151808714,0.6570668405014132,3734.375,0.4460495945715227,5.832040281331388,0.4062687500310729,wbwwre1,0.6011379629557947,2218.75,0.8957067980642084,5.014265119892428,0.7164667129457524
12,,,,,,1.0,3187.5,3.381949642413101,6.511270713596616,1.9804062808175045,wbwwre1,,,,,
13,0.7036706977217247,3171.875,9.357525685150932,3.3746240831118537,4.688020467343167,,,,,,wbwwre1,,,,,
14,0.4896994717153047,2015.625,4.193139177986053,7.838518242270781,2.454199969875951,,,,,,wbwwre1,0.2091150665002992,2500.0,3.404924548788748,15.172877231204126,1.8910016908267968
15,0.3821571442578786,2109.375,7.260454393854422,9.711207217558753,3.835901713135359,0.4528168431933609,375.0,3.7299904021588617,5.482624899326215,2.0755830122634853,wbwwre1,,,,,
16,0.4750420427845237,3156.25,13.663815959531293,7.619657812631543,6.876671516722507,0.5750073411760164,3109.375,1.9897027080146161,2.3529818203616637,8.169764686512439,wbwwre1,0.3066947729288999,4031.25,2.888486782076172,5.769464651086196,1.474125398233224
17,0.8858476157864752,2140.625,5.648130473401313,8.76022000670153,3.0717336618340214,,,,,,wbwwre1,0.5254030363554925,2781.25,4.101304620398508,6.321152956737251,3.4530868634199354
18,0.7334843713731719,3718.75,13.102723164427516,7.504250352238728,6.588949770357694,0.6374298423753756,3343.75,1.3368927306372962,5.5161737885516695,1.825165397317112,wbwwre1,0.06759000766289812,4078.125,1.6074589158189856,6.434937473118339,1.8252094692148737
19,0.5303580551927889,2875.0,10.818324175459487,6.387845108748762,5.413906484552661,0.6133817810034694,2468.75,1.2049995820641066,2.5865309777576044,3.0716175950111584,wbwwre1,0.3005998629362503,2187.5,1.8783437350851009,10.008576820398815,2.8673312049070634
20,0.6117297131445407,3390.625,14.734341311241806,5.151050872828024,7.411783998533237,0.4915541591922396,3500.0,2.3861636692792865,1.9667778153348927,3.5712319038713414,wbwwre1,0.7077324722655891,2828.125,2.6976134888063568,3.4215227663222265,2.09339160680815
21,0.6251399840652719,2437.5,11.26147876687143,2.667662480636835,5.896138690316883,,,,,,wbwwre1,0.25881654865261483,2875.0,6.822901110514536,14.841130060315411,3.957245635337391
22,0.1765569212247453,2046.875,10.34118718044642,21.85943444539268,5.215114871223114,0.24622982953858674,3125.0,0.2638072810422452,14.59330765671777,0.2624437468762153,wbwwre1,0.7483564863408814,2296.875,0.6389693295201022,3.9738755251789257,6.057527361499753
23,0.2348147582518169,2625.0,7.14311629963835,14.375603971227687,3.577987713848071,0.35854373608530576,3250.0,4.105251732692556,9.353716437942412,3.43074240829918,wbwwre1,0.2599171631009367,2046.875,4.107182851148123,12.160800860765633,2.7778407794062128
24,0.3449586486082333,2671.875,6.271758062389321,10.686348251338783,3.2618144809277507,0.7476859149296606,2875.0,2.675795160123474,3.963314214984166,3.9217418712459393,wbwwre1,0.6521744407636316,3203.125,3.157682590605265,5.7500087238870226,4.105144919461743
25,0.1635012712158428,2812.5,5.605231553052528,21.518263424216823,2.8112109884533787,,,,,,wbwwre1,0.5372548908983863,3640.625,2.0137495178068816,8.644067589964834,3.1637736711043902
26,0.0032934911982595017,4156.25,5.944314901346698,11.036348115378928,2.9903240029778564,,,,,,wbwwre1,0.1093448739671724,2937.5,4.361025676111463,39.29691636750313,2.499588341171033
27,0.3844686667909384,2531.25,8.93559759800452,9.747675993550331,4.577239550776009,0.5375161674242842,2640.625,1.3227074843662097,2.1622377466271416,5.209576151746415,wbwwre1,0.5146271429794116,2718.75,1.7425983364164417,2.060271779799137,5.187874531042834
28,0.3710054329086757,31.25,3.959463106785261,1.5898388512707282,12.543519113725042,0.6551972273615826,3562.5,2.479634357688106,5.800417394257237,2.1133796537044525,wbwwre1,0.26001899025426056,437.5,2.779992433021504,14.865246344334764,2.529684831035274
29,0.5548323507489876,2500.0,9.688840836198994,6.739034170716254,4.9615066187000485,0.7096202157547007,2343.75,2.004923028978842,3.443765903329023,3.2718098468516086,wbwwre1,0.7912653111698679,2984.375,2.014067412751877,4.790770549948206,3.6225155662545583
30,1.0,2937.5,6.077512349377113,7.940484393504647,3.1904994821533137,0.2890637198344289,3312.5,3.1640956357947565,11.252766560368626,3.465610370265149,wbwwre1,0.7385688656867506,3453.125,3.4906163665768166,7.650198226212722,3.166250268314005
31,0.3597380675390401,2671.875,8.461785488041428,10.933025446467298,4.404620391533693,0.12732076904949466,4015.625,3.724844057093613,2.2917928249783586,3.3678989586770127,wbwwre1,0.5725877415518856,3937.5,5.622376591576026,2.339661486619235,3.4538488263521816
32,0.2087599887435978,4046.875,7.747930761867252,10.110712155843686,4.102158759353822,1.0,2515.625,2.608697595257618,3.885983553951462,2.6779794548388827,wbwwre1,,,,,
33,0.2562961463141488,2375.0,6.323635993387654,12.101591184979524,3.213667689050329,0.40374276817151294,2656.25,3.4273850234518166,8.385642526576929,4.528986170002922,wbwwre1,,,,,
34,0.2429457696737959,2718.75,6.0976676775693885,15.850912020964953,3.0490524044395086,,,,,,wbwwre1,0.5937097524585531,3687.5,4.291645348050763,9.845178475744603,3.23884532566891
35,0.7925626314189811,3109.375,8.965093939283893,4.82073218938578,4.5647794690755585,0.7818137870262505,2906.25,2.961610843811469,4.5832410140429545,4.984637199893918,wbwwre1,0.5605192907620413,2562.5,6.41471980339916,6.826238187341317,5.2560207907364855
36,0.4783100422237441,1968.75,8.710558537506506,7.667389299671996,4.42745059287562,0.6123372888215278,2375.0,2.9369463354469034,5.159124007362267,4.337159640756578,wbwwre1,0.5026607602245967,2937.5,3.0327894258637764,6.032099943199313,2.9198334369495718
