,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label
0,0.6515927953852536,1937.5,9.459647560850128,5.740409421818683,5.084052436377687,0.7374147149439383,1687.5,3.766490917376486,3.8082865145565994,4.2894062580427965,0.6209867615697576,593.75,2.870084494169723,5.27686053469634,2.4170453584363614,norsho
1,0.05839489271638833,2015.625,5.138699222732921,58.41089812975493,2.7595448037209565,0.4980426202689742,328.125,1.9585961816202184,7.968804048948144,1.7478613590880439,0.4254363601119575,1578.125,1.4063361770267373,10.442707445199874,4.000759521142585,norsho
2,0.2433692693467635,609.375,4.978639558826042,10.57318937216997,3.0391950526199563,0.7083033460516763,312.5,3.3032969788998887,3.4282189612540366,3.5019670392868387,0.4037493143109384,890.625,2.5224077479090967,11.740028427657736,4.023364741347159,norsho
3,0.3688362110814202,328.125,6.186110140961173,6.3374991883699465,3.677241838321655,0.1982016638739692,2421.875,3.271699510680004,18.70794603101075,2.808817253477814,0.449650665676464,921.875,2.386260326868181,14.536221815972993,2.5777410923088007,norsho
4,0.935884653005802,1156.25,5.138975521275263,62.38755910284583,2.789645456974198,0.7601255274112702,625.0,1.4871186097325193,4.168847102436459,3.1151383087612095,0.5038986281503781,46.875,0.9682561790164298,2.01571706256664,1.3654158152914193,norsho
5,0.7006888292356783,875.0,5.313764661278927,50.11506908244009,2.672912082481852,0.7921139973133241,593.75,1.2204426915199278,4.810328675698244,4.4700414908557855,0.7222191439724199,312.5,0.6796843918748556,3.599960106324652,2.858241930832314,norsho
6,0.41948744132082,343.75,11.167129327340481,6.890462471821557,5.6015311819448375,,,,,,0.6643203590726869,3281.25,2.2808892954269044,2.979030832008476,1.9373976602204983,norsho
7,0.4640881045737655,484.375,1.209286672760033,1.8659783605002005,1.119150310559512,0.759024108668295,3265.625,0.3174004626436763,4.14979272189305,0.19683992945119105,0.17805968744813228,4046.875,0.15864807815818532,4.866533419660669,0.12069135023763575,norsho
8,0.6648496198382081,4062.5,7.619374990143063,20.886146680247805,4.245670902281798,0.3580362264624821,625.0,3.0032177917261915,7.788601485170544,2.643583769643805,0.6558284599186561,3875.0,1.9473917023616136,5.811055729730897,5.3769072022580655,norsho
9,1.0,31.25,4.8992129860100135,3.7129429846228303,9.015481465887227,0.4198675987096973,250.0,2.29098733493896,6.89497775180871,3.0566963436179178,0.4178857804526178,468.75,0.2844507577249371,6.87150367690754,2.78014816726486,norsho
10,0.4856980813192303,1562.5,8.315363182784152,5.833149539273094,4.282259017344137,0.6582310958669084,546.875,5.124596061784047,5.851907460899838,4.006012321242098,0.7615870629703134,859.375,3.2668936926503225,8.388806517454064,3.7370051679056937,norsho
