,peak0_accuracy,peak0_autocorr0_accuracy,peak0_autocorr0_freqency,peak0_autocorr0_prominence,peak0_autocorr0_width,peak0_autocorr0_width_height,peak0_autocorr1_accuracy,peak0_autocorr1_freqency,peak0_autocorr1_prominence,peak0_autocorr1_width,peak0_autocorr1_width_height,peak0_autocorr2_accuracy,peak0_autocorr2_freqency,peak0_autocorr2_prominence,peak0_autocorr2_width,peak0_autocorr2_width_height,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_autocorr0_accuracy,peak1_autocorr0_freqency,peak1_autocorr0_prominence,peak1_autocorr0_width,peak1_autocorr0_width_height,peak1_autocorr1_accuracy,peak1_autocorr1_freqency,peak1_autocorr1_prominence,peak1_autocorr1_width,peak1_autocorr1_width_height,peak1_autocorr2_accuracy,peak1_autocorr2_freqency,peak1_autocorr2_prominence,peak1_autocorr2_width,peak1_autocorr2_width_height,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_autocorr0_accuracy,peak2_autocorr0_freqency,peak2_autocorr0_prominence,peak2_autocorr0_width,peak2_autocorr0_width_height,peak2_autocorr1_accuracy,peak2_autocorr1_freqency,peak2_autocorr1_prominence,peak2_autocorr1_width,peak2_autocorr1_width_height,peak2_autocorr2_accuracy,peak2_autocorr2_freqency,peak2_autocorr2_prominence,peak2_autocorr2_width,peak2_autocorr2_width_height,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_autocorr0_accuracy,peak3_autocorr0_freqency,peak3_autocorr0_prominence,peak3_autocorr0_width,peak3_autocorr0_width_height,peak3_autocorr1_accuracy,peak3_autocorr1_freqency,peak3_autocorr1_prominence,peak3_autocorr1_width,peak3_autocorr1_width_height,peak3_autocorr2_accuracy,peak3_autocorr2_freqency,peak3_autocorr2_prominence,peak3_autocorr2_width,peak3_autocorr2_width_height,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,primary_label,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height,peak4_autocorr0_accuracy,peak4_autocorr0_freqency,peak4_autocorr0_prominence,peak4_autocorr0_width,peak4_autocorr0_width_height,peak4_autocorr1_accuracy,peak4_autocorr1_freqency,peak4_autocorr1_prominence,peak4_autocorr1_width,peak4_autocorr1_width_height,peak4_autocorr2_accuracy,peak4_autocorr2_freqency,peak4_autocorr2_prominence,peak4_autocorr2_width,peak4_autocorr2_width_height
0,0.5223210702302572,0.5459708531195238,234.375,24.383687285161283,2.2025017708020656,12.198176928037162,0.6164009067806866,484.375,1.7507297406819438,2.6068883312721347,1.1217282149263843,0.5517417510902514,546.875,1.6889734845673898,2.2308568831297464,1.0323838194091,234.375,8.722959223755417,4.186912746945039,4.420156946278491,0.7707409183501174,0.5760998848697793,1515.625,24.28471128433395,2.359046304322902,12.144018668681504,0.540847245517782,1640.625,1.9745079684597222,2.1779244276290797,1.0561225111195887,0.5371218588681845,1765.625,0.9414598274931776,2.1603958172551216,0.5558999985749402,1515.625,7.415193926244786,4.361877369495744,4.738195367051739,0.6096429993160719,0.6114367693379487,3046.875,22.769075892678313,2.573583708103712,11.386259217938866,0.5383701794447038,234.375,2.624777662059271,2.1662378717152553,1.3248738826192767,0.6173373977569276,1546.875,1.9901534131852607,2.613268174465574,1.0279197502611264,3046.875,2.3967109917798117,12.808787830728562,2.070437340773497,1.0,0.5900926579438923,1703.125,23.84509724767999,2.439575722122882,11.925383878961574,0.5319003516698124,1515.625,1.5905838703979487,2.136297268257337,0.8245004960240921,0.4612088191335193,1578.125,1.1746986093695861,1.8560066228103551,0.8020590032760331,1703.125,2.356162675810128,3.111855942869383,4.186849453584717,lobgna5,,,,,,,,,,,,,,,,,,,,
1,0.6358082557776874,0.6009037600073606,3203.125,23.362853415659412,2.505661291167371,11.681448687190967,0.572683322560452,3078.125,1.6229219683050817,2.3401848156077847,1.1524073657683533,0.44951314520586183,3015.625,1.2901008661894344,1.8165738042445412,1.1426694449419914,3203.125,10.370676246550786,13.729031696412818,5.187719511003559,0.4603872757851898,0.6115266837597927,2875.0,19.35071107860465,2.5741793791099497,9.67565704717313,0.6365119701659994,3187.5,6.264665635200787,2.7511222321590196,3.8699012104107178,0.5631021862260602,3125.0,5.063962923777259,2.2888647378707674,3.9358601064049488,2875.0,0.317253361873417,1.8531809112824362,2.4575292906563586,,0.6152298832336086,3203.125,13.612899005207424,5.197908862590481,6.806584722665983,0.6110835514892654,281.25,9.064233055495535,2.571246353372988,4.5399418931898055,0.5346796086339352,2718.75,6.572797363859469,2.149056904779627,3.7859084931473714,,,,,0.5478788042714766,0.6189468368657599,2765.625,17.542355541927748,2.6243057314491125,8.771282471022378,0.6239185646973522,3203.125,11.5960931604997,2.6589985735277253,6.277893978723259,0.5948504676210908,2515.625,2.9670694715012766,2.468224495110036,1.744675803864399,281.25,0.14793828603660486,26.541555922110348,0.14805888305212275,lobgna5,0.6377004323659744,2765.625,0.13455911993500314,5.520293642801931,1.8843204725090792,,,,,,,,,,,,,,,
2,0.3507182395375885,0.5955171490447471,3359.375,23.52888128353027,2.4722927007618125,11.764906573030403,0.5407441712816499,3109.375,1.2792011387059903,2.1774356196865483,0.69902429612543,0.5298686760122462,3546.875,1.2305601108756927,2.127065245339935,0.9024241233445709,3359.375,7.641164090822982,15.401633942216563,3.927264001135122,1.0,0.6116164302353,3125.0,23.15224503299176,2.574774212528723,11.576885587847775,0.5941755021570798,2875.0,1.2310210972537359,2.464119355325522,0.8045642230897645,0.5519417118668426,3437.5,1.1569933613775918,2.2318524765304915,0.6721397540157423,3125.0,3.766584661546844,3.796879636916856,5.529418249406283,0.5280139464561407,0.6234596977713883,234.375,19.004748608615074,2.6557582125508112,9.521858438913164,0.539120620293843,3359.375,7.817251741175344,2.169765114328982,3.917236881797315,0.5813612135101047,3046.875,4.407121875978101,2.388694101625333,2.5316853389568568,234.375,0.7547779383474283,19.06836003399765,0.528581577601078,0.6783522555652403,0.6057122267231587,3531.25,22.13965624471935,2.5362186397240123,11.071270863629158,0.5760868521652356,3343.75,3.864076485272336,2.358973778255603,2.297788637147876,0.5328380013636517,3031.25,3.118837999727555,2.1405850709582808,1.7271999490225154,3531.25,0.6685671725343196,3.108991178400231,3.9422125274533193,lobgna5,0.5534878495552655,2890.625,0.4757757734961521,2.2395807124262603,3.1745956379950275,0.6160156461253634,2890.625,21.067949531916042,2.604272778068662,10.534644594916749,0.5810008472797277,3140.625,5.466079148725642,2.386639671005753,3.2124960422083753,0.6084917960660094,3390.625,3.4956553955699894,2.554224892228831,1.8713623592810547
3,0.15329007483289303,0.6118426443414937,2953.125,23.236191643182,2.576274764401944,11.618436579002742,0.6139084210272785,2640.625,1.4206393841757279,2.5900590804407386,0.7721135161852127,0.5573066954646442,3140.625,0.6129627437880344,2.2589002132064877,0.36618905919122463,2953.125,7.917133386332144,23.62084039117977,3.9711363292159816,0.5634521297003701,0.6031209828255693,2843.75,23.615462356194318,2.519659535340196,11.808000060452445,0.575734797856307,2718.75,0.8051226801678188,2.357016307128845,0.8253188789626349,0.4624359368955696,2968.75,0.6293577641259034,1.8602433991308942,0.44725558909361707,2843.75,1.3154826694670243,2.2906995269811716,6.987988598239131,,0.6198015534965686,2750.0,22.87497357408597,2.630205381417767,11.437695293781822,0.04869362241375641,2812.5,1.361429294183344,1.0511860569434077,2.2848102309538394,0.5618583364610622,2875.0,0.9780859464189623,2.2823668306794787,1.09754573265716,,,,,0.5650101704762848,0.542661359781345,1437.5,21.675614962314654,2.1865635484504367,10.838099317738493,0.5504598769099773,2937.5,7.944701787619031,2.224495542525233,3.9872007236442006,0.5315121082758849,2812.5,3.7069917331653905,2.1345268846113186,2.5896896595987995,2750.0,0.6389009802564054,2.298904324027376,5.9526778892988474,lobgna5,0.5179094473599781,1437.5,0.49544634610186256,2.0742991011207437,0.5107371242305672,,,,,,,,,,,,,,,
4,0.4969077185248536,0.592705012021251,3140.625,22.837407673529786,2.4552229453218217,11.422151939934386,0.4959860934983519,2953.125,0.5684281548732704,1.9840722390796373,0.38639662014345777,,,,,,3140.625,0.36881329361215154,7.950827606162761,0.22236292593293222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lobgna5,,,,,,,,,,,,,,,,,,,,
5,0.5608357063144733,0.5538449908131629,31.25,19.630340062347003,2.2413734675367687,13.609539284392135,,,,,,0.42338453710174373,156.25,0.12825823354109217,1.734258035630324,0.13651773970666198,31.25,4.814771577258053,2.277052151958584,13.587267564327997,0.7970159992688506,0.5934123702835237,2718.75,23.622366415622725,2.459494403942699,11.821918327187264,0.502849835228238,46.875,2.488629301745007,2.0114646858441505,2.2252743671528603,,,,,,2718.75,2.413031050420642,4.926496651942983,1.64761612690492,,0.5832109254848459,468.75,18.69666353788676,2.3992951378662895,9.415187108662034,0.4799180060845285,31.25,12.492723980947618,1.9227737389472654,7.727170726927501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lobgna5,0.590160463733208,468.75,0.36115089856671323,2.439979337057011,0.7015289327506973,,,,,,,,,,,,,,,
6,0.5680872356524027,0.5935491800655563,2953.125,23.87750104740758,2.460322260295328,11.94110810172881,0.5027980104089571,140.625,0.22708407156787722,2.0112550249899783,0.12745894105165395,0.599560174612114,2640.625,0.22662046641337896,2.4972541106053825,0.12429341222369422,2953.125,11.893790462004896,6.945847049765916,6.265999922523258,0.6405570673055561,0.5534042355446919,31.25,22.534198216965944,2.239161406332756,12.770169014398009,0.6060743868359492,2906.25,1.3142716617318646,2.5385503419488202,0.6599757562471567,0.39004310447848933,2968.75,0.7369727854569221,1.6394601115952696,0.7502901896856308,31.25,3.992808305008812,2.7820827982451455,4.5949862320723,0.7659483402581517,0.5997146282802894,1046.875,21.91301030260644,2.4982176982980633,10.981748773157824,1.0,2937.5,5.329377790547435,3.34960761705716,2.687815533484474,0.522370243764514,1296.875,2.5707685520348003,2.093671901603571,1.3125977088521656,1046.875,1.0744093416889264,8.54512205641241,0.8792129224761568,0.784829492665821,0.5716615968504715,1890.625,21.18426386377848,2.334602717494164,10.594464599510284,0.49705503454426503,1578.125,5.917488147113445,1.9882891144836634,3.127420419504905,0.587284294515575,2953.125,3.98237129578326,2.4229753961658673,2.0943864329993147,1890.625,0.8570607600406295,4.647477074759649,1.3024810609214614,lobgna5,0.5987416311255785,1359.375,0.5771547155998626,2.4921598590083534,1.3226700140014285,0.5925687470817718,1359.375,22.789893247334806,2.4544017986776794,11.416522248148501,0.5488190255614112,2734.375,3.3224635543835173,2.216405514980579,1.7010113383623227,0.4702499366014312,46.875,3.150107247212198,1.887682643366913,2.4763147026856
7,,0.5645456392648371,31.25,21.842557156267073,2.296451913609807,12.418798813476682,0.5307625505406186,156.25,1.6187628337728606,2.131117201221091,1.0255270408335493,0.5390372775665605,593.75,1.4953280702401535,2.1693728176564093,0.8688559527022195,,,,,0.2737479868689131,0.5737967422240492,3187.5,22.95633140325555,2.3462983488635984,11.483181064950328,0.5352088962005641,687.5,3.86612863604484,2.1515041742957166,2.042649854149113,0.5063131885310033,312.5,3.0476950998606678,2.0255756823327644,1.6858443534253633,31.25,1.685354320568205,11.015459999222085,3.3268521364683608,1.0,,,,,,,,,,,,,,,,3187.5,1.4985031979857348,12.167425936357063,1.1856677814583454,,,,,,,,,,,,,,,,,,,,,lobgna5,,,,,,,,,,,,,,,,,,,,
8,,,,,,,0.5889176332035153,3781.25,2.4931369511329065,2.432602516602401,1.4172794900320476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0689204943794437,,,,,,,,,,,,,,,,4093.75,1.7660361751067752,47.25697401176754,2.3860221436085536,,,,,,,,,,,,,,,,,,,,,lobgna5,,,,,,,,,,,,,,,,,,,,
9,0.39182430062755846,0.5855132742118112,3062.5,24.248772391057376,2.412622498581584,12.12460510780035,0.44864814621857263,2890.625,0.5260326273762197,1.8137238374035292,0.493288105947036,,,,,,3062.5,10.141862897826826,8.22130842314047,5.195711486819892,,0.5977338781589585,2890.625,23.14902236665434,2.485916525665459,11.575953920739797,0.5424008773561451,3078.125,4.504257698011235,2.185318875224965,2.589481585653645,0.4533724996649311,3015.625,1.755996933263424,1.8293993613329462,1.6975438580246516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lobgna5,0.42179498625079326,2890.625,0.9831035685007774,1.7294903645262139,4.347166630932994,,,,,,,,,,,,,,,
