,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,primary_label,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height
0,0.263991606861002,3015.625,9.401251589058651,13.586801581638298,4.9822899128111215,0.18756236778331747,4046.875,4.239425385317101,4.923454849187948,2.5919222540508757,0.4681364589216844,2359.375,1.5817309743940198,7.520726071748187,1.9672728354231557,0.509528785686469,3625.0,1.3469675272501496,2.038855636817772,1.2128727369717198,rethaw,,,,,
1,0.5616460774426624,2390.625,6.6584081789022616,6.843785000253064,3.3322880336433545,0.2087862861777805,1750.0,5.064032312902005,5.055524101922701,4.0252571163004,0.6581702662835356,2843.75,4.657825673233557,2.9254330485757687,4.0527717804131935,0.5480205656662497,2703.125,1.306375682897568,2.2124900471944504,2.4508268628061707,rethaw,0.6198585085320623,1375.0,1.2126461994937061,5.261198908535049,3.1821734578233087
2,0.8344660591066639,3640.625,5.99772797874058,12.082114333813422,3.6884712529412234,0.6606274179363631,2484.375,5.016525765685733,2.946613995506823,3.82892477801252,0.5569244479348603,2578.125,2.5955943607133056,2.2569514281234437,4.761733047442789,0.6883187787328422,3968.75,2.503302400171023,3.208406319554456,2.9945607815952817,rethaw,0.3912733760201237,3562.5,1.462643756138987,1.6427735548380724,5.404195989269863
3,1.0,15.625,5.944045875705103,2.0012463088810435,13.79648778646017,0.2070148675439346,3156.25,3.548863805466482,15.132692289996813,2.0011959269391717,,,,,,0.5970587386630404,3375.0,0.3432476028423865,2.481751302117829,1.5090919198544246,rethaw,0.4894697447606824,3234.375,0.327987794477719,1.9587477720223203,2.9573935161644176
4,0.717065229514473,3062.5,7.115092614809015,3.5343835552058924,4.3205687567251845,0.7836674603460104,46.875,6.966729520578351,4.6225131069021685,6.3295809834598105,0.6660095390373304,2609.375,2.7544260161560805,5.988194974896429,3.305204089843077,0.5989547448357857,2921.875,2.214197065090477,2.4934841819548126,3.6134672910120185,rethaw,0.31533382562948165,968.75,1.7977542127939663,30.671881839799358,2.196428763909754
5,0.16401941177895984,3000.0,4.9180563238718165,39.47460080409729,2.80789229342712,0.16852158426327424,2093.75,3.119821721126716,21.648186722984534,2.464201012911885,0.7046305802356281,3843.75,1.6709833070693425,13.5423633333165,1.620020234284396,0.4598477013613612,3359.375,1.4274480108639902,1.8513297129723012,3.5756398286271374,rethaw,0.5905032292541542,3265.625,1.2949201648631925,2.4420216994107875,4.540106759528797
6,0.6600326164407155,2921.875,7.7436589447829025,5.8829172935974725,4.4545099482022446,0.6940575037283714,2250.0,3.3909498651141883,3.2685880915090597,2.728937207808831,0.5455370118624108,3203.125,3.1156417619719825,2.200399209841152,4.585732386315357,0.6613172171554715,3140.625,2.9818523363594047,2.9526153989913557,4.57056085815126,rethaw,0.4136695941606693,484.375,2.178250883548874,5.116569037052592,1.9008912174612
7,0.5423253590958725,1812.5,8.836744517600088,6.554874864977349,4.50130402082424,0.1929476873202464,4578.125,2.92932510281724,49.56308205992639,1.794724442118515,0.3594281372572524,375.0,2.8820971969920715,7.805525485605023,2.1222613395330088,0.3918006641374584,1703.125,1.7449884752110494,1.644197783579969,5.33908297712445,rethaw,0.2940713515503308,2421.875,1.1236991793505802,12.749163842217513,1.783718860855716
8,0.2786597505285858,3171.875,7.036632370367958,13.86308334704438,3.5645840058945764,0.4373457715351392,2718.75,3.6798545372287914,8.886452366388399,4.242038311884909,0.4941155371481132,3328.125,2.7165033796561056,1.9767359415677104,5.117542822883703,0.4133613170498891,2234.375,1.540084183586023,8.523133822092689,2.8454890146749983,rethaw,0.6741763151966693,2968.75,1.1373215302858912,3.069144591509996,3.070824289449257
9,0.4840875708377206,2953.125,9.047156905216717,7.753253796375986,4.6308118414702735,0.6452926781188704,2500.0,4.519058969523987,2.8192257061305384,4.331885588646369,0.6639936893496303,3562.5,3.761960543562772,5.952269158662006,2.588067362061495,0.6424205293411362,2828.125,2.8905155148961335,2.796581129664503,4.331660189676369,rethaw,1.0,3250.0,2.05585028169048,3.58584587305495,2.4464434156529427
