,primary_label,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,prowar,,,,,,,,,,,,,,,
1,prowar,,,,,,,,,,,,,,,
2,prowar,,,,,,,,,,,,,,,
3,prowar,0.3408615083679306,3546.875,1.6413242164814243,25.791241470221077,1.3343470822373014,,,,,,,,,,
4,prowar,,,,,,,,,,,,,,,
5,prowar,,,,,,,,,,,,,,,
6,prowar,,,,,,,,,,,,,,,
7,prowar,,,,,,0.2057793580897036,3093.75,4.769268384942318,36.51378278238633,2.4262543495143705,0.6408215461512291,3906.25,3.2669616438832887,8.352394103414468,2.500157202766532
8,prowar,0.5707233541203578,453.125,1.501312968687416,2.329500124449755,5.587373346491486,0.7346827553291341,234.375,7.3376332183010256,30.15258209063736,3.7849900400851015,0.4791038182927908,562.5,2.8730991218730484,1.919768343708249,5.58892847552356
9,prowar,,,,,,0.7513183709813033,234.375,5.482133167612642,32.16964611164958,3.3996541134183014,,,,,
10,prowar,,,,,,,,,,,,,,,
11,prowar,0.5485910605778481,140.625,2.6868567846858817,2.2152862131620585,1.5175855197656043,0.4600582482344125,2375.0,5.0166490566978785,7.40820650916541,2.5241446282338322,,,,,
12,prowar,,,,,,,,,,,,,,,
13,prowar,,,,,,,,,,,,,,,
14,prowar,,,,,,,,,,,,,,,
15,prowar,0.7462026762611534,2359.375,0.5983244822902233,3.940151871061431,0.7808724793831361,1.0,31.25,8.370603035232378,3.622491784780461,9.766512586342014,,,,,
16,prowar,0.905952111149803,984.375,1.96676893683672,74.43016622254929,1.6480549325787155,,,,,,,,,,
17,prowar,,,,,,,,,,,,,,,
18,prowar,,,,,,,,,,,,,,,
19,prowar,,4093.75,3.011569173669093,5.071999799270827,1.7239609918012382,,,,,,0.4072655098635625,62.5,3.6956817068502437,3.3741920426119183,9.39192515221918
20,prowar,,,,,,,,,,,,,,,
21,prowar,0.685474719385802,1250.0,1.4778744931384635,3.179394667567649,1.132573364143536,0.04928242196452527,4468.75,4.77828932287002,64.1620618039355,2.45699146930959,,,,,
22,prowar,0.2084178636801408,4093.75,2.3001636425333865,11.369635047402484,2.7691825499505085,,,,,,,,,,
23,prowar,,,,,,0.07083107120828303,4265.625,5.12422672704758,46.27791423882073,2.5789625794338527,,,,,
24,prowar,0.4197932578049241,3625.0,0.9781496412335144,12.064665042528016,1.956819171554144,0.08086429758874003,4312.5,3.520165516682955,48.95903823771292,1.7779819612961825,,,,,
25,prowar,,,,,,0.046716758803463376,4484.375,4.467090534007833,44.058259061895065,2.2479153447430824,,,,,
26,prowar,,,,,,0.06201296425630332,4500.0,4.405470708609504,37.31394855820128,2.2130012431986383,,,,,
27,prowar,,,,,,,,,,,0.9553564434774756,109.375,2.0482269805912843,22.399649084755655,1.1580506749096764
28,prowar,,,,,,,,,,,,,,,
29,prowar,0.4387180084302128,2734.375,1.079870435082106,1.781635639517333,4.262361333569617,0.10904860326178044,2843.75,4.917827620829861,69.58853224427564,2.472033067908767,,,,,
30,prowar,0.6648405287132609,859.375,1.426668391069812,2.983654306891033,2.1437581828893384,0.3097657387728259,390.625,10.372737437130187,10.141484410748653,5.219712049979008,0.7370171776828075,437.5,2.084385959907026,3.8025297287054975,8.659072968400897
31,prowar,0.2550198048645333,93.75,2.6937510032183853,1.3423175629765045,6.6352042811672405,0.8580805658179836,31.25,8.188769265541536,7.046251316908911,5.241593457862943,,,,,
32,prowar,,,,,,,,,,,,,,,
33,prowar,0.41391582062934784,125.0,3.5587335627225376,1.7062395389580691,5.3615108806212985,0.7428640904432042,46.875,8.915793080225454,3.8889939632454245,5.449014859875826,,,,,
34,prowar,,,,,,,,,,,0.6968103064889728,46.875,4.157446739899953,3.29826515017612,2.6414592406182544
35,prowar,,,,,,,,,,,,,,,
36,prowar,,,,,,,,,,,0.536856363708887,78.125,1.7917670391074434,8.636629517426348,1.0653404331662588
37,prowar,,,,,,,,,,,0.4774534144671048,62.5,1.8424751949086613,3.8274099484553927,1.2597195262119254
38,prowar,,,,,,,,,,,,,,,
39,prowar,,,,,,,,,,,,,,,
40,prowar,,,,,,0.7713024137026779,156.25,5.2305800952487385,17.490346377332276,3.0640085143363622,,,,,
41,prowar,,,,,,,,,,,,,,,
42,prowar,0.7238066293059691,328.125,2.370639568873811,3.6206517103837648,2.978124608458728,0.6175612147205165,218.75,5.597992070220499,2.614797553206344,5.3176834452034125,0.5268550034987691,46.875,4.551322856368053,2.1135170135892976,11.303664744806488
43,prowar,0.5852043002723714,156.25,1.1869968195073533,2.4108253789917296,4.908494823171921,0.5938858496309951,250.0,6.449930266199128,24.623618731122185,3.3631005769339124,,,,,
44,prowar,,,,,,,,,,,,,,,
45,prowar,,,,,,,,,,,,,,,
46,prowar,,,,,,,,,,,,,,,
47,prowar,,,,,,,,,,,,,,,
48,prowar,0.4714621248724145,93.75,2.844916267643945,9.460059979226717,1.6072816323669068,,,,,,,,,,
49,prowar,0.7287113632175579,156.25,2.7232131958659487,7.3722217919650115,2.8895830941740264,,,,,,0.6355527749511076,468.75,3.4307444870731327,2.743881504011576,2.9906553985443733
50,prowar,,,,,,,,,,,,4421.875,2.1189566107717206,27.230870230066838,2.2430093182345123
51,prowar,,,,,,,,,,,0.5817664585934077,46.875,1.9274224919653908,2.3910086136009694,10.497958302962816
52,prowar,,,,,,,,,,,,,,,
53,prowar,0.6002768950688924,3734.375,0.7980105661035881,5.003463585985855,2.7415927988893376,0.0849405060284173,4703.125,4.34152782301078,80.86905877433371,2.1966366331829126,,,,,
54,prowar,,,,,,,,,,,,,,,
55,prowar,,,,,,,,,,,0.6193962108637197,78.125,3.6778638480873833,5.2548084309372785,1.9670619692029343
56,prowar,,,,,,0.5873511962685098,5062.5,3.458955494318156,172.05914413894573,1.7638837676543704,,,,,
57,prowar,0.35656996037594924,1859.375,2.049503559924712,10.879193647983897,2.3958952750235163,,,,,,,,,,
58,prowar,,,,,,,,,,,,,,,
59,prowar,0.7458833260588587,3718.75,0.9465029354648062,7.870400509268593,2.6352695411248748,0.03974949401353933,4734.375,3.4056062381227035,92.68414798549959,1.7284752774752614,,,,,
60,prowar,,,,,,0.6221550261822641,78.125,7.492682857635709,5.2931761399180495,4.139788891279016,0.08120445690358191,4375.0,3.2781321094447864,46.80040115898514,1.7402192029983183
61,prowar,,,,,,,,,,,,,,,
62,prowar,,,,,,,,,,,0.3448755826708756,2921.875,2.3012809518160884,9.158565672855527,1.7038272871226328
