,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,,4109.375,1.9925354369008688,6.944779573121139,2.524586665698309,subfly,,,,,,,,,,
1,,,,,,subfly,,,,,,,,,,
2,,,,,,subfly,,,,,,,,,,
3,,,,,,subfly,,,,,,,,,,
4,0.8873311028384849,3953.125,1.7947688522491116,8.875563932843534,2.5429122595916445,subfly,,,,,,,,,,
5,,,,,,subfly,0.4810337703568229,5093.75,3.6178484160683806,140.66425873258115,1.847242187207804,,,,,
6,,,,,,subfly,0.06377018671913992,4937.5,4.300565309300471,95.06212976503542,2.238568322917977,,,,,
7,,,,,,subfly,0.05868262560004334,5078.125,3.8978275959653983,122.16921001092413,1.9928184690722928,,,,,
8,,,,,,subfly,,,,,,,,,,
9,,,,,,subfly,,,,,,,,,,
10,0.18610095859687925,2250.0,2.034184911597342,20.887111466175046,2.015448943299374,subfly,,,,,,,,,,
11,,,,,,subfly,,,,,,0.2960858761517182,3312.5,1.3582794213310427,14.206278381417091,1.7739087358230226
12,,,,,,subfly,,,,,,0.5068396570696316,3359.375,1.931448446008811,10.13869032998457,2.419240763732424
13,,,,,,subfly,0.07039565184363694,4656.25,4.443399363909163,48.407690959327184,2.2633646845871307,0.6124336703153992,3343.75,2.3871488338448668,12.901017495686405,2.617466976776188
14,,4062.5,2.488091522919208,4.555691224362363,3.561648691510628,subfly,0.07569440975783137,4265.625,5.168307470127624,19.474078908560955,2.8245670805302936,0.6320646521401991,3609.375,3.2169022432287147,5.435737587142854,3.742758824867642
15,,,,,,subfly,0.4813481510391219,62.5,23.67134204298668,1.9280756484402888,13.67199170047394,0.4799266527311543,296.875,0.12614018982251396,1.922805706640187,0.08015556684863659
16,,,,,,subfly,,,,,,,,,,
17,,,,,,subfly,,,,,,,,,,
18,0.6271631617916997,4000.0,0.98739664422965,2.682138398141092,3.529438833407516,subfly,0.7003035130738803,3625.0,5.490059008413469,70.07089143883377,2.7908274949213694,,,,,
19,,,,,,subfly,,,,,,0.7289811820156256,390.625,2.866548158415733,3.689780685478656,1.6262897767435365
20,1.0,3187.5,1.5354189166942334,3.027244765737322,1.4652056576396384,subfly,0.8885798236840096,109.375,9.624190989291176,8.975035160274519,5.3141805324047215,,,,,
21,1.0,3968.75,0.7142187434708203,4.794710207040112,3.4341885330580206,subfly,0.6220849985550372,3734.375,8.039355355703849,10.584390629390073,4.033900321672843,,,,,
22,,,,,,subfly,,,,,,,,,,
23,0.6716546346728394,3437.5,3.2896170992737828,6.091147344221582,3.6601629118593015,subfly,0.7415767396209582,3734.375,7.645651135283647,7.739241417612733,4.1463439454853575,0.6061112616221379,62.5,5.0592165627881736,2.5387879940875293,6.3131531075163885
24,0.5107272513201362,453.125,1.7560720526303408,44.964695171271075,3.1657757853373285,subfly,0.8106826156018403,1390.625,3.9286547470429216,100.36056678260708,2.093532277059886,0.3784160126472833,3843.75,2.760399407006454,8.043965259296101,2.331571482188231
25,,,,,,subfly,0.6988623808473454,468.75,4.533687788045607,76.37704005470233,2.371924387285828,0.5572105797564488,3843.75,3.003087686158401,6.7752296302605535,2.3838358553730172
26,,,,,,subfly,,15.625,6.055304101878682,1.7308865973168728,16.13703068254513,,,,,
27,1.0,1234.375,1.0375211981074068,4.879141744379139,1.9239361326560056,subfly,0.6174952416866074,46.875,7.074340389094638,2.6143465624045468,11.906182179463933,0.5165172323131101,1015.625,2.7152082862534046,6.20497813056047,1.8090815528943482
28,,,,,,subfly,,,,,,,,,,
29,0.6165186160102913,1828.125,0.9766844832960224,5.21537702610793,0.9826058366535751,subfly,0.4312701935255557,5062.5,4.155739755839956,133.6311182125726,2.2023709481313642,,,,,
30,,,,,,subfly,,,,,,,,,,
31,,,,,,subfly,,,,,,,15.625,2.997264646491044,1.7034406256676156,7.592514417988564
32,0.5712932663426133,656.25,1.4876227383564742,2.3325969048090087,3.963864756135261,subfly,0.5224855565168728,265.625,8.692944101303071,23.03595242012545,4.532362477469568,,,,,
33,,4031.25,3.186216291854609,2.078708300069252,4.437824138950863,subfly,,,,,,0.5817848230242959,3593.75,4.061254956200583,2.3911136062336027,4.104208409888361
34,,,,,,subfly,0.4851062441323438,31.25,5.972523980130639,1.9421482366102558,14.972965972930071,0.5484706434263016,203.125,2.12294107264514,2.2146954244309045,1.6242886682581328
35,,,,,,subfly,,,,,,,,,,
36,,,,,,subfly,,,,,,,,,,
37,0.6850991933532253,218.75,0.7044630030714965,3.1756031705619083,1.2606614918175325,subfly,0.5382886539413118,93.75,21.313059897833444,2.1658553737877817,10.970030581254392,0.6462424306548447,2750.0,5.692739690737821,5.653589275000456,3.046778077044648
38,,,,,,subfly,0.06567490019526434,4484.375,5.003504536057572,51.373981080066784,2.5146311942623654,,,,,
39,,,,,,subfly,0.4379660545465436,2734.375,6.047150685663817,7.117007846870791,3.1134318937159757,,,,,
40,,,,,,subfly,0.6184933456211851,31.25,9.37888205049916,2.621186258541784,10.880012714927716,,,,,
41,,,,,,subfly,,,,,,0.7965234209117755,156.25,3.44598362888911,9.829141068529704,1.828899481750099
42,0.4743375384095792,62.5,3.4336072441918453,5.707084334923469,4.576473291192462,subfly,,,,,,0.5794251938295484,421.875,3.7462142459633663,2.3776982960665443,3.849671642133497
43,0.4946067768715416,3734.375,3.9786712813147336,1.9786573191659609,2.8042611397937502,subfly,,,,,,,4046.875,5.788331798857369,2.881062659090844,4.363215491213558
44,,,,,,subfly,0.7781178920521039,4234.375,4.559078493692293,81.12416168421694,2.2826544767338377,,,,,
45,,,,,,subfly,,,,,,,,,,
46,,,,,,subfly,,,,,,,,,,
47,,,,,,subfly,,,,,,0.4071927619518389,3046.875,2.7008720534899,8.434444924226426,1.9018678571503236
48,,,,,,subfly,,,,,,,,,,
49,,,,,,subfly,0.034844273089623456,5937.5,3.9391021498654286,160.59584549757653,1.972212920130081,1.0,2265.625,1.8231148248915592,3.9364540258421816,1.7506118899945355
50,0.4014213302483186,2093.75,0.6068660310589207,8.353120905685188,1.0338083971430394,subfly,0.6158434117636323,4921.875,3.606774579010192,161.39252039028426,1.8050758629413428,,,,,
