,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height,primary_label
0,0.27869717341786515,3031.25,10.130973244168944,13.863802596455374,5.076564095899019,0.18394316368829056,2328.125,0.9214479026827674,18.381072656403123,1.3136386452576596,0.3807086968353411,2671.875,0.636855496692442,9.688493878953608,1.5186615897501716,0.360672244274914,2953.125,0.3203980353022695,1.5641429470958317,6.699964897053371,0.31862094598927915,4890.625,0.3109370574556213,17.61134265775536,0.18808539885989772,astfly
1,0.28060228275383525,2968.75,7.781919216259314,23.630878431301603,3.923865932954561,0.6159077651280508,2640.625,2.5108084953792127,5.2070826182330165,3.919127641545213,0.5149434927788009,2718.75,2.251317917202869,6.184846415495912,5.1713152084031275,0.5803417181978775,2890.625,1.5591963893327432,2.3828911363448806,5.058635463712467,0.7505388235553605,2343.75,0.8438831321329069,4.008639798192888,2.3299585956420983,astfly
2,0.0922095879946837,2906.25,6.674836157493857,38.555154953316496,3.3427560869340565,0.6012785646847558,3218.75,1.2878837933330878,2.5080166538058397,3.735539292159032,0.5936136502760956,2984.375,0.8700202805264992,2.460712572357295,5.618788373351508,0.6658443899517452,2640.625,0.4336043954611477,2.992617720395572,3.9268640953037353,0.4459375974971607,3281.25,0.4043161692415951,1.8048508534106416,3.3484382133692367,astfly
3,0.08981039583090156,2984.375,6.573064543145772,46.14423171569985,3.302234812188966,0.5991437007851271,3265.625,1.3022318394315069,2.4946595624382724,4.153617371098569,0.6630373233963323,3109.375,0.9864327974218456,2.9676877275526583,4.938905484919721,0.4702024613617155,2609.375,0.4142784159044024,1.8875134878320807,3.6790809937380073,0.5124697334006771,3187.5,0.2310471120834148,2.051154704661343,4.0015474726108495,astfly
4,0.2677045395261747,2171.875,10.311363168796051,13.655690277705105,5.2121365651776275,0.5279397259534795,750.0,1.05178261644979,16.946988424642605,1.3726803148543991,0.7739096419201281,2703.125,0.4111336395000688,4.423010377323237,0.971896214748316,0.7131944218066628,4078.125,0.2873232831138177,3.4866825335101908,0.6465134816210139,0.6756783471528769,5937.5,0.26455213356575263,3.0833587311278734,0.5124201213410149,astfly
5,0.11849818825752778,2750.0,7.979894481191728,27.226262816815986,4.012090582272426,0.5072706612389148,3015.625,2.6427509990066267,2.029511785343232,3.7777734494479263,1.0,3781.25,1.4458043265580454,3.954877738912359,0.8529191213468417,0.6337174085462631,4343.75,1.181050662990137,2.7301324805831086,0.7136582355875523,0.5727385077635159,2562.5,0.6441891881879878,2.3404870744740838,4.7975066189891855,astfly
6,0.10521383966102338,2687.5,6.5104320376674005,31.29239279851245,3.713816112575404,0.5170024810960167,484.375,4.231588524934419,2.0704040100851806,2.9334528817096053,0.5858681333508093,546.875,0.6468525508967062,2.4146898138778,1.560951315702822,0.5976596752077934,125.0,0.6233801222087498,2.4854580522508196,1.6902523549602044,0.5378431084748271,3125.0,0.6143484485563613,2.16376736631554,2.183481829425917,astfly
7,0.10757835642509617,2828.125,5.754877949649191,32.49585014974588,3.5387697969324066,0.5270094199075261,468.75,2.185657113754597,2.1142070097981467,2.10898577119843,0.8160023600744719,3046.875,0.8528599494572382,5.434852318783783,3.3208656223790154,0.7101430127504148,3250.0,0.7509959494801071,3.4499772094123666,2.0128557997763394,0.7490733746016399,6187.5,0.551592134603321,3.985228743312689,0.8226324490585596,astfly
8,0.27530190109244895,2906.25,9.52977169981368,13.798849500329226,4.801792834003837,0.7012237171345214,2531.25,1.8587845736500936,3.346985879900785,4.005521311950618,0.7155370601508099,2968.75,1.567840904450339,3.5153964187045115,5.516400250989047,0.4937770253076298,2750.0,1.469296815942819,1.9754140961454711,5.812318250324885,0.4942450493215022,2265.625,0.6959805559895005,1.977242138032352,2.1313302603594266,astfly
9,0.17518670705250206,2703.125,9.287993148320695,18.185933869223906,4.860305966255443,0.6979575586118263,2515.625,1.9965778923657769,3.310792997845084,5.9517724904363885,0.6289302920742674,2656.25,1.9568616918495216,2.6949114375031233,6.714051748825754,0.3064557804570488,2812.5,1.4852658991947931,1.4418691293527104,4.581099954420209,0.5194526784062635,2406.25,0.656363413449085,2.080960511201056,3.508250378929958,astfly
