,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height,primary_label
0,0.09189242565933953,2718.75,4.747281959665896,86.99409875240679,2.4164402381775285,0.6061532343295195,2656.25,1.322639055844323,5.0781171113471535,4.086320367038994,0.1623137078820477,4171.875,0.9597567632878952,16.712700364957982,1.948339365698776,0.22530731463316125,2281.25,0.7578765932145535,14.199178858635008,2.9912853295781114,0.6605712321645413,3593.75,0.7321428924195663,2.946126241381989,2.656096080418472,whfpar1
1,0.07060049224156982,2687.5,4.647872027299089,73.16552185830788,2.3279840321636724,,,,,,,,,,,,,,,,,,,,,whfpar1
2,0.14386810005361428,2781.25,5.218288412962479,26.865019282005907,2.971579188441904,0.6180360280858993,1390.625,1.5114746748763443,5.236095933282883,1.7060107278731416,1.0,437.5,1.0908497326338156,8.638003484574053,1.6535843082830026,1.0,1906.25,0.9153881919041092,4.917359835197388,2.7169323327141757,0.7674305558353607,2390.625,0.8426091715637387,4.299790987555895,3.12826194730088,whfpar1
3,0.2432079433785396,2015.625,5.7364295888962475,14.535036280781268,2.9450198055435983,0.3738593806270696,4031.25,2.3544980339056902,6.388341334580616,2.993095240496612,0.8848071703980187,2953.125,1.350007646922016,8.681095893340228,2.9655814884039517,0.4330292613033425,3921.875,0.975412567925206,1.76375945308709,3.4694580789531853,0.6582602686394613,3156.25,0.7509037643816701,2.926203505863328,2.8960372459561654,whfpar1
4,0.7191171059180028,312.5,8.568850862066771,3.5602025650877596,5.834339035284568,0.5578421397866702,109.375,7.254583121220209,2.2616356961686157,5.179320072849725,0.6306099978290339,218.75,5.262556298227049,2.707165852142275,4.706499108977019,0.1559442846113912,2968.75,2.5782355587040744,42.65121288044992,2.0637179883278263,0.5631221897675862,437.5,1.4646900515279326,2.2889695392586127,2.6030887484636613,whfpar1
5,0.1003294481361816,2968.75,3.745660341183769,54.4643813210161,2.5045916886041595,,,,,,0.6171062780065781,2046.875,1.4122478470641218,5.223381541978796,2.878936803018913,,,,,,0.7938006419265279,3156.25,1.1413021542803286,4.849675621413354,3.5122205225233074,whfpar1
6,0.6469602382145967,453.125,4.207169503892446,2.8325421333358314,2.576935400633801,0.11402000187472927,2765.625,3.498886646561877,34.989503223092896,2.688261299901431,0.22168766603489765,1750.0,2.5773797020884763,15.417974862181806,2.7681929083733703,0.5907272322733957,703.125,1.9741965789251448,2.4433582658204216,2.3123687021927,0.8497038402058849,3390.625,1.1044381636075342,6.653529946273153,3.1259054614774504,whfpar1
7,0.6298418330919839,125.0,7.678715422042098,8.104643550240775,3.9352861026714416,0.2179218286883774,2359.375,5.049010061971624,17.901023853562638,3.3008573359364424,0.28206431454955605,1765.625,2.8475691861921204,8.357294562166118,2.594889073131562,0.6946338276583632,1640.625,1.8309542452347336,3.2747569658148734,2.7155472338704483,0.6262454819064821,1218.75,1.8134928713376417,8.026658822220213,1.7601317717576987,whfpar1
8,,15.625,3.1851324401146286,1.146069466663647,14.394633249439886,0.861013510986141,3843.75,3.1231776096484047,21.584831887514294,1.830966083018255,0.3039156031245084,2812.5,1.6540647974007836,11.492859250845926,2.4413182192135268,0.3100167010315064,1953.125,0.8994131624141464,10.14517309399345,1.7050785598365716,,,,,,whfpar1
9,0.4753267449573356,2343.75,5.134620960173793,7.6237924490257,2.946893538655873,0.40130008693439795,62.5,4.469690007062998,5.010857584125418,3.1356359968293237,0.5040959757671094,3078.125,3.2235774539128137,6.0495576833454265,3.4496214906940432,0.7129315847905924,2468.75,3.0578986204703664,3.48349016129319,3.8578129288225353,0.7171416370004697,2968.75,1.9842542474664595,3.535338285195621,3.8928484183998724,whfpar1
10,0.6857849170276935,78.125,10.450592237284797,3.1825334116380897,7.344081906420227,0.18264774628386396,2750.0,3.604045111627615,20.798866000195858,2.4900540860295517,0.7631824861056595,3468.75,2.0797887495044973,8.445321324048393,2.5539809184824875,,,,,,0.5665959432278223,3281.25,0.8600382151777201,2.3073157354538982,2.675880402349156,whfpar1
11,0.7688053503101226,78.125,6.979306156696235,4.325359610792863,4.957912499623314,0.2353780330936317,3140.625,4.796984591108481,15.694029885842214,2.9698104586339302,0.5134948990286239,2968.75,1.526914199198632,2.0554769066210383,3.892098088049085,0.6977751562328376,2718.75,1.4032218238920326,3.3087948281657877,3.3097702977000623,0.6716635027323676,3343.75,1.3313174069162192,3.0456559301870243,3.3425017260257137,whfpar1
12,0.15940042601229376,2953.125,5.038136368891943,42.82657416684165,2.816456788616681,,15.625,1.5301418615557107,1.817074973039952,2.721635705360676,0.7726095705217402,3203.125,1.3451107012181946,4.397722464812915,4.096083886325268,0.6102411659571174,1875.0,1.0426619916872082,5.1313782403709505,2.244900507345486,0.42698187293575096,3937.5,0.8709110279389796,5.235436469296246,2.1766331158712218,whfpar1
13,0.02599481912705759,5578.125,3.3707747172909905,125.2560072531223,1.7302445576513206,0.23962350142423386,3062.5,1.1788829520798776,15.781655564679825,2.225794500557546,0.24567826911872714,703.125,0.9919332471116228,31.816662595628575,1.5660848295367888,0.5709538057271746,3656.25,0.6422997862615016,6.9922540743767465,2.2311316448096425,0.4591529189913317,2250.0,0.5713609777702076,1.8489514598747971,2.1725633731921694,whfpar1
14,,,,,,0.4987696931314712,3062.5,2.083379635511577,7.980363408171144,1.9795738314828824,,,,,,,,,,,,,,,,whfpar1
15,0.16791204352497724,2812.5,6.1495915884092724,40.86106490957317,3.1043001709188105,0.5325892521673705,3093.75,1.5521553581566674,6.418337648226782,4.324529381803401,0.8078384564384288,1453.125,1.1208525291213045,5.203954867689674,0.9709262928888802,,,,,,0.7351815629220585,3781.25,0.8230321563777787,3.7761721239434682,1.7257040421864471,whfpar1
16,0.5781393992064725,1671.875,3.8201167309845,87.70669726066461,2.0386169844194324,0.3383769498286485,406.25,2.9584584301607126,10.580042515427925,2.4446965183319485,,,,,,0.769610404509957,3218.75,2.0538161576513168,8.680947573808451,2.8365619327514016,0.7681970837182504,3359.375,1.132835115010697,4.31400957347978,2.60587251694392,whfpar1
17,0.2590524420802561,3828.125,5.395264456587367,14.845854989903984,2.808547778938512,,,,,,0.2889215947556524,2906.25,1.7358236487790104,12.656832120935151,2.5105802745719767,0.7026478614806922,2250.0,1.7304539124394258,3.3630160017667663,2.3050420085250587,,,,,,whfpar1
18,0.951613928309828,1031.25,0.5572371828554874,41.334209001435276,4.220104871469371,,,,,,,,,,,,,,,,,,,,,whfpar1
19,0.6904254056219553,78.125,7.547037546126772,3.2302392320308595,3.988259670244898,0.1037061936643444,2812.5,4.292873296275261,29.00834504959548,2.8341068298311494,0.7168017211968484,2062.5,2.9758760074813777,3.5310949071660502,2.7547375346269694,1.0,1828.125,2.100870908192535,4.0848640323233525,2.8006174045963377,0.5154525239999521,2203.125,1.8701170748541016,6.191343776599723,2.9563028022964972,whfpar1
20,0.8169005698174971,1187.5,4.932851272869462,10.923026893128593,2.7077990864588646,0.30608444235895804,1921.875,3.6867820018795316,11.528780284442547,2.854480692813131,0.3157868727958404,484.375,2.8464099648582923,10.230730340710489,2.7523399454182504,0.3245679064132885,2343.75,2.6867402083169614,11.844269876958348,3.0703778442080836,0.4299061008294201,234.375,1.7404126685818917,5.2622910091910295,2.628151373144374,whfpar1
21,0.13763720964860782,2796.875,5.432659796127777,24.35170004429691,2.7288394528805635,0.1955294053471186,1953.125,3.072260104122813,17.40274920308407,3.117650678695311,0.4157168740247685,1718.75,1.7300858301969757,5.134497072789287,3.7471580407483898,0.20425269620015685,4000.0,1.4464223628810629,11.310123147164063,1.4928924310724114,,,,,,whfpar1
22,0.09164124077900028,2875.0,4.815366845464687,61.649650461922214,2.415666821283345,0.5555011232555657,2765.625,1.4086500050987731,2.2497244702261696,3.8444535748939486,,,,,,0.7005814358120817,3156.25,0.9912868720886174,3.339806276582067,3.8003575544185577,0.6279817962082632,3046.875,0.9420294962975021,2.6880405039529194,3.813315175796948,whfpar1
