,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height
0,wlswar,,,,,,,,,,,,,,,
1,wlswar,0.5043118687267347,1250.0,3.2882486677423053,40.34795012869553,2.3087497425364725,,,,,,,,,,
2,wlswar,0.922901983823084,4125.0,3.5953332230053467,142.67552584956792,1.9106593567364387,0.6046529597258921,31.25,4.146100282622856,2.529423261412719,3.1829458200637704,0.4249514167241513,234.375,1.4718881337734673,8.694917517258743,2.2141788475441557
3,wlswar,,,,,,0.7178570088740179,359.375,5.802233343209012,3.544302114361159,3.3033125854417835,0.595049258107704,3437.5,2.5941931835193865,14.816616885210722,2.108084358577832
4,wlswar,,,,,,,,,,,,,,,
5,wlswar,,,,,,,,,,,0.7084981566392621,3390.625,1.7881196220580686,10.291530116629332,1.8672541393421969
6,wlswar,0.6280977968444214,828.125,0.1587522901076651,2.688878935147549,0.2310206590780185,0.5746186771525672,62.5,12.680706551552714,7.0524958169730905,7.281265836930128,0.7081196187519725,1062.5,0.14371399884114164,3.4260610313176296,0.2298289389233735
7,wlswar,,,,,,,,,,,,,,,
8,wlswar,,,,,,,,,,,,,,,
9,wlswar,,,,,,,,,,,,,,,
10,wlswar,,,,,,0.15183836690634267,953.125,3.9413085016724336,28.296493337549762,1.977050377811804,,,,,
11,wlswar,0.05879005336286103,4453.125,1.3726268441322655,56.31049713123451,1.2245154342316351,0.9220103119689828,984.375,4.346675086784652,89.7554558394442,2.23375636431821,0.6125141493201376,3734.375,0.4583654993311578,2.5807393953752182,0.846135537865432
12,wlswar,0.9536169077542274,1031.25,2.4096269567568074,86.23832104174896,1.7167474884094358,0.055384764538396684,5343.75,3.5278807283560485,136.5635394785495,1.8179201083630625,,,,,
13,wlswar,0.8458145834718778,890.625,1.9806279156452709,84.31406998617736,1.4569381480261745,0.4837578226227415,5109.375,3.622247373137329,143.34357641204974,1.852704510573596,,,,,
14,wlswar,0.863893336647288,906.25,1.146852418647422,88.16614634731539,0.8315304945765845,0.0275550941122662,5328.125,4.013642060674187,144.99536081304547,2.0309684565460926,,,,,
15,wlswar,,,,,,,,,,,,,,,
16,wlswar,0.7047598686840973,296.875,0.20047771571187525,3.387073415605599,0.4751347105421869,,,,,,0.13733020323972145,3000.0,0.16959679384855936,26.66141794505333,0.12511525913402624
17,wlswar,0.6032233371219405,3375.0,2.7397785814781423,5.040619036141892,2.1291240587840843,,,,,,0.8101605066848524,3968.75,2.21813751528375,5.267607822466772,2.9033972238273056
18,wlswar,,,,,,0.6237893929222498,62.5,10.351678153130825,2.6580856073346526,11.473881542514155,0.6454641620695477,250.0,0.4243340219115885,2.8205893255738097,2.2586814731378686
19,wlswar,0.24260091849332174,750.0,0.6348861087544683,36.968621541367845,0.9048036232375238,0.5047782306091597,31.25,5.820857298455668,2.0192973366862983,13.794796525278265,0.34339744778808345,296.875,0.22469178631383424,1.5229913387197025,0.7310425440500494
20,wlswar,0.4717810678769553,156.25,2.688411917700832,1.8931544084963952,3.444925361551152,0.4841790282272883,46.875,11.173123755638864,1.938657120828802,12.577951644237785,0.16090411552764095,625.0,2.0394652035443683,23.83517827950785,1.5769340832210843
21,wlswar,,,,,,,4578.125,3.817984240951796,36.75610854507278,2.161424888721225,,,,,
22,wlswar,1.0,31.25,2.314397670910292,3.024514565247844,3.969212868813099,,,,,,,,,,
23,wlswar,0.7419974843931807,3406.25,1.917479478034111,3.875931200314113,2.2366267718548736,0.6204438792304351,4578.125,4.3392186032686695,105.38625992619599,2.1703396178807504,,,,,
24,wlswar,0.5044208489229254,3000.0,1.917001604272772,6.053523425026867,1.5668001371471223,,,,,,,,,,
25,wlswar,,,,,,0.7973044086343901,62.5,8.70678305512953,4.933506413547307,6.780596033744093,,,,,
26,wlswar,,,,,,,,,,,,,,,
27,wlswar,0.4866004785402927,531.25,1.4948203958288366,52.59062167263632,1.2614674878444143,,,,,,,,,,
28,wlswar,,,,,,0.015141070686425671,5906.25,1.18646930142658,143.16771245428419,0.6525187423340754,,,,,
29,wlswar,,,,,,0.1860316003235033,1437.5,4.188169882416588,27.02807628495611,2.2668475802449537,0.2865878733965705,2218.75,2.7284840569313347,11.213714628160544,2.640521522824776
30,wlswar,0.1276553163752001,3140.625,3.043695264959928,59.60946513014514,2.4171281424455993,,,,,,,,,,
31,wlswar,,,,,,,,,,,0.6117313716796624,3468.75,1.0448643569567484,2.5755364380738968,1.4196520691003256
32,wlswar,,,,,,,,,,,,,,,
33,wlswar,0.03335228925925626,4562.5,2.3691920928590964,39.311115701997096,2.959263216228272,,,,,,,,,,
34,wlswar,,,,,,,,,,,,,,,
35,wlswar,,,,,,,,,,,,,,,
36,wlswar,,,,,,,,,,,,,,,
37,wlswar,0.06590747878946401,4343.75,2.4668717061920105,48.175099337785404,1.4787459124286042,0.6041234845531007,62.5,8.484503537662597,7.578120658694146,5.550844170108948,0.4227384936027161,1343.75,2.0886538520942617,8.661585684459084,2.298191616342596
38,wlswar,0.034067794755785474,5234.375,2.948205223703165,104.56220369468308,1.570225282028656,0.3191137227114497,296.875,6.9557837800529505,16.15541444572006,3.527656444917457,,,,,
39,wlswar,,,,,,0.6848978200699725,4484.375,3.7207160296043074,107.9015067669482,1.865239303074101,,,,,
40,wlswar,,,,,,0.20416487132610767,3359.375,4.1889035201445965,31.413541698841247,2.106879739698433,0.2576386042664882,4109.375,0.9165426224793896,13.470528043984842,2.4779309612150557
41,wlswar,,,,,,,,,,,,,,,
42,wlswar,,,,,,,,,,,0.6629872506825116,3062.5,1.690077158340602,2.9672467941500145,1.412094754022893
43,wlswar,,,,,,0.02472188840745182,5953.125,3.7753882443404216,152.77693432152944,1.8908268658704257,,,,,
44,wlswar,0.44780942870802587,375.0,0.6438654068077887,1.8109689878627864,3.3392340993410423,0.5583134992246616,187.5,11.855141841306837,9.056197083176377,6.069645167220088,0.4736620825563202,593.75,0.510108913780764,1.8999201213866639,1.6935566320925344
45,wlswar,,,,,,0.8746183219009258,125.0,1.336968220683312,7.975646961829777,2.505320359115061,0.6914350719312694,312.5,0.6350833261280031,3.2408090130620977,1.8325865349773751
46,wlswar,,,,,,,,,,,,,,,
47,wlswar,,,,,,,,,,,,,,,
48,wlswar,0.024804509530495174,5375.0,3.634441219698872,103.56897769428144,2.072232851577517,0.6193801442842004,62.5,4.511897492301749,2.6272933084885564,4.703010748814656,,,,,
49,wlswar,,,,,,,,,,,,,,,
50,wlswar,,,,,,,,,,,,,,,
51,wlswar,,,,,,,,,,,,,,,
52,wlswar,0.5395477111909975,4906.25,2.493626139661681,132.47843801098588,1.5449178717010987,0.519101568020017,31.25,3.635471793570837,2.0794411740598564,8.539961740958363,,,,,
53,wlswar,,,,,,,,,,,,,,,
54,wlswar,0.2728825454321417,390.625,1.3550795992652571,24.75528525263885,0.7771525360375156,0.022686683823158416,5796.875,3.5635370019614445,174.96947720812403,1.8678831681733856,0.20797897800210866,2703.125,0.6364785581458299,16.413705746354054,0.459394964045567
55,wlswar,0.4675704369238103,62.5,4.631510882198869,5.634548131901356,3.998112038642048,,,,,,,,,,
56,wlswar,,,,,,0.08256766031638896,4093.75,1.0809869919189787,7.629990460565238,3.503015186484424,,,,,
57,wlswar,,15.625,2.856505257825828,1.675163791321476,7.298308329003085,0.3555180272992932,468.75,3.0127852827921386,35.68757695986176,3.0171685163956425,0.08250626977372921,4453.125,2.3525023144069106,47.956730984034955,1.5916308724519617
