,peak0_accuracy,peak0_autocorr0_accuracy,peak0_autocorr0_freqency,peak0_autocorr0_prominence,peak0_autocorr0_width,peak0_autocorr0_width_height,peak0_autocorr1_accuracy,peak0_autocorr1_freqency,peak0_autocorr1_prominence,peak0_autocorr1_width,peak0_autocorr1_width_height,peak0_autocorr2_accuracy,peak0_autocorr2_freqency,peak0_autocorr2_prominence,peak0_autocorr2_width,peak0_autocorr2_width_height,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_autocorr0_accuracy,peak1_autocorr0_freqency,peak1_autocorr0_prominence,peak1_autocorr0_width,peak1_autocorr0_width_height,peak1_autocorr1_accuracy,peak1_autocorr1_freqency,peak1_autocorr1_prominence,peak1_autocorr1_width,peak1_autocorr1_width_height,peak1_autocorr2_accuracy,peak1_autocorr2_freqency,peak1_autocorr2_prominence,peak1_autocorr2_width,peak1_autocorr2_width_height,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,primary_label,peak2_accuracy,peak2_autocorr0_accuracy,peak2_autocorr0_freqency,peak2_autocorr0_prominence,peak2_autocorr0_width,peak2_autocorr0_width_height,peak2_autocorr1_accuracy,peak2_autocorr1_freqency,peak2_autocorr1_prominence,peak2_autocorr1_width,peak2_autocorr1_width_height,peak2_autocorr2_accuracy,peak2_autocorr2_freqency,peak2_autocorr2_prominence,peak2_autocorr2_width,peak2_autocorr2_width_height,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_autocorr0_accuracy,peak3_autocorr0_freqency,peak3_autocorr0_prominence,peak3_autocorr0_width,peak3_autocorr0_width_height,peak3_autocorr1_accuracy,peak3_autocorr1_freqency,peak3_autocorr1_prominence,peak3_autocorr1_width,peak3_autocorr1_width_height,peak3_autocorr2_accuracy,peak3_autocorr2_freqency,peak3_autocorr2_prominence,peak3_autocorr2_width,peak3_autocorr2_width_height,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,peak4_accuracy,peak4_autocorr0_accuracy,peak4_autocorr0_freqency,peak4_autocorr0_prominence,peak4_autocorr0_width,peak4_autocorr0_width_height,peak4_autocorr1_accuracy,peak4_autocorr1_freqency,peak4_autocorr1_prominence,peak4_autocorr1_width,peak4_autocorr1_width_height,peak4_autocorr2_accuracy,peak4_autocorr2_freqency,peak4_autocorr2_prominence,peak4_autocorr2_width,peak4_autocorr2_width_height,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height
0,0.20383098648063702,0.6099049034866026,5671.875,23.284536162487043,2.5634774928929573,11.642297699031335,0.48312753725790525,5546.875,1.7325973532783505,1.9347132456908867,1.2921388256090962,0.21477719145347873,5609.375,0.6606756296312625,1.2735238827958142,0.9912937268476463,5671.875,7.784033100358644,25.12029438522427,3.8979414404199884,0.45277265592600013,0.6263286317528454,5734.375,22.7849123637909,2.676148308313998,11.392503691827315,0.44141791668583186,5859.375,0.8756587439677754,1.7902471809815665,0.6484736745820496,0.6359724411287153,5546.875,0.8342104919158241,2.7470447652387406,0.5466785097527023,5734.375,0.17198860753303968,1.827394063599229,7.4764872745986395,chispa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9012000132371759,0.6140401872763572,4937.5,23.162339751668036,2.590943323718591,11.581940722806934,0.5671278851808291,5125.0,1.32300403627695,2.310151117998771,0.8450648959157707,0.5980312840274482,5375.0,0.7798866506260262,2.487755788607899,0.4174562912298896,4937.5,6.722749642061444,20.242917691893354,3.8846242060674685,0.522792462063979,0.6141546605674608,312.5,22.67413281173875,2.5917120094561596,11.436487266856279,0.5571496367676123,500.0,1.8417974243467168,2.2580990849842557,1.0367152091704321,0.5463207685029701,4937.5,1.8299167622853827,2.204200524454791,0.9229593730864771,312.5,1.7196575641705005,33.52838907197881,1.9919070280979096,chispa,0.6385474104334844,0.5905093647745784,2546.875,22.852896615288383,2.442058288950875,11.432033963232145,0.31063086290634023,2484.375,3.0854906923165064,1.4506016387909995,4.241883923362195,0.5300615549566048,3359.375,2.119032068901362,2.1279382662715705,1.1339632749417883,2546.875,1.5485005652928077,11.066458272707735,1.8310700877197013,0.9473730297722494,0.6252194961479003,6656.25,20.687821534921266,2.6682284423061446,10.345553842302534,0.620162050660247,4968.75,6.110709967266698,2.6327016606377356,3.0686894604302446,0.5599929943862475,468.75,2.329071610973145,2.272691087281963,1.1906870621446064,6656.25,1.185033815752371,19.001663893481975,1.6490587189048922,0.5803935713066558,0.5848702422365447,46.875,21.940088212566668,2.4088853696915873,11.524510184556293,0.48214273220902015,296.875,3.1212131223241584,1.9310340168936762,1.9591433511022525,0.6255005747331367,4921.875,2.641850205418591,2.670231067210352,1.3226212526036554,46.875,0.8273355988585267,2.3831856035047014,1.7148131367800126
2,0.8300200103861128,0.6093841349883817,4984.375,23.250431078543187,2.5600598684599163,11.62539262624761,0.589480364134142,5421.875,2.1663285346979695,2.4359370725125586,1.1820853605525792,0.41816150670338104,5484.375,1.0209369093433847,1.718689999924436,0.9656790445266207,4984.375,5.069588608536493,64.7134996594994,2.5620016691410563,0.6502928302742446,0.6095748784110746,5531.25,23.194261331091674,2.5613105937708838,11.597231232861589,0.5084926825373979,5156.25,1.6090390593963755,2.034557705391819,0.8665092977778925,0.35173101350858116,4906.25,0.9676285394656224,1.542569551895781,0.7320698263434033,5531.25,0.8524358989974181,5.719070620051696,4.28254830629622,chispa,0.6435698558894564,0.6226378974336086,5093.75,22.805047324927276,2.649974634970306,11.4026094039759,0.5916442059406855,5578.125,1.4475053700489204,2.4488448910186094,0.7759014192790592,0.3884580753090142,5343.75,1.2205037095810172,1.6352108655597135,0.83998627722348,5093.75,0.5701009380728497,2.805598843205189,4.410740871179514,0.6926818556007868,0.6165628957624352,5250.0,22.992987663743047,2.607989651884168,11.49661411157951,0.588243783547568,4812.5,1.841340918248726,2.428621499914925,0.9812559766638437,0.5650175291828347,5625.0,1.4031255615948153,2.298943215163092,0.7658763161311923,5250.0,0.5642337056146518,3.253956911509192,4.320698690841109,0.3829116153507238,0.6163940191949648,4453.125,20.093210311689703,2.6068415249976056,10.04707913047962,0.5555477698169793,5265.625,6.991317701635704,2.2499605853889193,3.5252115824174024,0.5557090308791859,4953.125,3.958221301412232,2.2507772372210297,2.551336467823151,4453.125,0.43598449261729977,8.102567029910574,1.5964780012844129
3,0.6928194336689877,0.6125060043773891,4265.625,23.04280291802148,2.580685149438864,11.5217473189069,0.5959092454569764,4953.125,1.6492574154633333,2.4746916101331635,0.9269669646626443,0.508930145881531,4078.125,1.573660853518903,2.036370165289668,0.9327818384724982,4265.625,4.609881504435993,78.12994255026544,2.3248879921558414,0.605588841647066,0.6171637667845737,4656.25,22.847841051344385,2.612082956728102,11.424019579159454,0.5447626731941435,4843.75,1.782621077042099,2.1966564275746805,0.9552822960921182,0.589963320511709,5031.25,1.5384929412371031,2.438806209356585,0.7927851811661815,4656.25,1.7482539076105552,5.07085045045892,3.6594533690646998,chispa,0.7222670400900721,0.6173502891966802,4093.75,22.511903661971548,2.6133562152722902,11.256047287216843,0.5735338052642482,4781.25,2.355021945796112,2.3448517428670357,1.2847339592691813,0.6014654147357077,5218.75,2.1151806115868217,2.5091925192310214,1.1158314005271688,4093.75,1.3155694334273793,10.801742799892878,2.9887554777117744,0.5581840096720136,0.6222113464329982,4812.5,22.481101382270396,2.646982619933681,11.240749037462646,0.6016768091903058,5375.0,2.3016607283188435,2.5105241750229084,1.191111245389402,0.5362228754284905,4625.0,1.7841827142505802,2.1562081159650006,1.0339267076259282,4812.5,1.202924476139271,6.790157137076278,3.5586005646104324,0.45667473863271846,0.6223203692863584,5218.75,21.52938015952414,2.647746710910667,10.764850965331517,0.6056300511821174,4093.75,2.909996616750241,2.535690163506331,1.5494846742760162,0.5717545571268887,4406.25,2.781434382818791,2.3351094953654865,1.520376930969677,5218.75,1.1962752227486964,5.521554422944519,2.4349048142582097
4,0.9028566052811198,0.6263828803800187,4140.625,21.24559988964254,2.6765368809039956,10.623079502567126,0.5723192443381042,4328.125,2.7532567610866705,2.338192651320867,1.929642279330991,0.600904806917408,4890.625,2.38423537396073,2.5056678640402765,1.296722678421183,4140.625,3.8487439176491525,164.70497089690778,1.9645942932826725,0.4194825004723144,0.6191168647775609,4937.5,21.919034933290174,2.6254772331045615,10.960178645777082,0.6190460160242974,4375.0,3.53817948355518,2.6249889542139044,1.848510040725395,0.6074564428875548,4750.0,2.6695861145068553,2.547487996888833,1.5361357191903204,4937.5,1.1690993715641045,18.94861052242129,3.0064682474384554,chispa,0.7708553441418597,0.6189319168590823,3890.625,20.61578051480357,2.6242029816761203,10.308284191259238,0.6143794276760752,4140.625,3.4686513798662157,2.5932226436300994,1.8260596379769607,0.5886362732061379,4328.125,3.1954538580007816,2.430938692125153,1.727286852001569,3890.625,0.8856595134218643,4.364055518794572,2.3032944451762263,0.6493253189364032,0.6183290039677087,6031.25,21.106021132002134,2.6200576161029403,10.553105998899266,0.6003716777187191,4781.25,3.6069694681296713,2.502325146254634,1.8574052047263385,0.619600725622881,6218.75,2.9634927900985386,2.628816791613076,1.6084815833261656,6031.25,0.45512290451776405,5.7032917059594865,2.33799223427835,0.8540832644790886,0.620680967089708,5109.375,21.489273863957763,2.636303251981815,10.744950938487932,0.5955098411086344,5296.875,2.9138189306149944,2.472248033773724,1.689634713108635,0.574509520435205,4921.875,2.6558945806698637,2.3502288488871272,1.4488648415922676,5109.375,0.4448897520691557,20.5596704811839,2.9211125330947807
5,0.12981656345469772,0.6217499479064071,4625.0,23.03687679893715,2.6437537667610513,11.518639035380765,0.5132290420555705,4500.0,0.9792791962210431,2.054354278289054,0.7316144877758111,0.5984429007845451,4812.5,0.9395459708581215,2.4903058667217124,0.529446100103529,4625.0,5.540380821206195,44.81813645503655,2.795922041584017,0.6541198222355307,0.5999416821105119,3781.25,23.625599655977997,2.4996355663232066,11.812943182685215,0.5073186879984846,4656.25,1.0368259221449603,2.029709622915277,0.5247079503379524,0.5263943110670619,4593.75,0.6714291212255126,2.111461123393724,0.5244045557063656,3781.25,2.193817891284834,5.782349289070623,2.6206951089978414,chispa,0.7634457239921004,0.6174521787418565,3125.0,23.20669286344306,2.6140522685795133,11.603623554473874,0.6653589566513676,3359.375,0.9614687921733356,2.9882766022761587,0.6180818290018343,0.6380660874641907,2859.375,0.4289815248408007,2.7629353463833297,0.2547455396394803,3125.0,2.0781211084927635,8.454719287903345,1.9207313886669488,0.4594781732488481,0.6036942657319355,6718.75,22.610632651148652,2.523304392369937,11.305588795689095,0.6165803393578266,4531.25,2.382041977944075,2.6081083018151503,1.2027793761189463,0.4451320629747084,6656.25,2.1485322190694776,1.802230644937083,2.3275764523911566,6718.75,1.0602929800848149,9.250320250808159,0.9630949103077965,0.6951878696606772,0.6065117122749475,3359.375,22.407434808992093,2.5413717032887746,11.204095586983236,0.5340354693408146,3109.375,6.017435734600183,2.1460860949766527,3.1109804888631554,0.5848151662496942,4484.375,2.076108466411715,2.40856582107574,1.0524713985377572,3359.375,0.6218450542365914,3.2807093303235035,1.4162462211325426
6,0.7695842977693557,0.6173196685767253,4984.375,22.938335691326973,2.6131471044795376,11.469383975041028,0.6130183374591476,4796.875,1.7084651543236902,2.5841017722498236,0.9622366067362254,0.6104322223101866,5484.375,1.2083405189455603,2.566947415235745,0.6666558049914796,4984.375,4.912362300669999,47.73980199053051,2.4837569668114208,0.3293094040949357,0.6173307237154456,3703.125,22.743017697793398,2.6132225970929426,11.371837075651094,0.5669885554602399,4015.625,1.9749608766610214,2.3094077826577575,1.0488326558989778,0.6018915714275062,3390.625,1.3891263541926604,2.511878493971409,0.7857525014999435,3703.125,1.1113352794626659,11.928003834919423,2.4482070186163907,chispa,1.0,0.6171749501755854,3906.25,22.681246342931427,2.612159262980981,11.34078364479891,0.4907620712126536,5093.75,1.867164251200669,1.9637186145606051,0.9838371821837684,0.451284656842583,4906.25,1.822498674678632,1.8224385603030555,0.9829856717832126,3906.25,0.5848134983213487,4.678557155639396,2.5604263149861284,0.2305223471234813,0.62182659567596,5343.75,22.191345491641993,2.644289599866056,11.095860291673118,0.6100431013398453,5093.75,3.201025335774097,2.564385970438991,1.7097613266673632,0.5486682745261124,4968.75,2.211923564268158,2.2156652049000627,1.6030745157050106,5343.75,0.5031244576584788,14.295411905568642,2.5652598092721868,0.7075998824230452,0.6199884286215831,4718.75,22.722849752040634,2.63149881560895,11.36174793103494,0.5808860624275443,4968.75,2.025939225326211,2.3859860299375555,1.3080844468778245,0.5896964501424777,4468.75,1.4157782374363088,2.4372199566570885,0.8346958685113688,4718.75,0.449373878031349,3.4199712650143397,3.5568704738265895
7,0.07541731791436412,0.6052624186561377,5515.625,22.55479590975128,2.5333285890731645,11.278211569031926,0.5266342591152726,5203.125,2.894932775817304,2.112531418372157,1.6314327827361124,0.5632625901756529,5140.625,2.76644496902022,2.2897053870475474,1.6919362520914187,5515.625,4.425746196164502,118.97259394029152,2.2731559238802745,0.6491673635174685,0.6173248374987961,4281.25,22.970747175632532,2.6131824011359868,11.48627397647057,0.6060308658603304,5156.25,1.3834654161514832,2.538269913412762,0.7570499503860557,0.6014182201789371,4656.25,1.236173836597384,2.508895415261918,0.6891777904170114,4281.25,2.0353954133733967,5.700723912268018,3.3178425259764905,chispa,1.0,0.6167290358779757,5015.625,22.498181210704377,2.6091201620001243,11.249592160553602,0.628820134072731,4765.625,2.369656650873222,2.6941116471978717,1.2344314581559828,0.5232663254443783,5203.125,2.2365871348846706,2.097607224688147,1.4257944844154893,5015.625,1.4151585728554572,3.7940353700536775,3.4286088978940175,0.9324651660144315,0.6079614886093094,11031.25,19.69674132727799,2.550769812008184,9.849024675830385,0.5405868343675633,10906.25,6.336946703430675,2.176689905312969,3.968317946711762,0.40624041791732135,10968.75,3.854054183495494,1.6841833465531408,5.618068655303645,11031.25,1.2760151845557333,14.807173439023927,0.8154818822410569,1.0,0.6244826798835006,5718.75,21.94613384937563,2.6629930137170845,10.973475693234848,0.62760265229237,5218.75,2.580644970137285,2.6853037653348224,1.3355558628311595,0.5477626405201272,5343.75,2.272087363961498,2.2112281947473775,1.3293205527626546,5718.75,1.2463197839168227,4.905336832842693,3.284382703842185
8,0.2437450814042711,0.6233655223833164,4265.625,22.959899548425334,2.6550941547569664,11.480049834356048,0.028313621482953355,4328.125,0.5556888087118288,1.0291386419619926,1.3355545019671533,0.0533032972343318,4203.125,0.5043400457534744,1.0563045134504137,1.1857729331379332,4265.625,4.278476243425946,47.60299617865297,2.1601013705009953,0.10157346853974047,0.6224492736322166,5375.0,22.99253883263315,2.648650711443395,11.496374537797426,0.6191497918825506,6062.5,0.9952556449503632,2.6257042235660606,0.5199989866816368,0.5893245148147488,5812.5,0.6634253656065651,2.4350126464181585,0.4398865238637561,5375.0,2.304307820116926,34.50476907623607,2.493921502812601,chispa,0.7376098444325606,0.6202797015713404,3562.5,22.468404577723703,2.633517365645588,11.234303852323436,0.6330568195441902,4125.0,2.503757233654833,2.7252175629965905,1.26278116352019,0.6101208118671967,4312.5,2.21279582931978,2.5648971025849505,1.243045559966014,3562.5,1.1258053617859012,15.24447436432851,1.232702207241306,0.6157188692814879,0.6221861700178636,4453.125,22.999767639740785,2.646806232708002,11.49992095666513,0.031653940649641554,4390.625,0.4493502265531868,1.0326886657347245,1.0730383434681754,0.6568455450604853,5640.625,0.427138261454018,2.914139640635767,0.2220207774853843,4453.125,0.6378926219038092,5.204523043482482,3.8151469295335865,0.5120404599680946,0.6244063051311652,5671.875,22.910891202286255,2.6624515098668553,11.455489189696896,0.6216337322179724,6359.375,1.1630366850492562,2.642941734372812,0.6029919869602968,0.5753002218220994,5421.875,0.7525238484061151,2.354604479169552,0.48833931636499456,5671.875,0.6038914835566005,6.148050717081674,2.9766267442240713
9,1.0,1.0,296.875,23.968042690713418,2.3952885218958677,12.055207746622632,0.3564701953803171,187.5,0.5063586987941766,1.5539295815381635,0.35431300620937856,0.4910333852440206,46.875,0.30553530460674305,1.964765410948306,0.22421756501080092,296.875,10.212443537196837,4.909900633770441,7.067099585075706,1.0,0.6040015799565581,62.5,23.54405821056449,2.5252626005181984,11.875501282708397,0.5169143142130237,312.5,0.7551232940857248,2.070026145301611,0.44542584902879473,0.5200155060253555,1000.0,0.5570156621329594,2.0834006359647645,0.3012522340789505,62.5,5.161580901882079,3.6337210435641447,5.240320743466907,chispa,0.17101060083849096,0.6091534801432559,937.5,22.58323721820859,2.558549070275788,11.329984070982215,0.5106280798885455,62.5,3.8011259896144676,2.0434355934689714,2.4287556319511605,1.0,296.875,3.7828010698552834,2.0660714286663158,1.9846419022033417,937.5,1.7536245672524644,21.7131847743847,1.866219112643747,0.7744791560011853,0.6089709467350661,1500.0,21.293734228741226,2.5573547327248605,10.692750313793093,0.5992058000460886,312.5,7.261526662806443,2.4950460862831676,3.8723438538917665,0.5785136743751966,62.5,4.54689819001964,2.3725562116816454,2.515448065512814,1500.0,1.1031245162275671,8.868359857727881,1.6893917745886091,0.7082758268924574,0.5990205385840683,6734.375,13.530142560825293,2.4938933192957506,6.768402897215868,0.5316494278968557,46.875,10.223265512460182,2.135152724399301,5.875797871563317,0.5450846122988271,312.5,9.29687756739053,2.1982109795259,5.318161019529252,6734.375,0.3630379615090512,3.4278955677469867,0.3587862706422768
