,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
0,0.28824817747470144,2250.0,6.23495769345526,12.644856978473143,3.1517661990988524,0.5001554909430332,1828.125,2.3484758045703606,2.000622157251769,3.857736200891407,grnher,,,,,
1,0.17324588556169918,2312.5,6.9898799866289645,21.77189043955258,3.5548086070109206,,,,,,grnher,0.2857099823830813,1875.0,2.9497850534942547,11.199932524173235,4.150282024729122
2,0.8328011944081833,125.0,9.219403987384712,11.96180793828522,4.697546159923589,0.4787213482929426,843.75,0.9451522257077848,1.9183597807530568,2.4416769314839804,grnher,0.5554056401207124,359.375,1.851471142967012,4.4984826180499065,4.503972935973948
3,0.5554773572322127,62.5,16.66874531731174,2.2496041906292423,8.919818781255685,0.7801723912748528,531.25,3.151997099858753,4.549019141859978,2.643216750161685,grnher,0.2565793507970281,109.375,5.431697771867759,1.345133473319727,7.130239151600572
4,0.1268445319744832,3015.625,6.8798576385859915,25.19597117080309,3.477489460120562,0.5325496411901189,2781.25,1.7933843453389713,2.1392645896047213,4.9037101260221565,grnher,0.2712806960728665,296.875,2.555192328603656,15.094975446265822,1.6156879820931636
5,0.2468496712900936,593.75,6.952523804560893,10.622049403740473,3.4870891653307385,1.0,3984.375,4.2239378497206586,3.987236998808328,2.649971502975576,grnher,,,,,
6,0.21913612115739625,2093.75,8.094040289316187,14.086962270945607,4.050669711773988,,,,,,grnher,0.5471955634799331,1828.125,3.5314725546276904,6.625376780881098,3.5553069454932977
7,0.09588836265435308,1734.375,5.676303769973744,40.92414970857708,3.41248029851615,,,,,,grnher,0.6045559906853234,125.0,2.4090294698125687,5.0576060147328965,2.220524405428833
8,0.4450921024561633,78.125,6.120746945983436,9.010504305545602,4.866827242130944,,,,,,grnher,0.13902268298592654,2062.5,3.5557628565900803,22.067944909272708,2.0713306286263364
9,0.18689115148311647,1515.625,7.420529413647787,19.67756227125571,3.7152507881932166,0.7430315636206795,1828.125,1.9610544990751229,3.891528524242034,3.8962798899334894,grnher,0.5531276235940485,1421.875,2.3330079268971677,2.237775375696017,4.700942797699042
10,0.08992915748416108,1921.875,6.33820814593555,42.85380673463477,3.1856693147270647,0.10140741155003764,4109.375,0.6936708542224986,28.934135818824192,0.763582844594813,grnher,0.5765275982501594,2156.25,1.7115633370958712,2.3614289759329665,5.207949896076005
11,0.7821385890300939,2296.875,7.818382779844638,4.590074008738213,4.0469635312269725,0.282903945488323,2593.75,1.3310392140843212,11.156106562945439,2.3000191302275974,grnher,0.4375861481316262,2156.25,3.5270604349778933,7.112200360484991,5.497963369516877
12,0.1705254037588243,2218.75,6.041922939968594,21.7004837538947,3.1444257810435867,0.7407269132785196,1953.125,2.9488406333959283,3.856937149339501,4.231484628027127,grnher,0.4937315542022582,2640.625,3.4305582103773062,7.900946687872446,3.5922391831414178
