,peak0_accuracy,peak0_autocorr0_accuracy,peak0_autocorr0_freqency,peak0_autocorr0_prominence,peak0_autocorr0_width,peak0_autocorr0_width_height,peak0_autocorr1_accuracy,peak0_autocorr1_freqency,peak0_autocorr1_prominence,peak0_autocorr1_width,peak0_autocorr1_width_height,peak0_autocorr2_accuracy,peak0_autocorr2_freqency,peak0_autocorr2_prominence,peak0_autocorr2_width,peak0_autocorr2_width_height,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_autocorr0_accuracy,peak1_autocorr0_freqency,peak1_autocorr0_prominence,peak1_autocorr0_width,peak1_autocorr0_width_height,peak1_autocorr1_accuracy,peak1_autocorr1_freqency,peak1_autocorr1_prominence,peak1_autocorr1_width,peak1_autocorr1_width_height,peak1_autocorr2_accuracy,peak1_autocorr2_freqency,peak1_autocorr2_prominence,peak1_autocorr2_width,peak1_autocorr2_width_height,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_autocorr0_accuracy,peak2_autocorr0_freqency,peak2_autocorr0_prominence,peak2_autocorr0_width,peak2_autocorr0_width_height,peak2_autocorr1_accuracy,peak2_autocorr1_freqency,peak2_autocorr1_prominence,peak2_autocorr1_width,peak2_autocorr1_width_height,peak2_autocorr2_accuracy,peak2_autocorr2_freqency,peak2_autocorr2_prominence,peak2_autocorr2_width,peak2_autocorr2_width_height,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_autocorr0_accuracy,peak3_autocorr0_freqency,peak3_autocorr0_prominence,peak3_autocorr0_width,peak3_autocorr0_width_height,peak3_autocorr1_accuracy,peak3_autocorr1_freqency,peak3_autocorr1_prominence,peak3_autocorr1_width,peak3_autocorr1_width_height,peak3_autocorr2_accuracy,peak3_autocorr2_freqency,peak3_autocorr2_prominence,peak3_autocorr2_width,peak3_autocorr2_width_height,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,primary_label,peak4_accuracy,peak4_autocorr0_accuracy,peak4_autocorr0_freqency,peak4_autocorr0_prominence,peak4_autocorr0_width,peak4_autocorr0_width_height,peak4_autocorr1_accuracy,peak4_autocorr1_freqency,peak4_autocorr1_prominence,peak4_autocorr1_width,peak4_autocorr1_width_height,peak4_autocorr2_accuracy,peak4_autocorr2_freqency,peak4_autocorr2_prominence,peak4_autocorr2_width,peak4_autocorr2_width_height,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height
0,0.18014854763987276,0.5936544206573163,3390.625,23.643165912484758,2.460959466121494,11.826577019962263,0.4169618725884926,3203.125,1.1094869253455006,1.7151536974771489,0.8585534101396726,0.3337581519986125,3453.125,0.865003042986046,1.5009564514745364,0.6807501052593088,3390.625,5.656611036418779,21.955196820330002,3.5325868504871236,0.4385323930360294,0.501102517410178,31.25,19.34976761050048,2.004419815487762,13.783651360925756,0.17594822820023004,78.125,0.37507609691289717,1.2135159879772486,0.21177035087870258,0.560349214250314,3343.75,0.3635198939459977,2.2745324980934924,0.18380912227786772,31.25,3.711954488658506,1.781046649168792,8.231897853201607,0.4852530763238655,0.5949670232404098,2171.875,23.593868425242526,2.468934771682939,11.8079621760645,0.5894298332555933,2046.875,1.981458545713615,2.4356372698227062,1.11205883409397,0.4544525764617162,2109.375,1.2800199480678822,1.833021212920869,1.175495812993381,2171.875,2.046056200948726,7.770808947110282,2.1208847909943906,0.6465935824196374,0.5899151961962221,2765.625,22.807990432624205,2.4385200103110662,11.41431078249513,0.5652705743751717,3265.625,2.2821402477596915,2.300281372862486,1.218769729379946,0.48793840133051936,2828.125,1.7205945061090993,1.9528900479910192,2.120719199182169,2765.625,1.616736621877669,2.8296033978290893,2.1115543556645306,rubpep1,,,,,,,,,,,,,,,,,,,,
1,0.10615311502295044,0.6125461299066439,2312.5,21.665110196460013,2.580952410564521,10.833120661260992,0.5104079567846925,2500.0,4.656314724503406,2.0425168543031873,3.4896600151020336,0.36154335279853134,2453.125,2.4018893314765286,1.5662770595047846,2.939212262267689,2312.5,6.251216357782571,33.562795266406596,3.3214205099190925,0.5306018396062089,0.6100249173871615,2500.0,21.0374504307228,2.5642663969707655,10.520872137629073,0.5694565912158065,2312.5,5.769207530829122,2.32264617132077,3.513784877404031,0.3839067138938569,2437.5,2.890610789731298,1.623130818906077,3.9168936704753863,2500.0,2.3358299809604897,6.391162669839218,4.890191867569909,0.6787916311244846,0.6127772299823745,2703.125,21.59215372328009,2.582492759799436,10.796717924948808,0.408223956345948,2640.625,4.05486984674797,1.6898284591334232,4.290158064183035,0.4677729020915977,2578.125,3.9774091281322352,1.8788971924388989,2.2180859850932473,2703.125,2.0361126633671436,3.113243915470804,4.648435960981248,0.5759064258627482,0.597602583797677,2015.625,19.768133517228073,2.485105420004004,9.886520225401298,0.46652910965199135,2265.625,5.2602007017557995,1.8745165258176542,3.4022713153414985,0.47779505198614336,2328.125,4.9615238385811296,1.914956960487217,3.3670557682997364,2015.625,1.3303642951076566,2.3579701768279193,2.5381642169333527,rubpep1,0.6353234055118502,0.5865731888311336,3109.375,21.47652382593817,2.4188078106805335,10.74169282632104,0.295840024366953,3046.875,4.527043942001199,1.420131837372594,5.051927625736379,0.5750204127704583,2921.875,4.218192054818309,2.353054193776785,2.4422712222131158,3109.375,1.2845925888087257,2.7421556938787717,2.9866062591763294
2,0.6537611921167608,0.5896258594011572,2171.875,23.682548696971736,2.4368007168793326,11.847618384000537,0.5093920887165074,2421.875,3.5527115199344785,2.0382875550943993,1.8593293294147617,0.48952735214332055,2359.375,1.5277435998579492,1.9589688187970467,1.0410402281996798,2171.875,8.335150889038632,5.776359999120757,4.8613630419801295,0.624663289238524,0.5427725318046961,46.875,24.843483944569403,2.187095197817056,12.5106142012293,0.5342534427279172,2484.375,2.6604493408888557,2.1470904816926293,1.3414798524612621,0.49484572791091275,2171.875,1.8043604470208807,1.9795932752670922,0.940830945065229,46.875,5.583840158801729,2.6642744270104006,3.632615213420958,0.7963479683312071,0.607429350926307,2437.5,22.982509940823178,2.547312190454363,11.502819477366952,0.6228892587874149,2171.875,2.391322643938104,2.6517409628390283,1.2151832314847757,0.4729418078093863,2312.5,2.34926161583729,1.8973237012856146,1.6251224762986451,2437.5,4.58729416745866,4.91033647838259,5.57190330233776,0.6180417418316637,0.614893176641819,1968.75,21.568661493548582,2.5966821134974225,10.79574587133499,0.6040466108283662,2156.25,5.0778675874738495,2.5255497928482953,2.878085677711645,0.5267984288745595,2281.25,3.8152020476494988,2.1132643275499845,2.2019408049454694,1968.75,1.7557563679579893,5.2361742604830965,2.956108747645433,rubpep1,0.39696717508990753,0.572866839478448,2281.25,22.59889150925571,2.341190271387376,11.304347046776181,0.4896013459106634,2156.25,4.380305306069185,1.95925281539823,3.321351509043256,0.4942993848005417,2468.75,4.18661767720846,1.9774545846767069,2.5087650249767623,2281.25,1.6672901210302031,1.6582845223211393,4.93757423035831
3,0.18784091645284262,0.5932554187957217,2000.0,23.87015838994336,2.4585453530548023,11.935234640334732,0.5173262360825358,2125.0,0.8929763190797955,2.0717927402637883,0.6083603781782025,0.7321860494415313,2234.375,0.8876122471255052,3.733935435083623,0.5149519404959351,2000.0,7.2138016027922545,20.931859711217413,3.6214869080031096,0.41392166183210244,0.5999785571216509,2234.375,22.099604069389372,2.4998659891942623,11.04985992248388,0.5156296820964015,2109.375,5.751250030927454,2.0645360853821444,3.927020226075275,0.47032953646483244,2171.875,3.29779260828205,1.887966327829048,3.104153216469218,2234.375,3.1041164835116675,8.531282721743622,5.614206973319011,0.6507253356777998,0.5910412132964895,1687.5,23.097672389320046,2.4452341715425376,11.548985210139193,0.4085158279886214,1625.0,2.9860482778267894,1.6906623157800453,2.937514286886243,0.5267953240540078,1765.625,1.8068480525408472,2.1132504618659596,1.159356258932888,1687.5,2.0106202657026895,2.8630762610296756,3.9487538964816613,0.4870362861661288,0.6280817474851083,2406.25,16.063027401421824,2.6887629021647967,8.031763740952224,0.5646309222029369,2171.875,6.378801648788796,2.2969017576074293,4.460328141454362,0.46000208241373386,2343.75,5.5356810807199786,1.8518589932159273,5.879005660688243,2406.25,0.8308499297496663,7.797822520630461,2.6047164114040338,rubpep1,0.43248563070810664,0.6036779262225276,1765.625,22.26259273543301,2.523200361939672,11.131741786443005,0.5180198223528534,1703.125,3.6896859195457274,2.074774122209007,3.773403320268299,0.5637680115712702,1890.625,2.6362036240261997,2.292358255528015,1.960942528140471,1765.625,0.6721088650331906,1.7620699212387052,3.485588233074894
4,0.209297752644525,0.6114820570942185,2328.125,20.47169698583639,2.573883698963442,10.236171340294172,,15.625,4.534178363053621,1.0074090936904407,9.088205823974166,0.4711736280089691,2140.625,2.1876028629099626,1.8909798243136038,1.2443019010828287,2328.125,1.5006174208560576,17.705779952976457,0.8245802511841096,1.0,0.5786657997295575,2515.625,21.252636843134287,2.3734128379754793,10.626945608338206,,15.625,4.848969771524948,1.511155592703906,8.30328428868163,0.5732481123940475,2265.625,2.618391313548213,2.3432819608834734,1.4202104683035004,2515.625,0.8061313674306174,3.1289120430553794,1.0392550183873812,0.6369654633598959,0.5927668422023646,2703.125,21.731957221411545,2.455595721645352,10.868909352307492,0.4990288326726654,2515.625,3.660859820625505,1.996122861391342,2.108612007417072,,15.625,3.6235847878037255,1.618931839233893,5.154004941029844,2703.125,0.4420842395961826,2.7545588616858083,0.7707742835543488,0.7418058065353027,0.6083894342672153,2125.0,22.30067080269853,2.5535572517784146,11.155170891580424,0.5482756590632094,2500.0,2.3020288092050003,2.2137394631562017,1.3396354812026232,0.6713745459728055,2312.5,1.929732074461923,3.0429779183119763,1.4500105740778735,2125.0,0.4276630876510714,3.873053791725681,1.0785725384092544,rubpep1,0.6056965664543645,0.5850386384281718,2906.25,22.412986934370174,2.409862923651758,11.20784034271832,0.43370986958987734,2781.25,3.521506284477723,1.7658792662972473,2.233388168152623,0.409110934662399,2843.75,3.5148795867402454,1.6923650455921972,3.6340183192781104,2906.25,0.4204371441537887,2.5361179105336475,0.6900153053150685
5,0.5803094354239473,0.5456778479643536,468.75,24.89785037031861,2.201081315360426,12.458979408791285,0.5563124533653954,2843.75,0.3242190726406449,2.2538383319186153,0.16344658965004308,0.5871748954851241,93.75,0.32264386331519995,2.4223333054687464,0.1771751732920546,468.75,17.236946256272876,2.3827078433610787,9.886572497439849,0.5754249149185012,0.5357376398076672,125.0,25.33522905376392,2.153954500179002,12.732738003430145,0.49318250873292313,484.375,1.036639673047281,1.9730968587921751,0.5389683128538192,0.552738871767535,250.0,0.8248189941744494,2.2358303390949903,0.45480830754999696,125.0,4.814658783713249,2.355296000960693,3.8533729609064276,0.2857707261671283,0.544216518215919,2296.875,24.154509846189157,2.1940242241462613,12.0912803980383,0.5690151098710601,2234.375,2.7790468764910234,2.3202669580848294,2.31722912564784,0.5018836923972343,2109.375,2.6417183363863352,2.007563263312136,1.7267345636527212,2296.875,2.9576124364790837,12.600995688264078,2.1231861732514963,0.6901491457175227,0.6116276871673422,2078.125,22.840797199901782,2.574848842097765,11.45194780193348,0.5456734497535682,2343.75,2.3679282454077217,2.2010600072956095,1.247981827402842,0.5180858474596399,2250.0,1.948699899251645,2.075058378610805,1.1841579083404898,2078.125,1.9654674313541016,3.2273591832293107,2.617512100571024,rubpep1,0.5103742350232896,0.5975782461227568,2875.0,21.854707402334466,2.484955125723758,10.941840163002512,0.5307049619745039,375.0,5.609570841185309,2.1308556855989416,2.857138081856085,0.4689110640440183,125.0,5.211451070294777,1.8829238048425152,2.661938086603668,2875.0,1.3221260354106459,6.12712854304695,1.4295885317822377
6,,0.599128183907834,2500.0,23.501309160783592,2.4945629995850993,11.751783118838986,0.5167480136155429,2375.0,1.0790827077112686,2.0693137910962207,0.7525317559437864,0.3775078707185039,2562.5,0.9896161470914318,1.6064460142720804,0.8772790815702678,,,,,0.0735610641608857,0.6051803492406305,3546.875,23.168752573918685,2.5328019972579057,11.58706621434147,0.5616280191606058,3359.375,3.324709741800679,2.281167692527248,1.941598282693481,0.529977927540084,3671.875,0.9001677692131871,2.1275596585632286,0.5551436853096257,2500.0,4.4242408218660545,42.096676306761736,2.6977523952491356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rubpep1,0.5669791459546047,,,,,,,,,,,,,,,,3546.875,1.501707853512419,6.928072798280283,3.279516245199628
7,0.15211217610355465,0.6259187394159906,2546.875,22.50441214481465,2.6732159703450975,11.256497743094666,0.5054322396226013,2921.875,1.3004771386522656,2.0219676252995384,0.7168475039865125,0.5476937107440281,2421.875,0.9906987123085479,2.2108912118930846,0.980121519091663,2546.875,6.303728715014384,24.767427256467812,3.4693221788676483,1.0,0.61784412250363,2937.5,22.85986441166598,2.6167332726931534,11.440880590576405,0.7736139991741608,2625.0,1.5073885200996342,4.417234265158072,0.7896229088920481,0.4882553320690387,2437.5,1.4426466101478557,1.9540995005245634,0.8125004728820941,2937.5,2.3652499247221113,7.041568658526188,4.043955096747093,0.6196838650042256,0.6052120562310691,62.5,23.237091976259318,2.5330054166631273,11.63789694286312,0.6106848309412218,2437.5,1.9924149097389399,2.568612988848173,1.0165335574850805,0.5801312755021357,3453.125,1.5265118674737046,2.381696805819331,0.7726336896485908,62.5,1.897536970343957,7.88817440005098,1.538942424657773,0.7254973583796702,0.6021870627597238,3453.125,22.01553450985752,2.513744291317522,11.014379914581289,0.13906583236818404,3515.625,4.140997937697696,1.161528996753276,5.362167914418042,0.5412989150257358,3078.125,2.201883504065184,2.180068965950028,1.299009578492397,3453.125,1.883343149999748,7.285904383995842,2.5548574761923057,rubpep1,,,,,,,,,,,,,,,,,,,,
8,0.6732948704249444,0.602871572888629,46.875,22.87112996697962,2.518077104864516,11.921587952464053,0.574380508310463,234.375,0.13343705510445683,2.349516456660396,0.0967949333090397,,,,,,46.875,6.098050999056838,3.0608640926473885,12.793286860312989,0.6323625228365479,0.5981366271923412,2265.625,18.55487369982171,2.488407920864745,9.282351113389995,0.5776999619830087,2140.625,3.194140418527835,2.3679846317223507,2.7592686444817236,0.5474874682610831,2890.625,3.0788483269199394,2.2098835498703124,1.5760514409474886,2265.625,0.7696504814747765,5.440141781602961,0.5689296000713338,0.6299161371278832,0.5605209227531587,2937.5,20.194059736793385,2.2754211787841996,10.101980331390266,0.4674948938833484,62.5,9.64392875396376,1.8779162650525612,6.17693813961842,0.5929702724858658,2187.5,2.919104068966113,2.4568230092365297,1.5059204565521178,2937.5,0.7301412825705235,2.702090256622597,0.5798138718424868,0.730202235909916,0.5415686419924804,46.875,15.830856512052142,2.1813516517419327,9.693938374247875,0.5923229495724458,2171.875,13.837440104770607,2.4529219855550934,6.9270242882333335,0.4044313951890731,2296.875,3.3465735448109815,1.679067687453852,2.7425911823762137,2171.875,0.29756756233375725,3.7064799383070692,0.7100277527154955,rubpep1,0.7738267893525133,0.596481764428374,2437.5,13.622091515343474,2.4782027473514177,6.820340094866257,0.5423953547804725,62.5,13.347155506149369,2.185292501828228,7.032393999893023,0.5539104837132363,2250.0,4.763083255970535,2.2417025361276615,2.6787432139800664,2437.5,0.23699341623638903,4.421390124574032,0.4400888121230115
9,0.7062956507391989,0.5578939242598945,2546.875,24.55586116289133,2.261900604568609,12.277941741315678,0.23215897200716973,2484.375,1.570020872922625,1.3023529136155219,2.2595662154442984,0.5690390181834142,2671.875,0.9389994749149617,2.3203956789424467,0.523119433649886,2546.875,12.907590540971318,3.404784445708117,6.470424001229271,0.7654953188906527,0.5979020091980957,2359.375,23.387370466699473,2.4869559731091897,11.693770168631218,0.22138796417554008,2593.75,0.9887632030039198,1.2843366837260817,0.7169507016546319,0.5065711852104879,2218.75,0.870360484240722,2.0266347850532043,0.60114341497739,2359.375,4.779557819166813,4.264307199623488,4.671302127205782,0.7141238227316563,0.6120028201891068,1781.25,23.33828504676367,2.5773383210862306,11.669180634478225,0.4737693990132301,2203.125,1.310680923177769,1.900307580222119,0.6674642474631665,0.37893079446141287,2328.125,0.973231708349034,1.610126522265432,0.5882688465979119,1781.25,4.161275443384805,3.4980179515319634,2.3919648571087238,0.622810869384115,0.587881150587835,2875.0,22.4171438146173,2.4264844993777217,11.20869186039524,0.5685237562287626,2562.5,5.240284432109444,2.3176246999364025,2.7255610721477455,0.43269808225611306,2625.0,2.5773870740054208,1.7627298070433426,1.4329289150076645,2875.0,1.618615690358434,2.651189864265632,2.74157639498435,rubpep1,0.4377520190989511,0.5670101563498682,2765.625,23.716387395560638,2.309522993818831,11.858438634691119,0.46000827600954697,2578.125,3.1425709059485403,1.851880233663877,2.0341067058223827,0.48355175547086515,2515.625,2.4264917998976316,1.936302447715235,1.6765250045675117,2765.625,1.4905672568405608,1.7785746396054947,2.803040331687177
